index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
286,pten,protein,,,,p60484,,,dna repair,bioprocess,,,go,go:0006281,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
221,pi3k,protein,,,,pi3k,,,pip,protein,,,uniprot,o95861,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
288,pten,protein,,,,p60484,,,doxycycline,simplechemical,,,pubchem,54684461,,,positive,i,,,,,,,nan,nan,nan,pmc5974425,1,1,40,1,41
324,pten,protein,,,,p60484,,,phosphate,simplechemical,,,pubchem,1061,,,positive,i,,,,,,,nan,nan,nan,pmc4301912,1,1,40,1,41
330,pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
331,pten,protein,,,,p60484,,,pole,protein,,,uniprot,q07864,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
332,pten,protein,,,,p60484,,,ppar,gene,,,uniprot,q07869,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
333,pten,protein,,,,p60484,,,prkcb,protein,,,uniprot,p05771,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
334,pten,protein,,,,p60484,,,prlr,gene,,,uniprot,o75365,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
336,pten,protein,,,,p60484,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
339,pten,protein,,,,p60484,,,ptenp1,protein,,,uaz,uaz29125,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,1,40,1,41
341,pten,protein,,,,p60484,,,py342,site,,,uaz,uaz29487,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,1,40,1,41
342,pten,protein,,,,p60484,,,result,simplechemical,,,pubchem,4594,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
343,pten,protein,,,,p60484,,,sf1670,protein,,,uaz,uaz20087,,,negative,i,,,,,,,nan,nan,nan,pmc5688649,1,1,40,1,41
289,pten,protein,,,,p60484,,,eg5,protein,,,uniprot,p52732,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
345,pten,protein,,,,p60484,,,smc,family,,,interpro,ipr024704,,,negative,i,,,,,,,nan,nan,nan,pmc3606387,1,1,40,1,41
347,pten,protein,,,,p60484,,,sp,protein,,,uniprot,q03403,,,positive,i,,,,,,,nan,nan,nan,pmc5650370,1,1,40,1,41
348,pten,protein,,,,p60484,,,stat5,family,,,be,stat5,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
351,pten,protein,,,,p60484,,,tgfβ,family,,,uaz,uaz00333,,,positive,i,,,,,,,nan,nan,nan,pmc4714667,1,1,40,1,41
353,pten,protein,,,,p60484,,,tumor suppressor p53,protein,,,uniprot,p04637,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
354,pten,protein,,,,p60484,,,vegf,protein,,,uniprot,p15692,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
355,pten,protein,,,,p60484,,,vegfr,family,,,be,vegfr,,,negative,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
356,pten,protein,,,,p60484,,,β-casein,protein,,,uaz,uaz29176,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
390,rac,protein,,,,p31749,,,phosphatase,family,,,pfam,pf15698,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
407,s6k1,protein,,,,p23443,,,mtorc2,protein,,,be,mtorc2,,,positive,i,,,,,,,nan,nan,nan,pmc4945751,1,1,40,1,41
327,pten,protein,,,,p60484,,,pi3k-akt-mtor,protein,,,uaz,uaz00166,,,negative,i,,,,,,,nan,nan,nan,pmc5376652,1,1,40,1,41
344,pten,protein,,,,p60484,,,slc2a3,protein,,,uniprot,p11169,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
321,pten,protein,,,,p60484,,,pca,simplechemical,,,pubchem,7097402,,,positive,i,,,,,,,nan,nan,nan,pmc3775430,1,1,40,1,41
320,pten,protein,,,,p60484,,,pc,protein,,,uniprot,o00592,,,negative,i,,,,,,,nan,nan,nan,pmc3723640,1,1,40,1,41
297,pten,protein,,,,p60484,,,g 1,protein,,,uniprot,p55008,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
298,pten,protein,,,,p60484,,,glut1,gene,,,uniprot,p11166,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
300,pten,protein,,,,p60484,,,injury,bioprocess,,,go,go:0090303,,,negative,i,,,,,,,nan,nan,nan,pmc3606387,1,1,40,1,41
295,pten,protein,,,,p60484,,,extracellular regulated protein kinases,protein,,,uaz,uaz12918,,,negative,i,,,,,,,nan,nan,nan,pmc6313102,1,1,40,1,41
290,pten,protein,,,,p60484,,,embryogenesis,bioprocess,,,go,go:0009790,,,positive,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
130,mammalian target of rapamycin,protein,,,,p42345,,,translation,bioprocess,,,go,go:0006412,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
293,pten,protein,,,,p60484,,,energy metabolism,bioprocess,,,go,go:0006091,,,negative,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
302,pten,protein,,,,p60484,,,integrin,protein,,,uniprot,p08648,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
304,pten,protein,,,,p60484,,,kcl,simplechemical,,,pubchem,4873,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
305,pten,protein,,,,p60484,,,klhl24,protein,,,uniprot,q6tfl4,,,positive,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
306,pten,protein,,,,p60484,,,lactose,simplechemical,,,pubchem,440995,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
309,pten,protein,,,,p60484,,,mek inhibitors,simplechemical,,,uaz,uaz00058,,,negative,i,,,,,,,nan,nan,nan,pmc4329810,1,1,40,1,41
310,pten,protein,,,,p60484,,,metastasis,bioprocess,,,mesh,d009362,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
222,pi3k,protein,,,,pi3k,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
312,pten,protein,,,,p60484,,,mitogen-activated protein kinase,family,,,be,mapk,,,negative,i,,,,,,,nan,nan,nan,pmc6202462,1,1,40,1,41
313,pten,protein,,,,p60484,,,mitosis,bioprocess,,,go,go:0007067,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
314,pten,protein,,,,p60484,,,mtorc1,protein,,,be,mtorc1,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
315,pten,protein,,,,p60484,,,mtorc1/2 inhibitors,simplechemical,,,uaz,uaz29708,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,1,40,1,41
317,pten,protein,,,,p60484,,,nedd4-1,protein,,,uniprot,p46934,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
319,pten,protein,,,,p60484,,,p16 ink4a,protein,,,uniprot,p42771,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
296,pten,protein,,,,p60484,,,fancd2,protein,,,uniprot,q9bxw9,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
429,tgfβ,family,,,,uaz00333,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667",16,0.1,39,1,40.6
5,akt,family,,,,akt,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","pmc3606387,pmc3606387,pmc3606387,pmc3775430,pmc5376652",5,0.1,39,1,39.5
427,tgfβ,family,,,,uaz00333,,,akt,family,,,be,akt,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667",4,0.1,39,1,39.4
11,akt,family,,,,akt,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4933753,pmc5376652,pmc5706501,pmc4515857",4,0.1,39,1,39.4
430,tgfβ,family,,,,uaz00333,,,fak,protein,,,uniprot,q05397,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667",4,0.1,39,1,39.4
363,pten-sh-3p21,protein,,,,uaz29311,,,ppp2ca,protein,,,uniprot,p67775,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
369,pten-δ,protein,,,,uaz29529,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc6025732,pmc6025732,pmc6025732",3,0.1,39,1,39.3
364,pten-sh-3p21,protein,,,,uaz29311,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
196,phosphatase,family,,,,pf15698,,,tgfβ,family,,,uaz,uaz00333,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4714667,pmc4714667,pmc4714667",3,0.1,39,1,39.3
361,pten-sh-3p21,protein,,,,uaz29311,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
56,bmi1,protein,,,,p35226,,,htert,protein,,,uaz,uaz11551,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
72,de,simplechemical,,,,151403,,,tgfβ,family,,,uaz,uaz00333,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4714667,pmc4714667,pmc4714667",3,0.1,39,1,39.3
256,pten,gene,,,,p60484,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5706501,pmc5706501,pmc5706501",3,0.1,39,1,39.3
58,bmi1,protein,,,,p35226,,,p14 arf,gene,,,uniprot,q8n726,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
190,phosphatase,family,,,,pf15698,,,pi3-kinase,protein,,,be,pi3k,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5491373,pmc5491373,pmc4980451",3,0.1,39,1,39.3
53,bmi1,protein,,,,p35226,,,akt,family,,,be,akt,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
110,htert promoter,protein,,,,uaz28885,,,bmi1,protein,,,uniprot,p35226,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
381,ptk6,protein,,,,q13882,,,metastasis,bioprocess,,,mesh,d009362,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5688148,pmc5688148",2,0.1,39,1,39.2
375,pten4a,protein,,,,uaz29244,,,tgfβ,family,,,uaz,uaz00333,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
245,prl,protein,,,,p01236,,,lactose,simplechemical,,,pubchem,440995,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4092105,pmc4092105",2,0.1,39,1,39.2
367,pten-δ,protein,,,,uaz29529,,,adhesion,bioprocess,,,go,go:0007155,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6025732,pmc6025732",2,0.1,39,1,39.2
428,tgfβ,family,,,,uaz00333,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
255,pten,gene,,,,p60484,,,akt,family,,,be,akt,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5706501,pmc5706501",2,0.1,39,1,39.2
372,pten-δ,protein,,,,uaz29529,,,rcc,simplechemical,,,pubchem,10985033,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6025732,pmc6025732",2,0.1,39,1,39.2
431,tgfβ,family,,,,uaz00333,,,fig,protein,,,uniprot,q9hd26,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
435,ubiquitin,protein,,,,p0cg47,,,localization,bioprocess,,,go,go:0051179,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
436,ubiquitin,protein,,,,p0cg47,,,polyubiquitin chains,protein,,,uaz,uaz12079,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
0,acid,simplechemical,,,,444212,,,localization,bioprocess,,,go,go:0051179,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
30,akt,family,,,,akt,,,translation,bioprocess,,,go,go:0006412,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4092105,pmc4092105",2,0.1,39,1,39.2
134,mbh,protein,,,,uaz06920,,,pten-l,protein,,,uaz,uaz29191,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4700475,pmc4700475",2,0.1,39,1,39.2
183,phosphatase,family,,,,pf15698,,,akt,family,,,be,akt,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4743836,pmc4980451",2,0.1,39,1,39.2
187,phosphatase,family,,,,pf15698,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
180,p27,protein,,,,p40305,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4580399,pmc4580399",2,0.1,39,1,39.2
179,p21,protein,,,,p38936,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6046409,pmc6046409",2,0.1,39,1,39.2
9,akt,family,,,,akt,,,cell growth,bioprocess,,,go,go:0016049,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4396696,pmc5376652",2,0.1,39,1,39.2
48,bcr,protein,,,,p11274,,,localization,bioprocess,,,go,go:0051179,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4329810,pmc4329810",2,0.1,39,1,39.2
6,akt,family,,,,akt,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5070632,pmc6313102",2,0.1,39,1,39.2
55,bmi1,protein,,,,p35226,,,htert,protein,,,uaz,uaz11551,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2777864,pmc2777864",2,0.1,39,1,39.2
59,bmi1,protein,,,,p35226,,,p16 ink4a,protein,,,uniprot,p42771,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2777864,pmc2777864",2,0.1,39,1,39.2
116,insulin,protein,,,,p01308,,,glucose,simplechemical,,,hmdb,hmdb06564,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4329810,pmc6046409",2,0.1,39,1,39.2
203,phosphatidylinositol,simplechemical,,,,53477912,,,biphosphate,simplechemical,,,pubchem,3681305,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5650370,pmc5650370",2,0.1,39,1,39.2
378,ptenwild,protein,,,,uaz29671,,,tgfβ,family,,,uaz,uaz00333,,,negative,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
32,anti-bmi1 antibody,protein,,,,uaz28884,,,bmi1,protein,,,uniprot,p35226,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
393,rad51,protein,,,,q06609,,,double-strand break repair,bioprocess,,,go,go:0006302,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,0.1,39,1,39.1
374,pten4a,protein,,,,uaz29244,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
34,aph,protein,,,,p13798,,,brdu,simplechemical,,,pubchem,6035,,,negative,i,,,,,,,nan,nan,nan,pmc4499867,1,0.1,39,1,39.1
36,apoptosis,bioprocess,,,,go:0006915,,,injury,bioprocess,,,go,go:0090303,,,positive,i,,,,,,,nan,nan,nan,pmc3606387,1,0.1,39,1,39.1
39,arsenic trioxide,simplechemical,,,,545,,,pml,protein,,,uniprot,p29590,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,0.1,39,1,39.1
376,pten4a,protein,,,,uaz29244,,,twist,protein,,,uniprot,q15672,,,positive,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
377,ptenp1 transcripts,protein,,,,uaz29124,,,ptenp1,protein,,,uaz,uaz29125,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
379,ptk6,protein,,,,q13882,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
384,ptk6,protein,,,,q13882,,,rna-binding,family,,,pfam,pf01877,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
388,ptk6,protein,,,,q13882,,,β-catenin,protein,,,uaz,uaz03114,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
387,ptk6,protein,,,,q13882,,,transcription,bioprocess,,,go,go:0006351,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
380,ptk6,protein,,,,q13882,,,fyn,protein,,,uniprot,p06241,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
38,arf,protein,,,,q8n726,,,p16 ink4a,protein,,,uniprot,p42771,,,negative,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
386,ptk6,protein,,,,q13882,,,src,family,,,be,src,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
373,pten4a,protein,,,,uaz29244,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
37,apoptosis,bioprocess,,,,go:0006915,,,lactacystin,protein,,,uaz,uaz08299,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,0.1,39,1,39.1
385,ptk6,protein,,,,q13882,,,sam68,protein,,,uniprot,q07666,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
382,ptk6,protein,,,,q13882,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
209,"pi(3,4,5)p3",simplechemical,,,,ua-bp-sc-00371,,,pi3-kinase,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,0.1,39,1,39.1
41,atra,simplechemical,,,,44795,,,pml,protein,,,uniprot,p29590,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,0.1,39,1,39.1
31,akt,family,,,,akt,,,voltage dependent anion channel,family,,,pfam,pf03595,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,0.1,39,1,39.1
74,dgcr8,protein,,,,q8wyq5,,,metabolism,bioprocess,,,go,go:0008152,,,positive,i,,,,,,,nan,nan,nan,pmc4933753,1,0.1,39,1,39.1
73,de,simplechemical,,,,151403,,,twist,protein,,,uniprot,q15672,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
71,de,simplechemical,,,,151403,,,fibronectin,protein,,,uniprot,p02751,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
70,de,simplechemical,,,,151403,,,e-cadherin,protein,,,uniprot,p12830,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
69,cyclin,gene,,,,p12004,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
68,ckii,protein,,,,p28020,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,0.1,39,1,39.1
65,caspases,family,,,,caspase,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,0.1,39,1,39.1
64,brefeldin a,simplechemical,,,,5287620,,,lclpten-l,protein,,,uaz,uaz29755,,,negative,i,,,,,,,nan,nan,nan,pmc5725211,1,0.1,39,1,39.1
60,bmi1,protein,,,,p35226,,,pi3k-akt,family,,,be,akt,,,positive,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
57,bmi1,protein,,,,p35226,,,htert promoter,protein,,,uaz,uaz28885,,,positive,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
54,bmi1,protein,,,,p35226,,,fig,protein,,,uniprot,q9hd26,,,positive,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
51,bcr-abl,protein,,,,uaz00142,,,phosphatase,family,,,pfam,pf15698,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,0.1,39,1,39.1
50,bcr-abl,protein,,,,uaz00142,,,hausp,protein,,,uniprot,q93009,,,positive,i,,,,,,,nan,nan,nan,pmc4691678,1,0.1,39,1,39.1
362,pten-sh-3p21,protein,,,,uaz29311,,,luciferase,protein,,,uniprot,p08659,,,negative,i,,,,,,,nan,nan,nan,pmc4933753,1,0.1,39,1,39.1
47,bcl-2,protein,,,,p10415,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,,,,,,,nan,nan,nan,pmc4329810,1,0.1,39,1,39.1
46,bad,protein,,,,q92934,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,0.1,39,1,39.1
366,pten-sh-mut,protein,,,,uaz29341,,,ap-1,protein,,,be,ap1,,,positive,i,,,,,,,nan,nan,nan,pmc4933753,1,0.1,39,1,39.1
45,atxn3,protein,,,,p54252,,,transcription,bioprocess,,,go,go:0006351,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
368,pten-δ,protein,,,,uaz29529,,,akt,family,,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
42,atxn3,protein,,,,p54252,,,machado-joseph disease,protein,,,uaz,uaz29129,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
370,pten-δ,protein,,,,uaz29529,,,cell migration,bioprocess,,,go,go:0016477,,,negative,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
371,pten-δ,protein,,,,uaz29529,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
400,rictor,protein,,,,q6r327,,,mtorc2,protein,,,be,mtorc2,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,0.1,39,1,39.1
396,rest,protein,,,,q13127,,,scg3,protein,,,uniprot,q8wxd2,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
3,akt,family,,,,akt,,,4ebp1,protein,,,uniprot,q13541,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
13,akt,family,,,,akt,,,fatty acid synthase,protein,,,uniprot,p49327,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
425,tensin,protein,,,,q04205,,,phosphoinositide-3-kinase,protein,,,uaz,uaz00053,,,negative,i,,,,,,,nan,nan,nan,pmc3799284,1,0.1,39,1,39.1
426,tensin,protein,,,,q04205,,,tumor microenvironment,bioprocess,,,mesh,d059016,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
12,akt,family,,,,akt,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,0.1,39,1,39.1
10,akt,family,,,,akt,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,0.1,39,1,39.1
8,akt,family,,,,akt,,,cell cycle,bioprocess,,,go,go:0007049,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
7,akt,family,,,,akt,,,bmi1,protein,,,uniprot,p35226,,,positive,i,,,,,,,nan,nan,nan,pmc2777864,1,0.1,39,1,39.1
432,tgfβ,family,,,,uaz00333,,,gfp,family,,,pfam,pf01353,,,negative,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
434,thioredoxin,protein,,,,p10599,,,step,protein,,,uniprot,p54829,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,0.1,39,1,39.1
4,akt,family,,,,akt,,,angiogenesis,bioprocess,,,go,go:0001525,,,positive,i,,,,,,,nan,nan,nan,pmc3775430,1,0.1,39,1,39.1
2,akt,family,,,,akt,,,"1,3-bis(2-chloroethyl)-1-nitrosourea",simplechemical,,,pubchem,2578,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,0.1,39,1,39.1
29,akt,family,,,,akt,,,srebp,protein,,,uaz,uaz27815,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
438,van,protein,,,,q15025,,,f-actin,protein,,,uniprot,q2y2m3,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,0.1,39,1,39.1
439,vegf,protein,,,,p15692,,,em,simplechemical,,,pubchem,6426949,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,0.1,39,1,39.1
440,vegf,protein,,,,p15692,,,metastasis,bioprocess,,,mesh,d009362,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,0.1,39,1,39.1
441,wildpten,protein,,,,uaz29692,,,e-cadherin,protein,,,uniprot,p12830,,,positive,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
