Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
tcr,other,,,fplx,tcr,plasma membrane,go:0005886,il-2,cytokine,,il2,uniprot,q02302,cytoplasm,go:0005634,positive,d,phosphorylation,,,b-cell,,vein,['4'],nan,nan,"indeed, although tcr and il-2 signaling are often evaluated independently, both activate several similar downstream readouts. moreover, several lines of data indicate that tcr signaling can influence il-2 signaling. although tcr signaling up-regulates cd25, which is required for il-2 responses in mouse t cells, high tcr engagement paradoxically decreases stat5 phosphorylation so that more efficient stat5 phosphorylation occurs with low tcr engagement (lee et al., 1999; yamane and paul, 2013). nonetheless, although stat5 is often used as a surrogate for il2 responses, stat5 activation is only one of multiple pathways activated by il-2 (liao et al., 2013). our results suggest that tcr signaling can differentially affect the activation of pathways downstream of il-2 and demonstrate that at least one way this is accomplished is through modulating expression of pten, thereby uncoupling stat5 and pi3k activation. whether altered pten regulation contributes to the influence of itk and tcr signaling on responses to other cytokines and pathways of differentiation remains to be evaluated. in cd8+ t cells, activation of akt and mtor pathways has been closely linked to regulation of cell trafficking, in part through effects on expression of homing receptors (finlay and cantrell, 2011; finlay et al., 2012). although we have not directly explored these pathways, decreased cd4+ t cell numbers have been observed in the lungs of itk-deficient mice in models of allergic asthma (ferrara et al., 2006). it is intriguing to speculate that migration of effector cells may also be influenced in itk-deficient mice by virtue of alterations in phospholipid metabolism. furthermore, these effects are not limited to those influenced by akt and mtor, as pi(3,4,5)p3 is involved in the activation of multiple ph domain–containing proteins, including itk itself and other t cell signaling molecules.",pmc3949578,1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,plasma membrane,go:0005886,lat,protein,adapter,lat,uniprot,q92530,plasma membrane,go:0005886,positive,d,phosphorylation,"y132, y136",,b-cell,,vein,['39'],nan,nan,"engagement of the t cell antigen receptor (tcr) initiates a number of downstream signaling pathways resulting in t cell activation and proliferation. these activation events enable helper (cd4+) t cells to produce cytokines and activate other immune cells resulting in a functional adaptive immune response. one immediate result of tcr activation is the tyrosine phosphorylation of many signaling proteins in cd4+ t cells. a protein that is heavily phosphorylated on tyrosine following tcr stimulation is the adapter protein lat (linker for activation of t cells). upon tcr stimulation, lat is phosphorylated on multiple tyrosines, one of which (y132 in human lat, y136 in mouse lat) then acts as a docking site for the phospholipase plc-γ1. other lat tyrosines act as docking sites for numerous other signaling molecules (see[1]). previously we and others generated knock-in mice that express lat with y136 mutated to f136, hereafter referred to as lat-ki mice [2, 3]. these mice have an early block in t cell maturation but later develop a lymphoproliferative disease characterized by marked splenomegaly and lymphadenopathy. the disease is dependent on lat mutant t cells [4] and the mice show a hyper-proliferation of cd4+ helper t cells that secrete large amounts of the signature th2 cytokine, il-4 [2, 3].",pmc4487994,1,0.1,39,1,39.1
zap70,protein,,zap70,uniprot,p16485,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,negative,d,phosphorylation,,,b-cell,,vein,['33'],nan,nan,"finally, tcr-dependent zap70 phosphorylation was not different between cd5-δck2bd and cd5-wt newborn mice (fig 7g). this result indicates that tcr proximal signals in newborn mice and adult mice (fig 6b) do not contribute to the enhanced mapk activation observed in cd5-δck2bd thymocytes.",pmc5193405,1,0.1,39,1,39.1
zstk-474,drug,small molecule inhibitor,stk474,uniprot,q8wvt7,plasma membrane,go:0005886,lat,protein,,lat,uniprot,p01730,plasma membrane,go:0005886,negative,d,inhibition,,loucy,b-cell,,human,['24'],nan,nan,"annexin v-fitc/pi analysis confirmed a significant increase in apoptotic cells following treatment with zstk-474 for 48 h in all the cell lines, whereas dual p110γ/δ inhibition had limited effects, inducing a significant cell death only in the loucy cell line (fig. 5b).",pmc4496363,1,0.1,39,1,39.1
pd-l1,protein,,pdcd1l1,uniprot,q15233,plasma membrane,go:0005886,treg cells,cell,,,,,,,positive,d,production,,,treg cells,,human,['51'],nan,nan,"upon pd-l1 blockade, the fold change of treg cell proliferation was the highest in viremic individuals and correlated with viral loads. however the fold change of treg cell proliferation was not significantly correlated with pd-1 expression itself although pd-1 expression was correlated to viral loads. thus there might be additional factors that have participated in the observed gain in proliferation. one good candidate for this is il-2 that is produced upon t cell stimulation but may have been limiting with increasing pd-1 expression and negative signalling on cd4 t cells, the main il-2 producers. consistent with this are previous observations that (i) the pd-1/pd-l1 pathway negatively regulates treg cell proliferation by inhibiting the il-2 signalling cascade [34] and (ii) exogenous il-2 can overcome pd-1/pd-l1-mediated inhibition of proliferation [53].",pmc4669187,1,0.1,39,1,39.1
pakt (s473),protein,,akt1,uniprot,q04957,plasma membrane,go:0005886,,,,,,,,,,i,,,,,,,['57'],nan,nan,nan,nan,1,0.1,39,1,39.1
pd-l1,protein,,pdcd1l1,uniprot,q07817,plasma membrane,go:0005886,cd8-,protein,,cd8a,uniprot,p01730,plasma membrane,go:0005886,positive,d,binds,,,t-cell,,human,['53'],nan,nan,"impact of pd-l1 blockade for treg, cd4- and cd8- t cells.",pmc4669187,1,0.1,39,1,39.1
pd-1,protein,,pdcd1,uniprot,q15242,plasma membrane,go:0005886,treg cells,cell,,tcrg1,uniprot,treg cells,immune system,go:0005634,negative,d,binds,,,t-cell,,human,['48'],nan,nan,pd-1 expression on treg cells is associated with disease progression,pmc4669187,1,0.1,39,1,39.1
bcl-xl,protein,,bcl2l1,uniprot,q07817,mitochondria,go:0005739,apaf-1,protein,,apaf1,uniprot,o14727,mitochondria,go:0005739,negative,d,binds,,hek 293t,epithelial-like,kidney,human,['28'],nan,nan,"pten's tumor suppressor function is usually abrogated following mutations in its phosphatase domain, which is encoded by exon 5 [23] (figure 1). these mutations typically include a c124s mutation that abrogates both lipid and protein phosphatase activity and a g129e mutation that abrogates lipid phosphatase but not protein phosphatase activity [24]. although the n-terminal phosphatase domain is principally responsible for pten's physiological activity, approximately 40% of tumorigenic pten mutations occur in the c-terminal c2 domain (corresponding to exons 6, 7, and 8) and in the tail sequence (corresponding to exon 9), which encode for tyrosine kinase phosphorylation sites. this suggests that the c-terminal sequence is critical for maintaining pten function and protein stability [21, 23, 25, 26]. however, many tumor-derived pten mutants retain partial or complete catalytic function, suggesting that alterative mechanisms can lead to pten inactivation.",pmc4712330,1,0.1,39,1,39.1
cd4+ t cells,cell,,cd4,uniprot,p01730,plasma membrane,go:0005886,t cells,cell,,,uniprot,t cells,plasma membrane,go:0005886,negative,d,phosphorylation,,,b-cell,,vein,['5'],nan,nan,"cd4+ t cells were purified by negative selection using a magnetic cell separation system according to the manufacturer’s protocol (miltenyi biotec). naive (cd4+cd44lowcd62lhighcd25− t cells) or foxp3+ treg (cd4+ foxp3gfp-high) cells were purified by cell sorting at a purity >99%. cells were cultured in complete rpmi 1640 media as indicated in gomez-rodriguez et al. (2009). in brief, sorted naive cd4+ t cells (2 × 105) were co-cultured at a ratio of 1:5 with mitomycin-treated t-depleted splenocytes as apcs for the indicated amount of time in 48-well plates containing 1 µg/ml anti-cd3 (2c11) plus 3 µm/ml anti-cd28 (bio x cell) or as indicated in the figure legends under different conditions. th17 cells: 20 ng/ml il-6, 5 ng/ml tgf-β1, and 10 µg/ml of each anti–il-4, anti–ifn-γ, and anti–il-12 antibodies. treg cells: 100 u/ml hil2, 5 ng/ml tgf-β1 with 0.1, 1, or 5 µg anti-cd3, and 10 µg/ml of each anti–il-4, anti–ifn-γ, and anti–il-12 antibodies. treg cells + anti-cd28 condition: 100 u/ml hil2, 5 ng/ml tgf-β1 with 1 µg/ml anti-cd3 plus 3 µg/ml anti-cd28, and 10 µg/ml of each anti–il-4, anti–ifn-γ, and anti–il-12 antibodies. th-null conditions: 1 µg/ml anti-cd3 plus 3 µm/ml anti-cd28 and 10 µg/ml of each anti–il-4, anti–ifn-γ, and anti–il-12 antibodies. cytokines were purchased from peprotech. cytokine antibodies were purchased from bio x cell. for inhibition experiments, sorted naive cd4+ t wt cells and apcs were incubated with the inhibitor ly29400 (sigma-aldrich) for 40 min before stimulation with the indicated differentiation conditions for 48 h. naive cd4 t cells from 5cc7 transgenic mice were cultured as indicated before except that pcc peptide was used instead of anti-cd3. for evaluating responses to il2, sorted naive cd4+ t cells from wt and itk−/− mice were stimulated under th17, treg, or th-null conditions, in the presence of apcs for 2 d in the absence or presence of 10 µg/ml of blocking anti-il2 or anti-il2 plus the indicated amount of hil2 (100 u/ml). alternatively, sorted naive cd4+ t cells from wt and itk−/− mice were activated for 2 d in the presence of apcs plus 1 µg/ml anti-cd3, 3 µg/ml anti-cd28, and 10 µg/ml of each anti-il12, anti-il4, and anti–ifn-γ. under these conditions, foxp3+ cells were not generated. cells were starved for 3 h and then stimulated with hil2 for different time points to evaluate ps6 and pstat5.",pmc3949578,1,0.1,39,1,39.1
cd4+ t cells,cell,,tcr,uniprot,tcr,plasma membrane,go:0005886,akt1/2,protein,,akt1,uniprot,q17273,plasma membrane,go:0005886,positive,d,inhibitor,,naïve cd4 t cells,b-cell,,human,['13'],nan,nan,"cd4+ t cells were purified from splenocytes with anti-cd4-conjugated magnetic beads (invitrogen). inhibitor studies were carried out by culturing the cells in 24-well plates (4 × 106 cells per well) in the presence of akt1/2 inhibitor (akti, 1 μm), the pi3 kinase inhibitor (ly294002, 50 μm) or the tbk1 inhibitor (mrt67307, 2 μm). for elisa and proliferation assays, naïve cd4 t cells were stimulated in replicate wells of 96-well plates (1 × 105 cells per well). culture supernatants were analysed by elisa (ebioscience), and cells were pulse-labelled for 6 h with [3h]thymidine for proliferation assays.",pmc4302769,1,0.1,39,1,39.1
cd4-,protein,,,uniprot,p01730,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,['20'],nan,nan,"cells were cultured with increasing concentrations of the drugs for 48 h followed by metabolic activity assessment by mtt assay (fig. 1a and 1c). in both pten deleted (jurkat and loucy) and pten non deleted (dnd-41 and all-sil) cells, growth rate decreased after treatment with bkm-120 and zstk-474 with ic50 values ranging between 1.05–2.34 μm for bkm-120 and 0.99–3.39 μm for zstk-474. conversely, pik-90 only mildly affected t-all cell line viability, with the exception of loucy cells (ic50 0.096 μm). as expected, selective inhibition of p110α, p110β, p110γ, and p110δ isoforms resulted ineffective, with ic50 values not attained at the tested concentrations. we further investigated the effectiveness of combining p110δ and p110γ inhibitors, by treating t-all cell lines with cal-101 and as-605240 at a fixed ratio (1:1). as shown in fig. 1b and 1d, the inhibitors resulted in a strong (ci < 0.3) to moderate (ci < 0.9) synergism in all-sil, loucy, and jurkat cells at concentrations above 1 μm, whereas in dnd-41 cells the drug combination did not exert a synergistic but rather an antagonistic (at 1 and 2 μm) or additive (at 4 and 8 μm) effect. nevertheless, ic50 values achieved by the combined treatment were much higher compared to those of pan-inhibitors (fig. 1c). interestingly, the dual p110γ/δ inhibitor ipi-145 was effective only in loucy cells. overall, pi3k isoform pan-inhibition was much more efficient in affecting t-all cell viability when compared to specific as well as dual p110γ/δ inhibition. based on these results, we selected zstk-474 as pan-inhibitor and we used the concentration of 5 μm for the following experiments to simplify comparison of the results obtained with the other inhibitors.",pmc4496363,1,0.1,39,1,39.1
cd5,protein,,cd5,uniprot,p00746,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,['32'],nan,nan,"within cd4+sp thymocytes, high tcr avidity selects for ntreg cells and this population is expanded in mice lacking cd5 [9]. in peripheral t cells, cd5-ck2 signaling modulates akt activity [11], a signaling pathway down regulated during the generation of ntreg [17, 18]. we observed no difference in frequency or numbers of ntreg cells (cd4+cd25+foxp3+) between cd5-ck2δbd and cd5 wt mice (fig 3a and 3b). this result suggests that the cd5-ck2 signaling axis is not involved ntreg selection in the thymus and therefore is not responsible for the increased cd4:cd8 ratio observed in cd5-ck2δbd mice; however, other domains within the cytoplasmic tail of cd5 shown to regulate tcr signaling, such as the itim (y429-441) domain or the carboxy-terminal y463, may regulate ntreg generation.",pmc5193405,1,0.1,39,1,39.1
cd5,protein,,cd5,uniprot,p01730,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,['34'],nan,nan,"cd5 expression strongly correlates with the strength of tcr signaling [6]. interestingly, the lack of cd5-ck2 signaling had no effect on expression of cd5 on any thymic subpopulation thus, tcr-induced cd5 upregulation is likely to be regulated by other cd5 cytoplasmic regions, like the cd5-itim domain [7]. the elevated basal perk observed in adult mice led us to predict that ntreg numbers would be expanded in cd5-δck2bd thymus, as we previously showed in cd5-/- mice [9]. several tcr proximal downstream effector are required for optimal ntreg generation, including plcγ1 [41], lat [42], arguing in favor of the need of a strong signal threshold for their selection (reviewed in [43]). however, we found no expansion of ntreg cells in the absence of cd5-ck2 signaling indicating that other than erk, proximal tcr signals, unaffected in cd5-δck2bd mice, are involved in ntreg generation. additionally, inhibition of the akt/mtor axis is required during ntreg selection [17], which was unaltered in cd5-δck2bd mice. finally, although ck2 is highly expressed in ntregs compared to effector t cells, our results show that ck2 associated with cd5 is not relevant for ntreg selection [44].",pmc5193405,1,0.1,39,1,39.1
hif1α,protein,,hif1a,uniprot,p05834,cytoplasm,go:0005739,hif1α,protein,,hif1a,uniprot,p05834,cytoplasm,go:0005739,positive,d,expression,,cd4+ t cells,t cell,,mouse,['3'],nan,nan,"among the critical pathways controlled by mtor is the regulation of cellular metabolism. indeed, in recent years there has been an increasing recognition of how metabolism contributes to/helps control t cell fate and the role of mtor in this process. a critical element of this process is the expression of the transcription factor hif1α; cd4+ t cells deficient in hif1α exhibit increased foxp3 and reduced il17a under th17-inducing conditions (dang et al., 2011; shi et al., 2011). hif1α-deficient cd4+ t cells also show increased responsiveness to foxp3-inducing cytokines, similar to our observations in itk-deficient cells (dang et al., 2011). nonetheless, how tcr signaling contributes to this regulatory axis is not well appreciated. our results suggest that itk and tcr signaling play a critical role in regulating the expression of hif1α by functioning as a rheostat that determines the extent of activation of pi3k- and mtor-activated pathways. at least part of this occurs through effects on the expression of pten. we further show that pten expression is tightly regulated by tcr signaling, with strong tcr signals leading to a marked repression of pten message, supporting previous work from bensinger et al. (2004). this repression is defective in itk-deficient cells, even under conditions in which wt and itk−/− cd4+ t cells develop equivalent percentages of foxp3+ itreg cells, suggesting that these observations are not secondary to altered differentiation. furthermore, treatment of itk-deficient cd4+ cells with pten-specific shrna reduced the generation of foxp3+ cells, supporting the idea that altered pten expression contributes to rather than results from the increased generation of foxp3+ cells. indeed, under conditions of strong tcr signals, where we see decreased expression of pten, we see reciprocal regulation and increased ps6 and elevated expression of the mtor target gene, hif1α. our results suggest that by altering the expression of pten, impaired tcr signaling can affect the activation of signaling pathways downstream of multiple receptors, supporting the idea that tcr signaling controls the ability of t cells to integrate diverse inputs. this regulation provides a distinct positive feedback mechanism by which pi3k-mediated pathways can be exquisitely controlled to affect effector cell differentiation.",pmc3949578,1,0.1,39,1,39.1
il2-inducible t cell kinase (itk),protein,,itk,uniprot,q96lb7,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,['1'],nan,nan,"il2-inducible t cell kinase (itk) belongs to the tec family of tyrosine kinases and is an important component of tcr-mediated signaling (berg et al., 2005). in contrast to other more proximal molecules, loss of itk does not prevent tcr signaling. instead, the absence of itk leads to impaired tcr signaling associated with decreased activation of plc-γ and the downstream pathways involved in ca2+ mobilization, ras and extracellular signal-regulated kinase (erk) cascades, and regulation of the actin cytoskeleton. accordingly, mutation of itk has been shown to both impair and alter t cell functional outcomes (berg et al., 2005; gomez-rodriguez et al., 2011). we have previously shown that itk is a positive modulator of il17a production, with reduced percentages of il17a-producing cells in itk-deficient cd4+ t cells generated under th17 conditions (gomez-rodriguez et al., 2009). how itk affects treg cell generation and its effects on the metabolic control of differentiation have not been explored.",pmc3949578,1,0.1,39,1,39.1
itk,protein,tec family kinase,itk,uniprot,q96x77,plasma membrane,go:0005886,tcr,other,t cell receptor,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,cd4+ t cells,t cell,,mouse,['0'],nan,nan,"a proper balance between th17 and t regulatory cells (treg cells) is critical for generating protective immune responses while minimizing autoimmunity. we show that the tec family kinase itk (il2-inducible t cell kinase), a component of t cell receptor (tcr) signaling pathways, influences this balance by regulating cross talk between tcr and cytokine signaling. under both th17 and treg cell differentiation conditions, itk−/− cd4+ t cells develop higher percentages of functional foxp3+ cells, associated with increased sensitivity to il-2. itk−/− cd4+ t cells also preferentially develop into treg cells in vivo. we find that itk-deficient t cells exhibit reduced tcr-induced phosphorylation of mammalian target of rapamycin (mtor) targets, accompanied by downstream metabolic alterations. surprisingly, itk−/− cells also exhibit reduced il-2–induced mtor activation, despite increased stat5 phosphorylation. we demonstrate that in wild-type cd4+ t cells, tcr stimulation leads to a dose-dependent repression of pten. however, at low tcr stimulation or in the absence of itk, pten is not effectively repressed, thereby uncoupling stat5 phosphorylation and phosphoinositide-3-kinase (pi3k) pathways. moreover, itk-deficient cd4+ t cells show impaired tcr-mediated induction of myc and mir-19b, known repressors of pten. our results demonstrate that itk helps orchestrate positive feedback loops integrating multiple t cell signaling pathways, suggesting itk as a potential target for altering the balance between th17 and treg cells.",pmc3949578,1,0.1,39,1,39.1
lat,protein,,lat,uniprot,q15642,plasma membrane,go:0005886,tcr,other,,,fplx,tcr,plasma membrane,go:0005886,positive,d,phosphorylation,,,t-cell,,human,['40'],nan,nan,"we have been interested in determining what known and novel pathways of t cell signaling drive lat-ki t cell proliferation. in classical tcr signaling pathways in normal t cells, tcr activation results in protein tyrosine kinase activation, lat phosphorylation, and plc-γ1 recruitment and activation. plc-γ1 converts pip3 to ip3 and dag. increases in ip3 levels lead to calcium influx. increases in dag levels lead to activation of pkcs and rasgrp, a rasgef that activates ras, which leads to the activation of erk [1]. in lat-ki peripheral t cells, tcr-induced calcium influx was absent, as predicted from the loss of plc-γ1 activity. unexpectedly, erk activation was observed in lat-ki t cells [5].",pmc4487994,1,0.1,39,1,39.1
luciferase,protein,,,uniprot,,cytoplasm,go:0005886,pc3m-luc,cellline,,,uniprot,,cytoplasm,go:0005886,negative,d,binds,,pc3m-luc,adenocarcinoma,,human,['16'],nan,nan,"luciferase expressing cell line pc3m-luc was established by transducing pc3m with retroviruses encoding luciferase and selection with g418. to examine the cytotoxicity of pbls transduced with different retroviruses, pc3m-luc cells were incubated with effector cells for 24 h, and then luciferin (promega) was added at a final concentration of 0.3 mg/ml. 10 min later, luminescence imaging was conducted on ivis system (xenogen/caliper life sciences).",pmc4550078,1,0.1,39,1,39.1
mek1,protein,,mapk8,uniprot,p00768,cytoplasm,go:0005634,mefs,cell,,,,,cytoplasm,go:0005634,positive,d,phosphorylation,,mefs,fibroblast-like,,mouse,['56'],nan,nan,"mefs and stable ko clones re-expressing wt and mutant mek1 (catalanotti et al., 2009) were grown in dulbecco’s modified eagle’s medium plus 10% (v/v) fetal calf serum (fcs) (paa) and starved in 0.5% (v/v) fcs overnight prior to treatment with egf (2 ng/ml, biomedical technologies). inhibitors (10 nm pd0325901, sigma-aldrich; 10 μm u0126 and 50 μm ly294002, cell signaling) were added 1 hr before stimulation. mefs were transfected with 30 nm magi sirna duplexes (sakurai et al., 2006) or nontargeting pool (d-001810-10-05, dharmacon) with lipofectamine rnaimax (invitrogen). cos-7 cells were transfected with turbofect (fermentas).",pmc3625979,1,0.1,39,1,39.1
microrna,other,,,uniprot,mirna,cytoplasm,go:0005634,u6 microrna,other,,malat1,uniprot,q9hza2,cytoplasm,go:0005634,negative,d,binds,,,,,human,['6'],nan,nan,microrna was isolated using the mirvana isolation kit (life technologies) according to the manufacturer’s recommendations. rna was converted into cdna using specific microrna primers with the taqman microrna reverse transcription kit (life technologies). qrt-pcr was performed using the taqman assay with specific microrna primers (life technologies). to determine relative expression levels samples were normalized to u6 microrna using the 2−δδct method and abi 7500 sds 1.3.1 software.,pmc3949578,1,0.1,39,1,39.1
mir-155,microrna,,mir155,uniprot,q06037,cytoplasm,go:0005739,b cells,cell,,bcel,uniprot,q05830,cytoplasm,go:0005739,negative,d,inhibition,,,b-cell,,mouse,['47'],nan,nan,"mir-155 overexpression has been correlated with various types of cancers, including lymphomas [10, 11]. forced overexpression of mir-155 in b cells in mice led to the development of b cell lymphomas [65]. in contrast, nanoparticle delivery of anti-mir-155 nucleic acids led to the regression of the lymphomas in those mice. therefore in those studies and in our study, depletion of mir-155 levels resulted in less disease, i.e. lymphoma or lymphoproliferative disease, as defined by regression or prevention of disease, respectively. however, in the study of babar et al. just mentioned above, the disease being “cured” was initiated solely by mir-155 overexpression whereas lat-ki disease results from lat mutation and downstream mir-155 overexpression, presumably in addition to many other alterations in gene expression. collectively, these studies point to a critical role for mir-155 in some lymphoproliferative diseases and lymphomas.",pmc4487994,1,0.1,39,1,39.1
mir-155,smallrna,mirna,mir155,mirbase,mir155,cytoplasm,go:0005634,bim,protein,,bcl2l11,uniprot,q96xa7,mitochondria,go:0005739,positive,d,binds,,,t-cell,,mouse,['41'],nan,nan,"in this study we show that lat-ki lymphoproliferative disease is highly dependent on mir-155. bim-mediated apoptosis was enhanced in lat-ki t cells upon mir-155 deletion and less lymphoproliferative disease was observed in lat-ki mir-155 null double mutant mice. we used lat-ki mice to define t cell signaling pathways, this time downstream from mir-155. multiple pathways mediated mir-155 regulation of bim-mediated apoptosis in lat-ki t cells. foxo3 activity was influenced directly by mir-155 and indirectly through ship-1 and akt. foxo3 activity was also controlled by pak1 and jnk. pak1 activity was regulated by mtor, downstream of ship-1 and akt, with mtor bridging the ship-1/akt and pak1/jnk pathways. we discuss how mir-155 can affect the balance between the pro-apoptotic pak/jnk/foxo3/bim pathway and the pro-proliferative pak1/raf/mek/erk pathway to control t cell expansion and death resulting in the regulation of lymphoid organ size and function.",pmc4487994,1,0.1,39,1,39.1
mir-155,smallrna,mirna,mir155,mirbase,mir155,cytoplasm,go:0005634,ship-1,protein,,ptpn11,uniprot,p00712,plasma membrane,go:0005886,positive,d,binds,,,t-cell,,mouse,['44'],nan,nan,"to summarize our results, mir-155 acts through its direct targets ship-1 and foxo3. foxo3 nuclear translocation and activation occurs via two pathways, ship-1/akt and pak1/jnk. mtor provides crosstalk between these two pathways. downstream of foxo3 activation, bim/bcl2l11 expression is increased and bim-mediated apoptosis ensues. we propose that mir-155 deletion in lat-ki mice causes a decrease in lymphoproliferative disease based on this increased bim-mediated apoptosis. to test the importance of these pathways, which both funnel through bim, we crossed dm mice with bim-deficient mice. as shown in fig 8a and s5 fig, bim deficiency largely restored lymphoproliferative disease in dm mice, providing evidence for the importance of bim in lymphoproliferative disease in the lat-ki background. a summary of the interacting pathways thought to be impacted by mir155 deletion in cd4+ t cells is presented in fig 8b.",pmc4487994,1,0.1,39,1,39.1
mir-155,smallrna,mirna,mir155,mirbase,mir155,cytoplasm,go:0005739,bim,protein,,bcl2l11,uniprot,o14727,cytoplasm,go:0005739,positive,d,binds,,,t-cell,,mouse,['45'],nan,nan,"our data suggest that mir-155 affects the balance between proliferation and apoptosis in t cells. because we hypothesized that the contribution of mir-155 expression to apoptosis was key to controlling lymphoproliferative disease in lat-ki mice, we extensively studied molecular mechanisms leading to apoptosis in lat-ki and dm t cells. levels of apoptosis in dm compared to lat-ki t cells were higher as measured by increased annexinv staining and levels of active caspase3, active caspase9, and parp. we also found elevated levels of the pro-apoptotic factor bim in dm compared to lat-ki t cells. there is ample evidence for the pro-apoptotic functions of bim [27, 28, 48] and it has been reported that foxo3 directly induces the transcription of bim/bcl2l11 [14, 30–32]. because the transcription factor foxo3 is a direct target of mir-155, mir-155 can directly regulate its expression and thus that of bim [16, 17]. foxo3, bim, and phospho-bim levels were higher in dm than in lat-ki t cells. in addition to direct regulation, we defined several linked pathways downstream of mir-155 in t cells that converge to regulate the nuclear translocation and activation of foxo3 (fig 8). recently it has been suggested that foxo3 could play an indirect role in bim mrna regulation possibly via other transcription factors or mirnas [49]. regardless of the mechanism, we propose that differing levels of foxo3-initiated, bim-mediated apoptosis lead to different amounts of lymphoproliferative disease in lat-ki mice.",pmc4487994,1,0.1,39,1,39.1
pd-1,protein,,pdcd1,uniprot,q05209,plasma membrane,go:0005886,treg cells,cellpopulation,,,,treg cells,,,positive,d,phosphorylation,,,t-cell,,human,['50'],nan,nan,"the direct correlation of pd-1 on treg cells with patient’s viral load is consistent with the idea that persistent antigen exposure is a main trigger of pd-1 expression. however, exposure of pbmcs to hiv under non-stimulating conditions did not induce pd-1 on effector or on resting treg cells significantly thus suggesting that additional activation signals are required. interestingly, this exposure to hiv was sufficient to massively up-regulate pd-l1 on both etreg and rtreg cells in a virus dose-dependent manner. as pd-l1 can participate in treg cell induction [26–28] as well as pd-1-mediated suppression [29,30,32], the role of both treg cell states in virus sensing and subsequent signal conversion merits further investigation.",pmc4669187,1,0.1,39,1,39.1
zstk-474,smallmolecule,inhibitor,,uniprot,,plasma membrane,go:0005886,cell cycle,cellularprocess,,,uniprot,,plasma membrane,go:0005886,positive,d,inhibition,,"all-sil, jurkat, loucy","b-cell, t-cell",,human,['23'],nan,nan,"since pi3k/akt signaling controls different cellular pathways, we examined the inhibitor effects on cell cycle and induction of apoptosis. interestingly, cell cycle was affected in all the cell lines following pan-inhibition (zstk-474 treatment for 48 h) (fig. 5a). flow cytometric analysis documented an accumulation of cells in the g0/g1 phase of the cell cycle and a consequent decrease of cells in the s or g2/m phases, as previously reported [23], which reached a statistical significance in all-sil and dnd-41 cells. moreover, in jurkat, loucy, and all-sil cells, zstk-474 increased the subg1 cell fraction, which comprises death cells. less dramatic effects were observed with the other inhibitors, which affected only all-sil and loucy cells. in particular, the combination of as-605240 and cal-101 altered cell cycle phase distribution in loucy cells, by increasing the g0/g1 fraction. however, the dual γ/δ inhibitor ipi-145 had no effects.",pmc4496363,1,0.1,39,1,39.1
pten,protein,,pten,uniprot,q96630,plasma membrane,go:0005886,pdk1,protein,,pdk1,uniprot,q96631,plasma membrane,go:0005886,negative,d,inhibits,,,b-cell,,mouse,['26'],nan,nan,"a recent study in which ptenfl/fl × cd4-cre mice were crossed to pdk1fl/fl mice has shown that while lymphoma did not develop in this model of t cell-specific pten deletion, pdk1/akt signaling was dispensable for the survival, proliferation and differentiation of t cell progenitors, and in vivo expansion of peripheral t cells (finlay et al., 2009). the mechanism for control of cell metabolism independent of pdk1 is unclear in these mice, although thymocyte proliferation in the absence of pten was shown to require rhoa-dependent pathways, and a dependence on c-myc, which was recently shown to play a pivotal role in t cell metabolism following activation (wang et al., 2011), was not ruled out. mice which express a single hypomorphic pdk1 allele similarly prevented a wide range of tumors when crossed to pten heterozygous mice, indicating that the requirement for pdk1 in the context of tumor formation brought on by loss of pten is not limited to its role in controlling migratory capacity of t cells (bayascas et al., 2005). additionally, deletion of s6k1 in the mx-1-cre model of pten loss resulted in delayed development of leukemia, indicating that an mtorc1-mediated pathway, in this context shown to involve induction of a hif-1α-dependent glycolytic program, contributes to leukemogenesis in pten-deficient cells (tandon et al., 2011).",pmc3375464,1,10,19,1,29
