Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
runx2,protein,,runx2,uniprot,q96737,nucleus,go:0005739,tgfβ,protein,,tgfb1,uniprot,p00338,extracellular space,go:0005886,positive,d,binds,,,epithelial-like,,human,['520'],nan,nan,"the implication of runx2 in signaling pathways involved in tumorigenesis, such as the transforming growth factor beta (tgfβ) signaling pathway [40,41], the wnt pathway [40] and the p53 pathway [42] has been reviewed thoroughly. mechanistic studies mainly performed in osteoblasts and chondrocytes and in different cancer cellular systems shed light into a functional interaction and cooperation between runx2 and the pi3k/akt pathway. in the context of cancer cells, this interaction might feed a positive feedback loop for the benefit of tumor progression.",pmc4513933,1,100,40,1,140
s6k1,protein,kinase,s6k1,uniprot,q02537,cytoplasm,go:0005634,irs-1,protein,,irs1,uniprot,q02434,plasma membrane,go:0005886,positive,d,phosphorylation,ser302,mefs,b-cell,,mouse,['103'],nan,nan,"−/− mefs cells, irs-1 ser302 phosphorylation is regulated primarily by s6k1, and not s6k2, although the less effective knock-down of s6k2 expression leaves open the formal possibility of some contribution from this kinase also.",pmc2172316,1,100,40,1,140
sapk,protein,,,uniprot,,,,c-jun,protein,,jun,uniprot,q01509,cytoplasm,go:0005634,positive,d,phosphorylation,,,,,,['23'],nan,nan,"(sapk), including c-jun n-terminal kinase (jnk) [12], [13]. jnk activation mediates",pmc3084876,1,100,40,1,140
sfn,drug,,,uniprot,,,,pten,protein,,pten,uniprot,q05259,plasma membrane,go:0005886,negative,d,inhibition,,,pancreatic cancer cell,,human,['179'],nan,nan,"we next examined whether sfn induces apoptosis through pi3k/akt pathway (fig. 4b). pancreatic cancer cells were transfected with empty vector, wild type pten, dominant negative akt (dn-akt), and apoptosis was measured. overexpression of wild type pten or dn-akt induced apoptosis in aspc-1 and panc-1 cells. treatment of transfected cells with sfn further enhanced apoptosis. these data suggest that inhibition of pi3k/akt pathway enhances sfn-induced apoptosis in pancreatic cancer cells.",pmc2915986,1,100,40,1,140
sirt2,protein,,sirt2,uniprot,q9hza7,cytoplasm,go:0005739,p53,protein,,tp53,uniprot,p00077,nucleus,go:0005739,negative,d,inhibits,,,,,,['320'],nan,nan,"sirt2 (5′-aag act gtc aga gcc tgg tg-3′, 5′- ata atc atc ccc agg aaa gg-3′)",pmc3181262,1,100,40,1,140
smrt,protein,,smrt,uniprot,q05267,nucleus,go:0005739,chk2,protein,,chek2,uniprot,q05272,nucleus,go:0005739,positive,d,phosphorylation,,hek 293t,epithelial-like,,human,['173'],nan,nan,"as expected, the smrt knock-down sensitizes cells to dna damaging agents such as cddp and doxorubicin, increasing drug-induced caspase activation. an apparently inconsistent finding is that the chk2 knock-down does not have the same effect. although we were not able to demonstrate direct phosphorylation of smrt by chk2, our data suggest that phosphorylation of smrt occurs after treatment with cddp, which is reduced, but not entirely abolished, by chk2 sirna (data not shown). therefore, we are tempted to suggest that smrt might be phosphorylated by different kinases after dna damage, such as chk1, p38, and jnk, which can complement the absence of chk2.",pmc3656868,1,100,40,1,140
somatostatin receptor subtype 2 (sst2),protein,,sstr2,uniprot,q92559,plasma membrane,go:0005886,caspase-3,protein,,casp3,uniprot,q92559,cytosol,go:0005634,positive,d,binds,,,,,human,['202'],nan,nan,"a new therapeutic approach uses somatostatin receptor subtype 2 (sst2) to activate caspase-3 and therefore to induce apoptosis in pancreatic cancer [78]. likewise, sst2 treatment of human cancer cell lines with diospyrin, a bisnaphthoquinonoid natural product, resulted in induction of apoptosis mediated via activation of caspase-3 and caspase-8 [79].",pmc149420,1,100,40,1,140
tfeb,protein,,tfeb,uniprot,q9h7m9,nucleus,go:0005739,mtor,protein,,mtor,uniprot,p01730,plasma membrane,go:0005886,negative,d,phosphorylation,,hela,epithelial-like,,human,['451'],nan,nan,"quantifying tfeb subpopulation redistributions over time, we found that with the addition of fresh fm, which mildly increased mtor activity (fig. 1d), tfeb heterogeneity was rapidly lost in hela cells (fig. 4f). in contrast, consistent but smaller population shifts were measured in mcf7 cells (fig. 4g), suggesting a cell line-dependent lower sensitivity to mtor activation, possibly related to altered nuclear import of tfeb [11]. notably, subpopulation analysis revealed that at 15 hours post fm treatment, a small percentage of hela cells switched to the less active “medium” phenotype. this subpopulation shift may reflect the consumption of nutrients and/or growth factors, as indicated by decreased 4e-bp1 phosphorylation (fig. 2c).",pmc4896000,1,100,40,1,140
torin1,smallmolecule,,,uniprot,q9y2j7,cytosol,go:0005739,mtor,protein,,,uniprot,q15544,plasma membrane,go:0005886,negative,d,phosphorylation,,hela,epithelial-like,,human,['452'],nan,nan,"in contrast to fm, in both hela and mcf7 cells, torin1 rapidly depleted the “inactive” subpopulation and increased “active” and “medium” subpopulations (fig. 4f, g). strikingly, while torin1 inhibition of mtor was maintained for 15 hours (fig. 2f), tfeb re-inactivation began 1.5 hours following torin1 treatment and required 15 hours to inactive approximately 50 % of the population, compared to 100 % inactivation by fresh fm at 0.5 hours. these findings evidence an additional mtor-independent, negative regulatory mechanism, engaged similarly in hela and mcf7 cells under conditions of prolonged mtor inhibition. putative mechanisms may involve phosphorylation by gsk3 [12], multiple serine phosphorylations [4, 22], and/or other post-translational modifications such as sumoylation [23].",pmc4896000,1,100,40,1,140
tsc1-tsc2,proteincomplex,,tsc1,uniprot,q92577,cytoplasm,go:0005634,s6k1,protein,,akt1,uniprot,q92577,cytoplasm,go:0005634,negative,d,repression,irs-1 gene expression,,b-cell,,vein,['566'],nan,nan,"it was shown that tsc1-tsc2 is required for insulin signaling to pi3k [235, 236] by restraining the activity of s6k1, which when activated inactivates insulin receptor substrate (irs) function, via repression of irs-1 gene expression and via direct phosphorylation of irs-1 [235]. these results suggested that the low malignant potential of tumors arising from tsc1-2 dysfunction may be explained by the failure of tsc mutant cells to activate pi3k and its downstream effectors [235, 236].",pmc2652403,1,100,40,1,140
rig-i,protein,,rigi,uniprot,q9hza7,cytoplasm,go:0005634,igf,protein,,igf1,uniprot,p02837,cytoplasm,go:0005634,negative,d,inhibition,,β-cells,pancreatic,,mouse,['409'],nan,nan,"before exploring the potential association between rig-i and src-induced proliferation in pancreatic β cells, we obtained insights into the effect of rig-i on β cell growth. previous reports suggested that rig-i mediated β cell lesions42; we showed that elevated rig-i decreased β cell viability and abrogated igf-stimulated proliferation through cycle arrest at the g1 phase. by contrast, knockdown of rig-i could alleviate ra-mediated proliferation inhibition (fig. 4). the results revealed that rig-i is involved in inhibition of β-cells proliferation elicited by igf-src signals.",pmc4923948,1,100,40,1,140
twist1,protein,,twist1,uniprot,p13537,nucleus,go:0005634,mtor,protein,,mtor,uniprot,q92570,cytoplasm,go:0005634,negative,d,silencing,twist1,a549,lung adenocarcinoma,lung,human,['238'],nan,nan,"twist1 is highly expressed in primary and metastatic non-small cell lung cancer (nsclc), and thus acts as a critical target for lung cancer chemotherapy. in the current study, we investigated the underlying mechanism initiated by silencing of twist1 that sensitizes nsclc cells to cisplatin. silencing of twist1 triggered atp depletion, leading to amp-activated protein kinase (ampk)-activated mammalian target of rapamycin (mtor) inhibition in nsclc cells. ampk-induced mtor inhibition, in turn, resulted in downregulation of ribosome protein s6 kinase 1 (s6k1) activity. downregulation of mtor/s6k1 reduced mcl-1 protein expression, consequently promoting sensitization to cisplatin. overexpression of mcl-1 reduced parp cleavage induced by cisplatin and twist1 sirna, suggesting that this sensitization is controlled through mcl-1 expression. interestingly, cells treated with twist1 sirna displayed upregulation of p21waf1/cip1, and suppression of p21waf1/cip1 with specific sirna further enhanced the cell death response to cisplatin/twist1 sirna. in conclusion, silencing of twist1 sensitizes lung cancer cells to cisplatin via stimulating ampk-induced mtor inhibition, leading to a reduction in mcl-1 protein. to our knowledge, this is the first report to provide a rationale for the implication of cross-linking between twist1 and mtor signaling in resistance of nsclc to anticancer drugs.",pmc3388235,1,100,40,1,140
twist1,protein,,twist1,uniprot,q92533,cytoplasm,go:0005634,mtor,protein,,mtor,uniprot,q92533,cytoplasm,go:0005634,negative,d,knockdown,,,,,,['240'],nan,nan,knockdown of twist1 leads to inhibition of mtor activity through amp-activated protein kinase (ampk) activation,pmc3388235,1,100,40,1,140
twist1,protein,,twist1,uniprot,q92579,cytoplasm,go:0005634,ampk,protein,,ampk,uniprot,q92579,cytoplasm,go:0005634,positive,d,phosphorylation,,,epithelial-like,,human,['242'],nan,nan,"surprisingly, knockdown of twist1 led to a marked increase in the adp/atp ratio, indicating a decrease in atp content. ampk is a central cellular energy-sensing system that actively participates in the interaction between metabolism and cancer via regulation of the mtor pathway. ampk activation directly phosphorylates and activates tsc2 by enhancing its gap activity, leading to inhibition of mtor signaling.29 our findings confirmed that knockdown of twist1 led to ampk activation and consequently to mtor inhibition. downregulation of ampk using ampkα1/2 sirna counteracted the inhibition of mtor activity by twist1 sirna. in the present study, we showed that silencing of twist1 is associated with atp depletion, leading to ampk-activated mtor inhibition, highlighting a novel underlying mechanism of linking between the twist1 and mtor pathways. however, further research is necessary to clarify the precise mechanisms linking knockdown of twist1 to atp-depletion-induced ampk activation.",pmc3388235,1,100,40,1,140
wdr62,protein,,wdr62,uniprot,q96574,cytoplasm,go:0005739,jnk,protein,,mapk8,uniprot,p00136,cytoplasm,go:0005739,positive,d,binds,,,b-cell,,human,['513'],nan,nan,wdr62 is a novel jnk-binding protein. wdr62 potentiates jnk kinase activity but inhibits ap-1 transcription. cells transfected with wdr62 display cytoplasmic granular localization. wdr62 is localized to stress granule and activated jnk to processing bodies following arsenite treatment. wdr62 may mediate mrna fate following stress.,pmc2801705,1,100,40,1,140
wip1,protein,,wip1,uniprot,q96777,nucleus,go:0005739,chk2,protein,,chk2,uniprot,o14727,nucleus,go:0005739,positive,d,binding,,hct15,epithelial-like,,human,['269'],nan,nan,"wip1 and chk2 were found to bind in the nucleus and binding was dependent upon the chk2 sq/tq domain, kinase activity, and nuclear localization signal and the wip1 n-terminal domain [128,129]. endogenous wip1 and chk2 could bind in mcf7 cells, which have a higher expression level of wip1 and in a549 cells [128,129]. using gst-wip1 in a gst pull down assay with lysates of hct15 cells stably expressing ha-chk2, wip1 was seen to bind to chk2 only after ir, suggesting that chk2 phosphorylation is important for the interaction [130]. in vitro, wip1 could dephosphorylate chk2 at multiple sites including t68 and this significantly reduced chk2 kinase activity [129,130]. overexpression of wip1 inhibited chk2 kinase activity in vitro, and in vivo, decreased t68 phosphorylation, caused a delay in chk2 activation following ir, and caused a delay in g2/m arrest [129,130]. knockdown of wip1 resulted in sustained chk2 t68 phosphorylation and kinase activity following ir, as well as an increase in apoptosis [129]. in the acute promyelocytic leukemia cell line nb4, arsenic trioxide could induce chk2 t68 phosphorylation through the inhibition of wip1 [131]. finally, in stomach adenocarcinoma tumors, high wip1 expression correlated with low chk2 phosphorylation [132].",pmc2954851,1,100,40,1,140
wortmannin,drug,fungal metabolite,,uniprot,,,,pi 3-kinase,protein,,pik3ca,uniprot,q07817,plasma membrane,go:0005886,negative,d,inhibition,,,b-cell,,,['283'],nan,nan,"wortmannin is a fungal metabolite that is a relatively selective inhibitor of pi 3-kinase with a half-maximal inhibition (ic50) less than 5 nm [11]. in the wortmannin experiments, media were changed every 2 hours for a total of 12 hours in all of the conditions because wortmannin is unstable in solution at physiological ph [19]. the shorter incubation time with insulin in the wortmannin experiments resulted in a decreased inhibitory effect of insulin, i.e., an ~22% inhibition of sp-a mrna levels (fig. 1a) versus an ~40% inhibition observed after the 16-hour incubation used in the experiments with rapamycin and pd98059 (fig. 1b and 1c). wortmannin, added alone, did not significantly alter sp-a mrna levels at any concentration tested (fig. 1a). however wortmannin, at concentrations of 5–200 nm, abolished the insulin-mediated inhibition of sp-a mrna levels at all concentrations tested (5–200 nm, fig. 1a).",pmc150512,1,100,40,1,140
α-tea,compound,,,chea,chea000001,cytoplasm,go:0005636,akt,protein,,akt1,uniprot,p13760,cytoplasm,go:0005636,negative,d,inhibition,,h1299,carcinoma,,human,['138'],nan,nan,"α-tea reduces high basal levels of phosphorylated akt, erk1/2, and mtor",pmc3039802,1,100,40,1,140
α-tea,smallmolecule,,,uniprot,p01730,cytoplasm,go:0005886,caspase-9,protein,,casp9,uniprot,q07817,mitochondria,go:0005739,negative,d,phosphorylation,,,epithelial-like,kidney,human,['142'],nan,nan,"these studies demonstrate, for the first time, that α-tea suppresses akt- and erk-mediated antiapoptotic events, namely, inhibitory phosphorylation of two proapoptotic factors bad and caspase-9. additionally, α-tea suppression of akt leads to decreases in mtor activity, as measured by reduction in downstream mediators p4e-bp1 and p70s6k. functional knockdown assessments indicate that α-tea-mediated activation of jnk has a critical role in these events via downregulation of irs-1. the following sequence of events are proposed for α-tea-mediated apoptosis: α-tea inhibits pi3k via jnk-mediated phosphorylation of irs-1 at ser-307, resulting in inactivation of akt/mtor and ras/erk, which act cooperatively in α-tea-induced mitochondrial-dependent proapoptotic events via activation of bad and caspase-9. especially noteworthy is that these studies showed that the harmful outcome of drug inhibition of either erk or mtor, namely, activation of akt, could be prevented by combination treatment with α-tea. in summary, data show that α-tea suppression of irs-1 not only has an important role in α-tea-induced apoptosis but can also suppress activation of akt induced by erk and mtor inhibitors, suggesting that α-tea might improve clinical outcomes of treatment with erk or mtor inhibitors.",pmc3039802,1,100,40,1,140
α-tocopherol ether-linked acetic acid,other,,,uniprot,,,,mek,protein,,mek1,uniprot,p00169,cytoskeleton,go:0005739,negative,d,inhibits,,,,,,['136'],nan,nan,"α-tocopherol ether-linked acetic acid (fw=488.8) was prepared in-house as described previously (lawson et al, 2004). map kinase kinase (mek) inhibitor (u01260) and pi3k inhibitor (wortmannin) were purchased from cell signaling technology (beverly, ma, usa). mammalian target of rapamycin (mtor) inhibitor (rapamycin) and jnk inhibitor (sp600125) were purchased from calbiochem (la jolla, ca, usa).",pmc3039802,1,100,40,1,140
rpl11,protein,,rpl11,uniprot,q92538,nucleoplasm,go:0005739,p53,protein,,tp53,uniprot,p00062,cytoplasm,go:0005739,negative,d,binds,,u2os,osteosarcoma,none,human,['357'],nan,nan,"next, we sought to determine what effect pras40 might have on nuclear rpl11 function. in addition to its role in protein synthesis as a component of the ribosome, rpl11 is a key signaling molecule in communicating aberrant ribosomal biogenesis to the cellular stress response machinery. when ribosome assembly is disrupted (a condition referred to as nucleolar stress),2 rpl11 translocates from nucleoli to the nucleoplasm where it binds and inhibits the e3 ubiquitin ligase hdm2. this triggers protein stabilization of the tumor suppressor p53, leading to cell cycle arrest, senescence, or apoptosis mediated by p53’s transcriptional targets.3–6, 8, 46, 47 because pras40 displays pro-survival30, 34, 35 and pro-tumorigenic29, 31 activity through an unknown mechanism, we hypothesized that pras40 negatively regulates p53 through association with rpl11 and inhibition of the rpl11-hdm2-p53 pathway. to explore this possibility, we depleted u2os human osteosarcoma cells of pras40 using shrnas targeted to various regions of the pras40 transcript. u2os cells express wildtype p53 and possess a functional rpl11-hdm2-p53 pathway, but do not express p14arf 3–5. interestingly, pras40 kd induces an increase in p53 protein levels compared to control cells harboring non-silencing (ns) shrna (fig. 5a). this p53 upregulation is accompanied by an increase in protein levels of the p53 transcriptional targets p21 and bax. these effects are proportional to the efficiency of pras40 kd by two different shrnas, suggesting that the observed effects are directly related to pras40 kd (fig. 5a). because p53 is a critical mediator of cell fate, it is subject to multiple layers of regulation, including transcriptional, translational, and post-translational mechanisms. the rpl11-hdm2 pathway acts specifically at the post-translational level by inhibiting the ubiquitin-ligase activity of hdm2, thereby increasing p53 protein stability. considering this, we sought to test whether pras40 also controls p53 through regulation of protein stability. we treated cells harboring either ns or pras40-targeted shrnas with the translation inhibitor cycloheximide for various times. pras40 kd increases p53 protein half-life approximately 6-fold compared to the ns control (fig. 5b). this effect, and p53 degradation in general, is abolished by co-treatment with the proteasome inhibitor mg132, indicating that pras40 negatively regulates p53 protein levels in a proteasome-dependent manner (fig. 5b).",pmc4216640,1,100,40,1,140
rig-i,protein,,rig-i,uniprot,q92938,endoplasmic reticulum,go:0005739,proliferation,process,,,uniprot,,,,negative,d,inhibits,,pancreatic β cell line,,,human,['408'],nan,nan,elevated rig-i inhibits proliferation in a pancreatic β cell line,pmc4923948,1,100,40,1,140
phb,protein,,phb,uniprot,q96533,cytoplasm,go:0005634,cyclin d1,protein,,cdkn1a,uniprot,q04679,nucleus,go:0005634,positive,d,binds,,mcf7,adenocarcinoma,breast,human,['291'],nan,nan,"phb is an evolutionarily conserved and ubiquitous protein that may be involved in tumorigenesis and development of bc.27, 28 based on the obvious upregulation of phb in bc tissues, we hypothesized that the high expression of phb in bc cells is necessary for cancer cell proliferation.",pmc4669803,1,100,40,1,140
pparγ,protein,,pparg,uniprot,q05283,cytoplasm,go:0005739,mtor,protein,,rps6ka1,uniprot,q92075,cytoplasm,go:0005739,positive,d,phosphorylation,,,b-cell,,human,['347'],nan,nan,"we have reported that pparγ agonists inhibit nsclc proliferation by inhibiting the mammalian target of rapamycin (mtor) signaling pathway through pparγ-dependent and -independent mechanisms [11]. the mtor subfamily belongs to the phosphatidylinositol 3-kinase (pi3-k)-related kinase family and is partly inhibited by rapamycin, a feature that has facilitated efforts to study its function in eukaryotic cells [12]. mtor signaling induced by hormones, growth factors, and amino acids regulates the phosphorylation of several proteins including p70 ribosomal protein s6 kinase (p70s6k) and eif-4e binding protein (4e-bp1), which are key regulators of translation, and are among the most well-characterized targets of mtor [12].",pmc1892639,1,100,40,1,140
phlpp,protein,,phlpp,uniprot,q15523,plasma membrane,go:0005886,ras,protein,,ras,uniprot,q04635,plasma membrane,go:0005886,negative,d,inhibits,,,,,,['62'],nan,nan,p27 maintained phlpp expression and promoted its inhibitory activity toward ras/erk/p90rsk cascade,pmc4260754,1,100,40,1,140
pi 3-kinase,protein,,pi3k,uniprot,q92670,plasma membrane,go:0005886,mtor,protein,,mtor,uniprot,q92671,cytoplasm,go:0005624,positive,d,phosphorylation,,,,,,['68'],nan,nan,"downstream targets of pi 3-kinase/akt signaling include the protein kinases mtor, which is a key regulator of translation and autophagy,3, 4 and glycogen synthase kinase (gsk) 3, which is a proapoptotic protein kinase inhibited by akt phosphorylation.5, 6 akt and gsk3 act to phosphorylate several direct regulators of cell survival and proliferation, including mcl1, bad and cyclin d.7, 8, 9, 10 gsk3 also regulates translation via phosphorylation of eif2b,11, 12 and both akt and gsk3 regulate gene expression by phosphorylating a variety of transcription factors.13, 14, 15",pmc3481126,1,100,40,1,140
pi3k,enzyme,p85/p110 heterodimers,pi3k,uniprot,q92677,plasma membrane,go:0005886,akt/pkb,protein,,akt1,uniprot,p04210,plasma membrane,go:0005886,positive,d,phosphorylation,,,b-cell,,vein,['437'],nan,nan,"the phosphoinositide-3-kinases (pi3ks) constitute an enzyme family of p85/p110 heterodimers responsible for regulating numerous biological processes in diverse cell types [1] such as cellular proliferation, differentiation and survival. of particular interest is the role of this pathway in lymphocyte activation, where antigen and cytokine receptor ligation result in activation of pi3k-driven signals [2]. a key target of pi3k activity is akt/pkb, which mediates many of the effects of pi3k activation [3].",pmc1403772,1,100,40,1,140
pi3k/akt pathway,signalingpathway,,,uniprot,,,,apoptosis,biologicalprocess,,,uniprot,,,,negative,i,inhibition,,,,,human,['316'],nan,nan,"pi3k/akt pathway has been shown to inhibit apoptosis. we next examined whether resveratrol induces apoptosis through pi3k/akt pathway (fig. 3c). pancreatic cancer cells were transfected with empty vector, wild type pten, dominant negative akt (dn-akt), and apoptosis was measured. overexpression of wild type pten or dn-akt induced apoptosis in aspc-1 and panc-1 cells. treatment of these transfected cells with resveratrol further enhanced apoptosis. these data suggest that inhibition of pi3k/akt pathway enhances resveratrol-induced apoptosis in pancreatic cancer cells.",pmc3181262,1,100,40,1,140
pp1,protein,enzyme,ec 3.1.3.1,uniprot,q01509,cytoplasm,go:0005739,p53,protein,,tp53,uniprot,q01509,nucleus,go:0005739,negative,d,dephosphorylation,,,,,human,['270'],nan,nan,"the multiple modes of regulation of p53 and its activation via negative feedback loops signifies the importance of keeping p53 tightly regulated after dna damage. protein serine/threonine phosphatases play a role in regulating p53 through direct dephosphorylation via pp1, wip1, and pp2a as well as enhancement of mdm2 negative regulation of p53 through wip1.",pmc2954851,1,100,40,1,140
pp242,drug,inhibitor,ppp2r1a,uniprot,q9h278,cytosol,go:0005734,mtorc1,proteincomplex,,mtor,uniprot,q92574,plasma membrane,go:0005886,negative,d,inhibits,,,,,human,['89'],nan,nan,the combination of pp242 and erlotinib completely blocks mtorc1 and mtorc2 activity,pmc3750018,1,100,40,1,140
pp242,drug,small molecule,ppp2r1a,uniprot,q8iqa8,cytoplasm,go:0005739,akt,protein,,akt1,uniprot,p01730,plasma membrane,go:0005886,positive,d,phosphorylation,,colorectal carcinoma,epithelial,,human,['90'],nan,nan,"the results reported here indicate that pp242 only transiently inhibits mtorc2 kinase activity in colorectal carcinoma cells. early studies show that pp242 treatment inhibits the akt phosphorylation at s473 (akts473), the mtorc2 phosphorylation site on akt, in colorectal carcinoma cells at 12 hour [48] and pancreatic carcinoma cells at 2 hour of the treatment [34]. in a time course experiment, however, we show that the phosphorylation of akts473 resumes gradually up to the untreated cell levels within 24 hours of pp242 treatment and inhibition of pi3k fails to block the akts473 phosphorylation. in contrast, rapamycin does not inhibit the akts473 phosphorylation through the time course, keeping in line with the notion that rapamycin does not inhibit mtorc2 activity [34]. our results demonstrate for the first time that the second generation of mtor kinase inhibitor pp242 can inhibit mtorc2 activity but the inhibition is incomplete and transient in colorectal carcinoma cells.",pmc3750018,1,100,40,1,140
pp5,protein,,ppp5,uniprot,q92077,cytoplasm,go:0005739,atm,protein,,atm,uniprot,q92076,cytoplasm,go:0005739,positive,d,binds,,mef,fibroblast-like,,mouse,['267'],nan,nan,"in contrast to pp2a and wip1 which suppress atm activation, pp5 plays an important role in the activation of the ddr through atm. cells with decreased pp5 protein or activity exhibited a decrease in atm autophosphorylation at s1981, a decrease in atm kinase activity, and a phenotype of radio-resistant dna synthesis after dna damage, which is consistent with the phenotype of cells lacking atm [107]. pp5-deficient mefs displayed a defect in the g2/m checkpoint after ir, a decrease in atm activity, and less phosphorylation of the atm targets chk2 and nbs1 after dna damage [108]. interestingly, pp5 was found to bind to atm, and this binding was increased after treatment with ir or neocarzinostatin (which causes dsb) [107].",pmc2954851,1,100,40,1,140
pp5,protein,,ppp5c,uniprot,q15632,cytoplasm,go:0005634,mtor,protein,,pi3kc2a,uniprot,q92579,plasma membrane,go:0005886,positive,d,regulation,,rh1 or rh30,epithelial-like,,human,['523'],nan,nan,"in the studies, we also assessed the roles of other pp2a family members, such as pp4, pp6 and pp5, in mtor-mediated cell motility, since these ser/thr protein phosphatses have been reported as novel downstream molecules of mtor as well [30]–[36], [53], [54]. we found that downregulation of pp4 or pp6 neither altered the basal or igf-1 stimulated cell motility, nor affected rapamycin inhibition of the cell motility in rh1 and rh30 cells. however, downregulation of pp5 reduced the basal or igf-1 stimulated cell motility by ∼50%, and slightly enhanced rapamycin inhibition of cell motility in rh1 or rh30 cells. the data suggest that pp5 is a positive regulator for cell motility, and pp4 and pp6 may not be involved in the regulation of cell motility. it appeared that pp5 regulates cell motility in an erk1/2-independent manner, because downregulation of pp5 did not obviously affect the basal or igf-1 stimulated phosphorylation of erk1/2. how pp5 regulates cell motility is under investigation.",pmc2868031,1,100,40,1,140
pparγ,protein,,pparg,uniprot,q10366,plasma membrane,go:0005886,tsc2,protein,,tsc2,uniprot,q92474,cytoplasm,go:0005634,negative,d,phosphorylation,serine-1254,nsclc,epithelial-like,lung,mammalian,['345'],nan,nan,"pparγ ligands inhibit the proliferation of non-small cell lung carcinoma (nsclc) cells in vitro. the mechanisms responsible for this effect remain incompletely elucidated, but pparγ ligands appear to inhibit the mammalian target of rapamycin (mtor) pathway. we set out to test the hypothesis that pparγ ligands activate tuberous sclerosis complex-2 (tsc2), a tumor suppressor gene that inhibits mtor signaling. we found that the pparγ ligand rosiglitazone stimulated the phosphorylation of tsc2 at serine-1254, but not threonine-1462. however, an antagonist of pparγ and pparγ sirna did not inhibit these effects. rosiglitazone also increased the phosphorylation of p38 mapk, but inhibitors of p38 mapk and its downstream signal mk2 had no effect on rosiglitazone-induced activation of tsc2. activation of tsc2 resulted in downregulation of phosphorylated p70s6k, a downstream target of mtor. a tsc2 sirna induced p70s6k phosphorylation at baseline and inhibited p70s6k downregulation by rosiglitazone. when compared to a control sirna in a thymidine incorporation assay, the tsc2 sirna reduced the growth inhibitory effect of rosiglitazone by fifty percent. these observations suggest that rosiglitazone inhibits nsclc growth partially through phosphorylation of tsc2 via pparγ-independent pathways.",pmc1892639,1,100,40,1,140
rhoa,protein,,rhoa,uniprot,q92570,cytosol,go:0005739,erk,protein,,mapk3,uniprot,p00706,plasma membrane,go:0005886,positive,d,phosphorylation,"88s, 100t",,b-cell,,vein,['253'],nan,nan,"rhoa phosphorylation by erk on 88s and 100t increased rhoa activity (fig 5), which is opposite to the effects of rhoa s188 phosphorylation, as reported previously (5, 6, 11). rhoa has been reported as a target for several protein kinases. pkapkg are two main kinases that phosphorylate rhoa on serine 188 [6,11–14]. rhoa is also phosphorylated by ampkα1 mst3 kinase [15,16]. rhoa phosphorylation on serine 188 by pka and pkg did not modify its gtpase activity and its interaction with gefs and gaps; however, it deactivates rhoa by increasing its interaction with rhogdi and translocation of rhoa from the membrane to the cytosol [5,6,11,12]. our data indicate that rhoa phosphorylation at different sites regulates rhoa differently.",pmc4729484,1,100,40,1,140
pras40,protein,,pras40,uniprot,q96xg4,cytoplasm,go:0005730,mtorc1,proteincomplex,,mtor,uniprot,p09159,plasma membrane,go:0005886,negative,d,binds,,,b-cell,,human,['363'],nan,nan,"in summary, while pras40 was previously known to serve as a binding partner and inhibitor of mtorc1, our findings identify pras40 as a novel effector of akt and mtorc1 that negatively regulates the rpl11-hdm2-p53 nucleolar stress response pathway to control cellular senescence. these findings suggest a mechanism for suppression of the rpl11-hdm2 pathway during routine ribosome biogenesis in healthy cells and provide a potential explanation for the pro-tumorigenic effects of upregulated pras40 (fig. 6). as such, the pras40-rpl11 complex may serve as a novel target for the discovery of p53-restorative anti-cancer therapeutics.",pmc4216640,1,100,40,1,140
pras40,protein,,pras40,uniprot,q9h277,cytoplasm,go:0005739,rptor,protein,,rptor,uniprot,q96fz7,cytoplasm,go:0005739,positive,d,interacts,,hela,epithelial-like,,human,['358'],nan,nan,"although other negative regulators of mtorc1 such as tsc1/2 and lkb1 function as tumor suppressors, pras40 has a pro-tumorigenic function and is positively correlated with proliferative disease progression.29, 31 to clarify the tumorigenic function of pras40 we have interrogated its subcellular localization and interactome. here we experimentally demonstrate that pras40 subcellular distribution is controlled at least in part by crm1-dependent nuclear export directed by a nes sequence - 218iaasmralvl227. these results, which were obtained in the human cancer cell lines hela and u2os, are consistent with findings in a14 mouse fibroblasts published during the preparation of this manuscript.44 interestingly, pras40 contains neither a classical nls (cnls)48 nor a nucleolar localization signal.49, 50 although the mw of pras40 may be low enough to allow nuclear entry via passive diffusion, gel filtration analyses indicate that pras40 exits in high mw complexes in cells. therefore, we speculate that pras40 may be actively imported to the nucleus either through interaction with a cnls-containing protein or in a manner dependent upon a non-classical nls.51",pmc4216640,1,100,40,1,140
