Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
pten,protein,,,,p60484,,,phosphate,simplechemical,pubchem_1061,,pubchem,1061,,,negative,i,,,,,,,nan,nan,nan,pmc4301912,1,1,40,1,41
pten,protein,,,,p60484,,,cell migration,bioprocess,go_go:0016477,,go,go:0016477,,,negative,i,,,,,,,nan,nan,nan,pmc6025732,1,1,40,1,41
pten,protein,,,,p60484,,,chk1,protein,uniprot_o14757,,uniprot,o14757,,,positive,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k-akt-mtor,protein,uaz_uaz00166,,uaz,uaz00166,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,1,40,1,41
pten,protein,,,,p60484,,,g 1,protein,uniprot_p55008,,uniprot,p55008,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
phosphatase and tensin homolog,protein,,,,p60484,,,adhesion,bioprocess,go_go:0007155,,go,go:0007155,,,positive,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pten,protein,,,,p60484,,,injury,bioprocess,go_go:0090303,,go,go:0090303,,,positive,i,,,,,,,nan,nan,nan,pmc3606387,1,1,40,1,41
pten,protein,,,,p60484,,,4ebp1,protein,uniprot_q13541,,uniprot,q13541,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pi3k,protein,,,,pi3k,,,pyruvate dehydrogenase kinase,family,be_pdk,,be,pdk,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pi3k,protein,,,,pi3k,,,srebp,protein,uaz_uaz27815,,uaz,uaz27815,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,kcl,simplechemical,pubchem_4873,,pubchem,4873,,,negative,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
pten,protein,,,,p60484,,,3d,family,pfam_pf06725,,pfam,pf06725,,,positive,i,,,,,,,nan,nan,nan,pmc5974425,1,1,40,1,41
pten,protein,,,,p60484,,,integrin,protein,uniprot_p08648,,uniprot,p08648,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,doxycycline,simplechemical,pubchem_54684461,,pubchem,54684461,,,negative,i,,,,,,,nan,nan,nan,pmc5974425,1,1,40,1,41
pten,protein,,,,p60484,,,eg5,protein,uniprot_p52732,,uniprot,p52732,,,negative,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
pten,protein,,,,p60484,,,casein kinase ii,protein,be_ck2,,be,ck2,,,negative,i,,,,,,,nan,nan,nan,pmc4691678,1,1,40,1,41
pip3,simplechemical,,,,hmdb10147,,,f-actin,protein,uniprot_q2y2m3,,uniprot,q2y2m3,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
pten,protein,,,,p60484,,,embryogenesis,bioprocess,go_go:0009790,,go,go:0009790,,,negative,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
pip3,simplechemical,,,,hmdb10147,,,p-rex2a,protein,uaz_uaz29162,,uaz,uaz29162,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
pten,protein,,,,p60484,,,energy metabolism,bioprocess,go_go:0006091,,go,go:0006091,,,positive,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
pip3,simplechemical,,,,hmdb10147,,,vegf,protein,uniprot_p15692,,uniprot,p15692,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,glut1,gene,uniprot_p11166,,uniprot,p11166,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,extracellular regulated protein kinases,protein,uaz_uaz12918,,uaz,uaz12918,,,positive,i,,,,,,,nan,nan,nan,pmc6313102,1,1,40,1,41
pten,protein,,,,p60484,,,klhl24,protein,uniprot_q6tfl4,,uniprot,q6tfl4,,,negative,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
pi3k,protein,,,,pi3k,,,proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc4396696,1,1,40,1,41
pi3k,protein,,,,pi3k,,,pip,protein,uniprot_o95861,,uniprot,o95861,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,lactose,simplechemical,pubchem_440995,,pubchem,440995,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,mitosis,bioprocess,go_go:0007067,,go,go:0007067,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,mitogen-activated protein kinase,family,be_mapk,,be,mapk,,,positive,i,,,,,,,nan,nan,nan,pmc6202462,1,1,40,1,41
pten,protein,,,,p60484,,,dna replication,bioprocess,go_go:0006260,,go,go:0006260,,,positive,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
pten,protein,,,,p60484,,,metastasis,bioprocess,mesh_d009362,,mesh,d009362,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pten,protein,,,,p60484,,,biogenesis,bioprocess,go_go:0044085,,go,go:0044085,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,1,40,1,41
pten,protein,,,,p60484,,,mek inhibitors,simplechemical,uaz_uaz00058,,uaz,uaz00058,,,positive,i,,,,,,,nan,nan,nan,pmc4329810,1,1,40,1,41
pi3k,protein,,,,pi3k,,,"1,3-bis(2-chloroethyl)-1-nitrosourea",simplechemical,pubchem_2578,,pubchem,2578,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pi3k,protein,,,,pi3k,,,akt,family,be_akt,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,1,40,1,41
pten,protein,,,,p60484,,,fancd2,protein,uniprot_q9bxw9,,uniprot,q9bxw9,,,positive,i,,,,,,,nan,nan,nan,pmc4499867,1,1,40,1,41
pten,protein,,,,p60484,,,angiogenesis,bioprocess,go_go:0001525,,go,go:0001525,,,negative,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
pi3k,protein,,,,pi3k,,,apoptosis,bioprocess,go_go:0006915,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc4301912,1,1,40,1,41
pi3k,protein,,,,pi3k,,,apoptosis,bioprocess,go_go:0006915,,go,go:0006915,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,1,40,1,41
pten,protein,,,,p60484,,,akt,family,be_akt,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc3606387,1,1,40,1,41
pi3k,protein,,,,pi3k,,,glut4,protein,uniprot_p14672,,uniprot,p14672,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pi3k,protein,,,,pi3k,,,mtorc1,protein,be_mtorc1,,be,mtorc1,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,1,40,1,41
pi3k,protein,,,,pi3k,,,angiogenesis,bioprocess,go_go:0001525,,go,go:0001525,,,negative,i,,,,,,,nan,nan,nan,pmc3683161,1,1,40,1,41
pten,protein,,,,p60484,,,differentiation,bioprocess,go_go:0030154,,go,go:0030154,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,prkcb,protein,uniprot_p05771,,uniprot,p05771,,,negative,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
pten,protein,,,,p60484,,,smc,family,interpro_ipr024704,,interpro,ipr024704,,,positive,i,,,,,,,nan,nan,nan,pmc3606387,1,1,40,1,41
s6k1,protein,,,,p23443,,,mtorc2,protein,be_mtorc2,,be,mtorc2,,,negative,i,,,,,,,nan,nan,nan,pmc4945751,1,1,40,1,41
pten,protein,,,,p60484,,,prlr,gene,uniprot_o75365,,uniprot,o75365,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
mammalian target of rapamycin,protein,,,,p42345,,,translation,bioprocess,go_go:0006412,,go,go:0006412,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,β-casein,protein,uaz_uaz29176,,uaz,uaz29176,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,vegfr,family,be_vegfr,,be,vegfr,,,positive,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
pten,protein,,,,p60484,,,vegf,protein,uniprot_p15692,,uniprot,p15692,,,positive,i,,,,,,,nan,nan,nan,pmc5070632,1,1,40,1,41
pten,protein,,,,p60484,,,tumor suppressor p53,protein,uniprot_p04637,,uniprot,p04637,,,positive,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,dna repair,bioprocess,go_go:0006281,,go,go:0006281,,,negative,i,,,,,,,nan,nan,nan,pmc6046409,1,1,40,1,41
pten,protein,,,,p60484,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,negative,i,,,,,,,nan,nan,nan,pmc4714667,1,1,40,1,41
pten,protein,,,,p60484,,,stat5,family,be_stat5,,be,stat5,,,positive,i,,,,,,,nan,nan,nan,pmc4092105,1,1,40,1,41
pten,protein,,,,p60484,,,sp,protein,uniprot_q03403,,uniprot,q03403,,,negative,i,,,,,,,nan,nan,nan,pmc5650370,1,1,40,1,41
rac,protein,,,,p31749,,,phosphatase,family,pfam_pf15698,,pfam,pf15698,,,positive,i,,,,,,,nan,nan,nan,pmc3978343,1,1,40,1,41
pten,protein,,,,p60484,,,slc2a3,protein,uniprot_p11169,,uniprot,p11169,,,negative,i,,,,,,,nan,nan,nan,pmc4740767,1,1,40,1,41
pten,protein,,,,p60484,,,sf1670,protein,uaz_uaz20087,,uaz,uaz20087,,,positive,i,,,,,,,nan,nan,nan,pmc5688649,1,1,40,1,41
pten,protein,,,,p60484,,,proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc4854392,1,1,40,1,41
pten,protein,,,,p60484,,,result,simplechemical,pubchem_4594,,pubchem,4594,,,positive,i,,,,,,,nan,nan,nan,pmc4980451,1,1,40,1,41
pten,protein,,,,p60484,,,py342,site,uaz_uaz29487,,uaz,uaz29487,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,1,40,1,41
pten,protein,,,,p60484,,,ptenp1,protein,uaz_uaz29125,,uaz,uaz29125,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,1,40,1,41
tgfβ,family,,,,uaz00333,,,emt,protein,uniprot_o75751,,uniprot,o75751,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667,pmc4714667",16,0.1,39,1,40.6
pten,protein,,,,p60484,,,pten,protein,uniprot_p60484,,uniprot,p60484,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4691678,pmc5491373,pmc5491373",3,10,10,1,40
pip3,simplechemical,,,,hmdb10147,,,pi3k,protein,be_pi3k,,be,pi3k,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc3978343,pmc4329810",2,10,20,1,40
pten,protein,,,,p60484,,,pip3,simplechemical,hmdb_hmdb10147,,hmdb,hmdb10147,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc5491373,pmc5491373",3,10,10,1,40
akt,family,,,,akt,,,apoptosis,bioprocess,go_go:0006915,,go,go:0006915,,,positive,i,,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","pmc3606387,pmc3606387,pmc3606387,pmc3775430,pmc5376652",5,0.1,39,1,39.5
tgfβ,family,,,,uaz00333,,,akt,family,be_akt,,be,akt,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667",4,0.1,39,1,39.4
tgfβ,family,,,,uaz00333,,,fak,protein,uniprot_q05397,,uniprot,q05397,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4714667,pmc4714667,pmc4714667,pmc4714667",4,0.1,39,1,39.4
akt,family,,,,akt,,,cell proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4933753,pmc5376652,pmc5706501,pmc4515857",4,0.1,39,1,39.4
pten,gene,,,,p60484,,,cell proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5706501,pmc5706501,pmc5706501",3,0.1,39,1,39.3
phosphatase,family,,,,pf15698,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4714667,pmc4714667,pmc4714667",3,0.1,39,1,39.3
phosphatase,family,,,,pf15698,,,pi3-kinase,protein,be_pi3k,,be,pi3k,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5491373,pmc5491373,pmc4980451",3,0.1,39,1,39.3
bmi1,protein,,,,p35226,,,p14 arf,gene,uniprot_q8n726,,uniprot,q8n726,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
bmi1,protein,,,,p35226,,,htert,protein,uaz_uaz11551,,uaz,uaz11551,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
bmi1,protein,,,,p35226,,,akt,family,be_akt,,be,akt,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
htert promoter,protein,,,,uaz28885,,,bmi1,protein,uniprot_p35226,,uniprot,p35226,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc2777864,pmc2777864,pmc2777864",3,0.1,39,1,39.3
pten-sh-3p21,protein,,,,uaz29311,,,cell proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
de,simplechemical,,,,151403,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4714667,pmc4714667,pmc4714667",3,0.1,39,1,39.3
pten-δ,protein,,,,uaz29529,,,apoptosis,bioprocess,go_go:0006915,,go,go:0006915,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc6025732,pmc6025732,pmc6025732",3,0.1,39,1,39.3
pten-sh-3p21,protein,,,,uaz29311,,,proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
pten-sh-3p21,protein,,,,uaz29311,,,ppp2ca,protein,uniprot_p67775,,uniprot,p67775,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4933753,pmc4933753,pmc4933753",3,0.1,39,1,39.3
akt,family,,,,akt,,,translation,bioprocess,go_go:0006412,,go,go:0006412,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4092105,pmc4092105",2,0.1,39,1,39.2
akt,family,,,,akt,,,cell growth,bioprocess,go_go:0016049,,go,go:0016049,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4396696,pmc5376652",2,0.1,39,1,39.2
tgfβ,family,,,,uaz00333,,,emt,protein,uniprot_o75751,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
pten,gene,,,,p60484,,,akt,family,be_akt,,be,akt,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5706501,pmc5706501",2,0.1,39,1,39.2
bcr,protein,,,,p11274,,,localization,bioprocess,go_go:0051179,,go,go:0051179,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4329810,pmc4329810",2,0.1,39,1,39.2
tgfβ,family,,,,uaz00333,,,fig,protein,uniprot_q9hd26,,uniprot,q9hd26,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
bmi1,protein,,,,p35226,,,htert,protein,uaz_uaz11551,,uaz,uaz11551,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2777864,pmc2777864",2,0.1,39,1,39.2
prl,protein,,,,p01236,,,lactose,simplechemical,pubchem_440995,,pubchem,440995,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4092105,pmc4092105",2,0.1,39,1,39.2
ubiquitin,protein,,,,p0cg47,,,localization,bioprocess,go_go:0051179,,go,go:0051179,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
bmi1,protein,,,,p35226,,,p16 ink4a,protein,uniprot_p42771,,uniprot,p42771,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2777864,pmc2777864",2,0.1,39,1,39.2
akt,family,,,,akt,,,apoptosis,bioprocess,go_go:0006915,,go,go:0006915,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5070632,pmc6313102",2,0.1,39,1,39.2
ubiquitin,protein,,,,p0cg47,,,polyubiquitin chains,protein,uaz_uaz12079,,uaz,uaz12079,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
phosphatase,family,,,,pf15698,,,emt,protein,uniprot_o75751,,uniprot,o75751,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
pten-δ,protein,,,,uaz29529,,,rcc,simplechemical,pubchem_10985033,,pubchem,10985033,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6025732,pmc6025732",2,0.1,39,1,39.2
ptk6,protein,,,,q13882,,,metastasis,bioprocess,mesh_d009362,,mesh,d009362,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5688148,pmc5688148",2,0.1,39,1,39.2
phosphatase,family,,,,pf15698,,,akt,family,be_akt,,be,akt,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4743836,pmc4980451",2,0.1,39,1,39.2
p27,protein,,,,p40305,,,cell cycle,bioprocess,go_go:0007049,,go,go:0007049,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4580399,pmc4580399",2,0.1,39,1,39.2
p21,protein,,,,p38936,,,cell proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6046409,pmc6046409",2,0.1,39,1,39.2
mbh,protein,,,,uaz06920,,,pten-l,protein,uaz_uaz29191,,uaz,uaz29191,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4700475,pmc4700475",2,0.1,39,1,39.2
phosphatidylinositol,simplechemical,,,,53477912,,,biphosphate,simplechemical,pubchem_3681305,,pubchem,3681305,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5650370,pmc5650370",2,0.1,39,1,39.2
pten-δ,protein,,,,uaz29529,,,adhesion,bioprocess,go_go:0007155,,go,go:0007155,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6025732,pmc6025732",2,0.1,39,1,39.2
insulin,protein,,,,p01308,,,glucose,simplechemical,hmdb_hmdb06564,,hmdb,hmdb06564,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4329810,pmc6046409",2,0.1,39,1,39.2
pten4a,protein,,,,uaz29244,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4714667,pmc4714667",2,0.1,39,1,39.2
acid,simplechemical,,,,444212,,,localization,bioprocess,go_go:0051179,,go,go:0051179,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5491373,pmc5491373",2,0.1,39,1,39.2
s6k1,gene,,,,p23443,,,4ebp1,protein,uniprot_q13541,,uniprot,q13541,,,negative,i,,,,,,,nan,nan,nan,pmc4092105,1,0.1,39,1,39.1
pten-δ,protein,,,,uaz29529,,,mapk,family,be_erk,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
pten-δ,protein,,,,uaz29529,,,akt,family,be_akt,,be,akt,,,positive,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
rictor,protein,,,,q6r327,,,mtorc2,protein,be_mtorc2,,be,mtorc2,,,positive,i,,,,,,,nan,nan,nan,pmc4945751,1,0.1,39,1,39.1
pten-sh-mut,protein,,,,uaz29341,,,ap-1,protein,be_ap1,,be,ap1,,,negative,i,,,,,,,nan,nan,nan,pmc4933753,1,0.1,39,1,39.1
tgfβ,family,,,,uaz00333,,,gfp,family,pfam_pf01353,,pfam,pf01353,,,positive,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
thioredoxin,protein,,,,p10599,,,step,protein,uniprot_p54829,,uniprot,p54829,,,negative,i,,,,,,,nan,nan,nan,pmc4515857,1,0.1,39,1,39.1
rictor,protein,,,,q6r327,,,mtorc1/2 inhibitor,simplechemical,uaz_uaz29710,,uaz,uaz29710,,,positive,i,,,,,,,nan,nan,nan,pmc4945751,1,0.1,39,1,39.1
pten-sh-3p21,protein,,,,uaz29311,,,luciferase,protein,uniprot_p08659,,uniprot,p08659,,,positive,i,,,,,,,nan,nan,nan,pmc4933753,1,0.1,39,1,39.1
van,protein,,,,q15025,,,f-actin,protein,uniprot_q2y2m3,,uniprot,q2y2m3,,,negative,i,,,,,,,nan,nan,nan,pmc3978343,1,0.1,39,1,39.1
vegf,protein,,,,p15692,,,em,simplechemical,pubchem_6426949,,pubchem,6426949,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,0.1,39,1,39.1
vegf,protein,,,,p15692,,,metastasis,bioprocess,mesh_d009362,,mesh,d009362,,,negative,i,,,,,,,nan,nan,nan,pmc5070632,1,0.1,39,1,39.1
wildpten,protein,,,,uaz29692,,,e-cadherin,protein,uniprot_p12830,,uniprot,p12830,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
wildpten,protein,,,,uaz29692,,,twist,protein,uniprot_q15672,,uniprot,q15672,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
rest,protein,,,,q13127,,,scg3,protein,uniprot_q8wxd2,,uniprot,q8wxd2,,,positive,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
rad51,protein,,,,q06609,,,double-strand break repair,bioprocess,go_go:0006302,,go,go:0006302,,,negative,i,,,,,,,nan,nan,nan,pmc4396696,1,0.1,39,1,39.1
α,simplechemical,,,,uaz00180,,,luciferase,protein,uniprot_p08659,,uniprot,p08659,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,0.1,39,1,39.1
α,simplechemical,,,,uaz00180,,,p-akt,family,be_akt,,be,akt,,,positive,i,,,,,,,nan,nan,nan,pmc5376652,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,sam68,protein,uniprot_q07666,,uniprot,q07666,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,β-catenin,protein,uaz_uaz03114,,uaz,uaz03114,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
β,protein,,,,uaz02627,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,negative,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
β-catenin,protein,,,,uaz03114,,,akt,family,be_akt,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc5650370,1,0.1,39,1,39.1
β-catenin,protein,,,,uaz03114,,,survivin,gene,uniprot_q4r1j6,,uniprot,q4r1j6,,,negative,i,,,,,,,nan,nan,nan,pmc5650370,1,0.1,39,1,39.1
pten-δ,protein,,,,uaz29529,,,cell migration,bioprocess,go_go:0016477,,go,go:0016477,,,positive,i,,,,,,,nan,nan,nan,pmc6025732,1,0.1,39,1,39.1
ros,simplechemical,,,,chebi:26523,,,i/r,protein,uniprot_p06213,,uniprot,p06213,,,negative,i,,,,,,,nan,nan,nan,pmc4396696,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
tensin,protein,,,,q04205,,,tumor microenvironment,bioprocess,mesh_d059016,,mesh,d059016,,,positive,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,rna-binding,family,pfam_pf01877,,pfam,pf01877,,,positive,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
smad4,protein,,,,q13485,,,cdk inhibitors,simplechemical,uaz_uaz06969,,uaz,uaz06969,,,negative,i,,,,,,,nan,nan,nan,pmc5784229,1,0.1,39,1,39.1
smad4,protein,,,,q13485,,,cell proliferation,bioprocess,go_go:0008283,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5784229,1,0.1,39,1,39.1
smad4,protein,,,,q13485,,,invasion,bioprocess,mesh_d009361,,mesh,d009361,,,negative,i,,,,,,,nan,nan,nan,pmc5784229,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,fyn,protein,uniprot_p06241,,uniprot,p06241,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
ptk6,protein,,,,q13882,,,emt,protein,uniprot_o75751,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc5688148,1,0.1,39,1,39.1
ptenwild,protein,,,,uaz29671,,,tgfβ,family,uaz_uaz00333,,uaz,uaz00333,,,positive,i,,,,,,,nan,nan,nan,pmc4714667,1,0.1,39,1,39.1
ptenp1 transcripts,protein,,,,uaz29124,,,ptenp1,protein,uaz_uaz29125,,uaz,uaz29125,,,negative,i,,,,,,,nan,nan,nan,pmc4351423,1,0.1,39,1,39.1
pten4a,protein,,,,uaz29244,,,twist,protein,uniprot_q15672,,uniprot,q15672,,,negative,i,,,,,,,nan,nan,nan,pmc4836157,1,0.1,39,1,39.1
