index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
314,fas,protein,,,,p25445,other,go:0009986,apoptosis,biologicalprocess,,,go,go:0006915,other,go:0009986,positive,i,none,,cellosaurus:cvcl_0237,,,,nan,nan,"cell lines resistant to fas mediated apoptosis strongly overexpressed fap-1 and it also was highly expressed in tumor cells in pancreatic carcinoma tissues [ xref_bibr ] . ++++ in contrast , capan-1 , a pancreatic cancer cell line highly sensitive to fas mediated apoptosis , totally lacks fap-1 expression [ xref_bibr ] . ++++ screening of expression pattern of pkc isoforms pointed out that the expression of pkcmu correlates with the resistance to fas mediated apoptosis in different pancreatic cancer cell lines [ xref_bibr ] . ++++ recent work has shown that overexpression of tgf-alpha in liver has a dramatic protective effect on fas mediated apoptosis in tgf-alpha transformed mice . ++++ downregulation of flip in prostate cancer cell line resulted in sensitization to fas mediated apoptosis [ xref_bibr ] . ++++ stable transfection of capan-1 cells with a fap-1 cdna strongly decreases the sensitivity to fas mediated apoptosis [ xref_bibr ] . ++++ cell lines highly resistant to fas mediated apoptosis show high pkcmu expression levels [ xref_bibr ] . ++++ very interestingly , it has been shown that flip l is overexpressed both in pancreatic cancer cell lines resistant to fas mediated apoptosis and pancreatic tumors [ xref_bibr ] .",pmc149420,1,100,40,1,140
239,cyclin,protein,,,,p12004,,,prb,protein,,,uniprot,p06400,,,negative,i,none,,,,,uberon:uberon:0000105,nan,nan,this function is indeed essential since the cdk4/6 inhibitor p16 or neutralization of cyclin d1 do not prevent cell cycle progression in prb defective cells [ xref_bibr - xref_bibr ] .,pmc1647274,1,100,40,1,140
157,cdk4,protein,,,,p11802,,,tsc2,protein,,,uniprot,p49815,,,positive,d,phosphorylation,,,,,,nan,nan,"direct phosphorylations by cdk4 of the nucleolar transcription factor upstream binding factor ( ubf ) [ xref_bibr ] , the replication licensing factor cdt1 [ xref_bibr ] , the bone specific transcription factor runx2 [ xref_bibr ] , and possibly tsc2 [ xref_bibr ] have been reported .",pmc1647274,1,100,40,1,140
95,brca1,protein,,,,p38398,other,go:0005694,chk2,protein,,,uniprot,o96017,other,go:0005694,positive,i,none,,,,,,nan,nan,"brca1 is a direct target of chk2 in the mitotic pathway and , coherently , a fraction of chk2 and brca1 is localized on the centrosomes .",pmc4296918,1,100,40,1,140
838,trail,protein,,,,p50591,,,apoptosis,biologicalprocess,,,go,go:0006915,,,negative,i,none,,,,,,nan,nan,"gsk-3beta inhibitors , lithium and sb-415286 , have been also reported to overcome the inherent resistance of human hepatoma cells towards trail induced apoptosis .",pmc4102778,1,100,40,1,140
837,trail,protein,,,,p50591,mitochondria,go:0005739,apoptosis,biologicalprocess,,,go,go:0006915,mitochondria,go:0005739,positive,i,none,,cellosaurus:cvcl_0221,,,,nan,nan,"in pancreatic carcinoma cells bcl-x l plays the most important role in protecting from fas and trail mediated apoptosis [ xref_bibr ] . ++++ our own results indicate increased levels of ciap1 , ciap2 and xiap in pancreatic cancer cell lines highly resistant to fas- and trail induced apoptosis ( a. trauzold , unpublished data ) . ++++ unlike bcl-2 , bcl-x l is constitutively overexpressed in pancreatic cancer cell lines highly resistant to fas and trail mediated apoptosis [ xref_bibr ] .",pmc149420,1,100,40,1,140
65,atrx,protein,,,,p46100,,,mdm2,protein,,,uniprot,q00987,,,negative,i,decreaseamount,,,,,,nan,nan,because atrx deficiency prevents the loss of mdm2 we hypothesize that atrx directly regulates a program that impinges on mdm2 regulation .,pmc4480747,1,100,40,1,140
835,torin1,chemical,,,,49836027,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,cellosaurus:cvcl_0030,,,,nan,nan,"strikingly , while torin1 inhibition of mtor was maintained for 15hours , tfeb re-inactivation began 1.5 hours following torin1 treatment and required 15hours to inactive approximately 50 % of the population , compared to 100 % inactivation by fresh fm at 0.5 hours .",pmc4896000,1,100,40,1,140
70,bad,protein,,,,q92934,,,erk2,protein,,,uniprot,p28482,,,negative,i,phosphorylation,,,cl:cl:0000066,,uberon:uberon:0006611,nan,nan,apoptosis appeared to occur through an intrinsic mechanism involving the prevention of erk2 mediated inhibition of caspase-9 and p90rsk-1 phosphorylation of the pro apoptotic protein bad .,pmc3025971,1,100,40,1,140
71,bax,protein,,,,q07812,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,,cl:cl:0002224,,,nan,nan,"inhibition of pp1 , but not pp2a , with okadaic acid induced the p53 target bax and , consequently , apoptosis in rabbit lens epithelial cells [ xref_bibr ] .",pmc2954851,1,100,40,1,140
831,tip60,protein,,,,q92993,,,p53,protein,,,uniprot,p04637,,,positive,i,none,,,,,,nan,nan,"30 gsk3 phosphorylation on serine 86 activates tip60 , which then activates p53 via acetylation of lysine 120 .",pmc3481126,1,100,40,1,140
83,berberine,chemical,,,,2353,,,lkb1,protein,,,uniprot,q15831,,,positive,i,none,,,,,,nan,nan,berberine may also target lkb1 and ampk .,pmc4102778,1,100,40,1,140
156,cdk4,protein,,,,p11802,,,rb1,protein,,,uniprot,p06400,,,positive,d,phosphorylation,,,,,,nan,nan,"a peptide bearing the 84-103 ( daaregflatlvvhragar ) sequence of p16 ink4a that interacts with cdk4 and cdk6 was found to inhibit phosphorylation of rb1 by cdk4 and cyclin d1 in vitro , and block cell cycle progression when fused to penetratin or tat , in several cancer cell lines but not in an rb1 negative cell line [ xref_bibr , xref_bibr ] ( xref_fig a , b ) .",pmc4381256,1,100,40,1,140
88,bez235,chemical,,,,11977753,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,,,,uberon:uberon:0000468,nan,nan,"although bez235 inhibits both pi3k and mtor , in combination with rad001 , it exerts synergistic effects in inhibiting the growth of a panel of nsclc cells as demonstrated in a 3-day monolayer culture ( with the srb assay ) and in a long-term 12 days colony formation assay ( xref_fig and xref_fig ) .",pmc3114848,1,100,40,1,140
92,bez235,chemical,,,,11977753,,,raptor,protein,,,uniprot,q8n122,,,negative,i,amount,,,,,,nan,nan,"the combination of rad001 and bez235 did not further reduce the levels of raptor and rictor in the immunoprecipitates ( xref_fig ) , demonstrating that the combination does not display enhanced effects on inhibiting the assembly of mtorcs .",pmc3114848,1,100,40,1,140
94,bim,protein,,,,o43521,nucleus,go:0005634,apoptosis,biologicalprocess,,,go,go:0006915,nucleus,go:0005634,positive,i,none,,,,,,nan,nan,"bim is widely known for its pro apoptotic functions in mitochondria , and it induces apoptosis by interacting with proteins harboring anti-apoptotic function such as bcl-xl and bcl-2 . ++++ bim acts as a pivotal downstream factor of foxo3a and thereby contributes to apoptosis .",pmc3734838,1,100,40,1,140
816,temsirolimus,chemical,,,,148191,,,mammalian target of rapamycin,protein,,,uniprot,p42345,,,positive,i,none,,cellosaurus:cvcl_u325,,,,nan,nan,"two rapalogues that inhibit mammalian target of rapamycin complex 1 ( mtorc1 ) , everolimus and temsirolimus , have also been introduced in clinical practice for treating patients with mrcc [ xref_bibr , xref_bibr ] .",pmc4936323,1,100,40,1,140
60,atr,protein,,,,p20848,,,p53,protein,,,uniprot,p04637,,,positive,d,phosphorylation,,,,,,nan,nan,"atm , atr , and dna-pk phosphorylate p53 on s15 , while chk1 and chk2 phosphorylate p53 on s20 which stabilize p53 by preventing binding to mdm2 [ xref_bibr - xref_bibr ] .",pmc2954851,1,100,40,1,140
97,c-flip,protein,,,,o15519,,,caspase 8,protein,,,uniprot,q14790,,,negative,i,none,,,cl:cl:0000676,,,nan,nan,"moreover , the suppression of c-flip due to inhibition of translation initiation complex by 3-awa enhanced fas trafficking , bid and caspase 8 cleavage .",pmc4700468,1,100,40,1,140
810,tau,protein,,,,p10636,,,p53,protein,,,uniprot,p04637,,,positive,i,none,,,,,,nan,nan,gamma and epsilon isoforms but not tau and sigma enhance specific-dna binding of p53 in vitro .,pmc2817464,1,100,40,1,140
809,sulforaphane,chemical,,,,5350,,,caspase-3,protein,,,uniprot,p42574,,,positive,i,none,,cellosaurus:cvcl_0334,,,,nan,nan,sulforaphane induces caspase-3 activation in human pancreatic cancer cell .,pmc2915986,1,100,40,1,140
105,cape,protein,,,,o95347,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,cellosaurus:cvcl_w397,,,,nan,nan,"the observation that cape inhibited the activation of nf-kappa b , p90rsk , and p53 leaves 3 possible explanations as to the mode of nf-kappa b inhibition by cape . ++++ cape inhibition of p53 activation occurred several hours before nf-kappa b was observed to be activated and before nf-kappa b inhibition by cape .",pmc2206000,1,100,40,1,140
113,cbp,protein,,,,q92793,,,p53,protein,,,uniprot,p04637,,,positive,d,acetylation,,,,,,nan,nan,"p53 ctd is acetylated at k370 , k372 , k381 and k382 by p300 and cbp and these acetylations have been shown to decrease the non specific dna binding of p53 ctd in vitro .",pmc2817464,1,100,40,1,140
115,ccar2,protein,,,,q8n163,,,chk2,protein,,,uniprot,o96017,,,positive,i,none,,cellosaurus:cvcl_0042,,,,nan,nan,"as reported in the graphs , chk2 knockdown , in ccar2 +/+ cells , induced a significant accumulation of cells with > 60 foci and an increase in the average number of foci in the remaining cells , but this effect was not additive with that induced by ccar2 ablation .",pmc4627348,1,100,40,1,140
118,ccar2,protein,,,,q8n163,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,,,,,nan,nan,"recently , we found that also the checkpoint kinase chk2 and the proteasome activator reggamma are required for efficient ccar2 mediated inhibition of sirt1 and induction of p53 dependent apoptosis .",pmc4627348,1,100,40,1,140
121,ccar2,protein,,,,q8n163.p@t454,,,p53,protein,,,uniprot,p04637,,,positive,i,acetylation,,,,,,nan,nan,"upon dna damage , the apical checkpoint kinases atm and atr phosphorylate ccar2 on t454 , enhancing its inhibitory binding to the histone deacetylase sirt1 , promoting p53 acetylation and p53 dependent apoptosis [ xref_bibr , xref_bibr ] . ++++ upon dna damage , the apical checkpoint kinases atm and atr phosphorylate ccar2 on t454 , enhancing its inhibitory binding to the histone deacetylase sirt1 , promoting p53 acetylation and p53 dependent apoptosis [ xref_bibr , xref_bibr ] .",pmc4627348,1,100,40,1,140
122,ccar2,protein,,,,q8n163.t,,,chk2,protein,,,uniprot,o96017,,,positive,i,transcription,,cellosaurus:cvcl_0042,,,,nan,nan,"to verify the specificity of these events , we transfected u2os-ccar2-/- cells with vectors encoding ccar2 wt , ccar2 t454a , flag-chk2 wt and flag-chk2 kd ( kinase dead , a catalytically inactive mutant ) and , after etoposide treatment , we found that expression of ccar2 ( both the wild type and , to a lesser extent , the t454a mutant ) and wild type chk2 restores kap1-s473 phosphorylation , but not the expression of chk2 kd , indicating that the defective kap1 phosphorylation on s473 is caused by ccar2 deficiency which in turn affects chk2 activity .",pmc4627348,1,100,40,1,140
124,cd2,protein,,,,p06729,,,src,proteinfamilyproteincomplex,,,be,src,,,negative,i,none,,,,,,nan,nan,"first , unlike atp analog such as pp2 , cd2 does not inhibit src kinase activity [ xref_bibr ] .",pmc4638348,1,100,40,1,140
125,cd2,protein,,,,p06729,other,go:0009986,src,proteinfamilyproteincomplex,,,be,src,other,go:0009986,negative,i,none,,,,,,nan,nan,"in accordance with cd2 induced inhibition of src and fak signaling , it effectively reduced cell spreading and proliferation ( xref_fig ) . ++++ second , although the expression of cd2 increased the number of na/k-atpase in the cell surface as revealed by ouabain binding and pumping activity assay ( xref_fig ) , it inhibited ouabain induced activation of src , erk and akt ( xref_fig ) .",pmc4638348,1,100,40,1,140
126,cd2,protein,,,,p06729.t,,,src,proteinfamilyproteincomplex,,,be,src,,,positive,i,phosphorylation,,,,,,nan,nan,"while cd2 expression increased phosphorylation of src and other src effectors like erk and fak , it most likely inhibited the recruitment of src to fak , resulting in a decrease in cell attachment induced src activation , and the full activation of fak ( xref_fig ) [ xref_bibr ] . ++++ while cd2 expression increased phosphorylation of src and other src effectors like erk and fak , it most likely inhibited the recruitment of src to fak , resulting in a decrease in cell attachment induced src activation , and the full activation of fak ( xref_fig ) [ xref_bibr ] .",pmc4638348,1,100,40,1,140
839,trf1,protein,,,,p54274,other,sl-0276,atm,protein,,,uniprot,q13315,other,sl-0276,negative,i,phosphorylation,,uaz:cvcl_9115,,,,nan,nan,"interestingly , it has been recently shown that deletion of trf1 induces phosphorylation of both the atr and atm downstream kinases chk1 and chk2 , respectively , suggesting that both checkpoint kinases may be important to mediate telomere dysfunction owing to telomere uncapping .",pmc4331747,1,100,40,1,140
59,atr,protein,,,,p20848,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,cellosaurus:cvcl_0031,,,,nan,nan,"mtor is induced by etoposide in an atm and atr dependent , and p53 independent manner .",pmc4381605,1,100,40,1,140
130,cdk1,protein,,,,p06493,cytoplasm,go:0005737,chk1,protein,,,uniprot,o14757,cytoplasm,go:0005737,positive,d,phosphorylation,,,,,,nan,nan,"as recently reported , during mitosis cdk1 phosphorylates chk1 at s286 and s301 ; the mitotic phosphorylation of chk1 is accompanied by the translocation of chk1 to the cytoplasm [ xref_bibr ] .",pmc2925474,1,100,40,1,140
877,wip1,protein,,,,o15297,,,chk1,protein,,,uniprot,o14757,,,negative,d,dephosphorylation,,cellosaurus:cvcl_0062,cl:cl:2000074,,,nan,nan,wip1 could dephosphorylate chk1 primarily at s345 and slightly at s317 in vitro . ++++ wip1 could dephosphorylate chk1 primarily at s345 and slightly at s317 in vitro .,pmc2954851,1,100,40,1,140
2,ag1478,chemical,,,,2051,,,egfr,protein,,,uniprot,p00533,,,positive,d,phosphorylation,,,,,uberon:uberon:0000914,nan,nan,a previous study has also shown that ag1478 inhibits the ability of c-src to phosphorylate the egfr on y845 .,pmc2653860,1,100,40,1,140
3,ag1478,chemical,,,,2051,,,egfr,protein,,,uniprot,p00533,,,positive,i,none,,,,,uberon:uberon:0000914,nan,nan,"ag1478 , by binding the atp site on egfr , has also been reported to cause dimerization of the inactive egfr .",pmc2653860,1,100,40,1,140
890,yb1,protein,,,,p67809,,,p53,protein,,,uniprot,p04637,,,negative,i,none,,,cl:cl:0002092,,,nan,nan,iaspp and yb1 selectively inhibit the ability of p53 to induce expression of pro apoptotic genes but have no effect on p21 transactivation .,pmc3556166,1,100,40,1,140
888,xbp-1,protein,,,,p17861,nucleus,go:0005634,autophagy,biologicalprocess,,,go,go:0006914,nucleus,go:0005634,positive,i,none,,cellosaurus:cvcl_0291,,,,nan,nan,these data indicate that downregulation of xbp-1 promotes autophagy and that this function requires foxo1 . ++++ downregulation of xbp-1 enhances foxo1 dependent autophagy .,pmc3616429,1,100,40,1,140
8,akt1,protein,,,,p31749.t,,,hif-1alpha,protein,,,uniprot,q16665,,,positive,i,transcription,,,,,,nan,nan,"over-expression of dominant-active akt1 restored hif-1alpha expression , whereas inhibition of pi3k activity reduced hypoxic hif-1alpha protein levels [ xref_bibr ] .",pmc2652403,1,100,40,1,140
886,xbp-1,protein,,,,p17861,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,none,,cellosaurus:cvcl_0291,,,,nan,nan,"to investigate whether autophagy induced by xbp-1 knockdown has an effect on the overall survival of cancer cells , we tested the viability of hct116 cells with or without xbp-1 knockdown under conditions of glutamine starvation .",pmc3616429,1,100,40,1,140
10,amphiregulin,protein,,,,p15514,other,go:0016020,egfr,protein,,,uniprot,p00533,other,go:0016020,positive,i,none,,cellosaurus:cvcl_s979,cl:cl:0000312,,uberon:uberon:0000479,nan,nan,"src dependent y845 phosphorylation also contributes to erk and mapk activation and proliferation of normal keratinocytes , which involves amphiregulin mediated autocrine signaling of egfr [ xref_bibr ] .",pmc3709701,1,100,40,1,140
11,apaf-1,protein,,,,o14727,mitochondria,go:0005739,caspase-9,protein,,,uniprot,p55211,mitochondria,go:0005739,positive,i,none,,,,,,nan,nan,"caspase-9 , a mitochondria mediated initiation caspase , is directly activated by apaf-1 and cytochrome c and triggers activation of execution caspases 3 , 6 , and 7 , leading to dna fragmentation and cell death .",pmc3039802,1,100,40,1,140
882,wip1,protein,,,,o15297,nucleus,go:0005634,chk2,protein,,,uniprot,o96017,nucleus,go:0005634,negative,d,dephosphorylation,,cellosaurus:cvcl_0031,,,,nan,nan,"in vitro , wip1 could dephosphorylate chk2 at multiple sites including t68 and this significantly reduced chk2 kinase activity [ xref_bibr , xref_bibr ] .",pmc2954851,1,100,40,1,140
881,wip1,protein,,,,o15297,,,p53,protein,,,uniprot,p04637,,,negative,d,dephosphorylation,,uaz:cvcl_9115,,,,nan,nan,"in an in vitro assay , wip1 could dephosphorylate p53 on s15 but not s46 [ xref_bibr ] .",pmc2954851,1,100,40,1,140
880,wip1,protein,,,,o15297,,,mdm2,protein,,,uniprot,q00987,,,positive,i,ubiquitination,,,,,,nan,nan,wip1 inhibited mdm2 auto-ubiquitination thereby stabilizing the protein [ xref_bibr ] .,pmc2954851,1,100,40,1,140
878,wip1,protein,,,,o15297,,,chk2,protein,,,uniprot,o96017,,,negative,d,dephosphorylation,,,,,,nan,nan,"amongst them , smrt is responsible for basal repression of wip1 , a phosphatase that de-phosphorylates and inactivates chk2 , thus affecting a feedback loop responsible for licensing the correct timing of chk2 activation and the proper execution of the dna repair process .",pmc3656868,1,100,40,1,140
21,api-2,protein,,,,q13489,,,apoptosis,biologicalprocess,,,go,go:0006915,,,negative,i,none,,cellosaurus:cvcl_0480,,,,nan,nan,"api-2 and sc66 , two inhibitors of akt , attenuated both autophagy and caspase dependent apoptosis concomitantly with an alteration in pfkfb3 expression .",pmc4720880,1,100,40,1,140
58,atr,protein,,,,p20848,,,mdm2,protein,,,uniprot,q00987,,,negative,i,none,,,,,,nan,nan,"atm and atr also directly inhibit mdm2 by phosphorylating it on s395 and s407 , respectively [ xref_bibr , xref_bibr ] .",pmc2954851,1,100,40,1,140
866,usf1,protein,,,,p22415,,,p53,protein,,,uniprot,p04637,,,positive,i,none,,,,,,nan,nan,"there was substantial overlap in the genes targeted by foxo , mitf , usf1 and p53 ( xref_fig ) .",pmc3481126,1,100,40,1,140
862,twist1,protein,,,,q15672,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,cellosaurus:cvcl_0023 ++++ cellosaurus:cvcl_0060,,,,nan,nan,"to establish the involvement of ampk in twist1 sirna induced mtor inhibition , we transfected cells displaying twist1 downregulation with ampkalpha1/2 sirna . ++++ initially , mtor activity was assessed in cells treated with twist1 sirna .",pmc3388235,1,100,40,1,140
861,twist1,protein,,,,q15672,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,cellosaurus:cvcl_0023 ++++ cellosaurus:cvcl_0060,,,,nan,nan,"downregulation of ampk led to recovery of mtor activity inhibited by twist1 sirna ( xref_fig ) . ++++ twist1 sirna induced suppression of mtor activity , as assessed based on the decrease in phosphorylation of mtor and the mtor effectors , s6k and s6 , in h1299 cells ( xref_fig ) .",pmc3388235,1,100,40,1,140
857,twist1,protein,,,,q15672,,,cip1,protein,,,uniprot,p38936,,,positive,i,transcription,,cellosaurus:cvcl_0060,,,,nan,nan,"xref_bibr , xref_bibr our experiments revealed that cisplatin or silencing of twist1 upregulates p21 waf1 and cip1 expression at the transcriptional level .",pmc3388235,1,100,40,1,140
856,twist1,protein,,,,q15672,,,cip1,protein,,,uniprot,p38936,,,positive,i,none,,cellosaurus:cvcl_0060,,,,nan,nan,"interestingly , p21 waf1 and cip1 was additionally upregulated by twist1 sirna in both cell types , as shown in xref_fig .",pmc3388235,1,100,40,1,140
853,tumor suppressor protein,protein,,,,q9bt92,,,apoptosis,biologicalprocess,,,go,go:0006915,,,positive,i,none,,,,,,nan,nan,"mdm2 is the primary ubiquitin ligase for tumor suppressor protein , p53 , which induces apoptosis or senescence in response to oncogenic stress or dna damage .",pmc3355968,1,100,40,1,140
844,trf2,protein,,,,p62380,other,sl-0276,chk2,protein,,,uniprot,o96017,other,sl-0276,negative,i,none,,,,,,nan,nan,"moreover , shelterin proteins inhibit the main ddr kinases : trf2 is a repressor of atm and chk2 , masking their activation domains , while pot1 has the same effect on atr .",pmc4296918,1,100,40,1,140
843,trf2,protein,,,,p62380,other,sl-0276,atm,protein,,,uniprot,q13315,other,sl-0276,negative,i,none,,,,,,nan,nan,"moreover , shelterin proteins inhibit the main ddr kinases : trf2 is a repressor of atm and chk2 , masking their activation domains , while pot1 has the same effect on atr .",pmc4296918,1,100,40,1,140
842,trf2,protein,,,,p62380,other,go:0005694,chk2,protein,,,uniprot,o96017,other,go:0005694,negative,i,phosphorylation,,,,,,nan,nan,"showed that trf2 depletion leads to chk2 phosphorylation and to g2/m arrest , preventing fusions and genome instability .",pmc4331747,1,100,40,1,140
841,trf1,protein,,,,p54274,other,sl-0276,chk2,protein,,,uniprot,o96017,other,sl-0276,positive,i,phosphorylation,,,,,,nan,nan,"in the case of the mouse , we have previously shown that dysfunctional telomeres induced by trf1 deletion lead to chk2 phosphorylation and g2/m arrest .",pmc4331747,1,100,40,1,140
55,atr,protein,,,,p20848,,,chk1,protein,,,uniprot,o14757,,,positive,d,phosphorylation,,,,,,nan,nan,"during ddr such as that resulting from exposure to uv , oxidants , or ir , chk1 is phosphorylated by atm and atr at serine ( s ) 317 and s345 [ xref_bibr ] .",pmc2925474,1,100,40,1,140
57,atr,protein,,,,p20848,,,chk2,protein,,,uniprot,o96017,,,positive,i,none,,,,,,nan,nan,"the transducer proteins include the kinases atm and atm- and rad3 related ( atr ) ; atm and atr phosphorylates and thereby activates the checkpoint kinases chk1 and chk2 , which control hur cytoplasmic abundance and rna binding , respectively .",pmc2925474,1,100,40,1,140
128,cdc25a,protein,,,,p30304,,,chk2,protein,,,uniprot,o96017,,,positive,i,none,,,,,,nan,nan,a possible influence of estrogen on chk2 function is intriguing and can be ascribed to the activity of the estrogen receptor on the chk2 target cdc25a or to an interaction between the estrogen receptor and one of the proteins regulated by chk2 or chk2 itself .,pmc4296918,1,100,40,1,140
84,beta 2 -adrenergic receptor,protein,,,,p07550,,,pp2a,protein,,,uniprot,p67775,,,negative,i,none,,,cl:cl:0000312,,,nan,nan,"inhibition of pp2a activity promotes motility in a number of transformed cells and cancer cell lines xref_bibr , whereas activation of pp2a by beta 2 -adrenergic receptor agonists inhibits motility of keratinocytes xref_bibr .",pmc2868031,1,100,40,1,140
474,mig6,protein,,,,q9ujm3,,,egfr,protein,,,uniprot,p00533,,,negative,i,phosphorylation,,cellosaurus:cvcl_0132,,,,nan,nan,"conversely , the depletion of mig6 enhanced egfr phosphorylation and akt and erk1/2 signaling although some differences were observed between cell lines .",pmc4789776,1,100,40,1,140
154,cdk4,protein,,,,p11802,,,rb,protein,,,uniprot,p06400,,,positive,d,phosphorylation,,cellosaurus:cvcl_0145,,,,nan,nan,"cyclin d binds to cdk4 , forming the active cyclin d and cdk4 complex , the cyclin d and cdk4 complex phosphorylates and inactivates the rb .",pmc3730417,1,100,40,1,140
144,cdk4,protein,,,,p11802,,,mdm2,protein,,,uniprot,q00987,,,positive,i,none,,,,,,nan,nan,"thus , the senescence machinery was intact in non responders , however , cdk4 inhibition induced cell cycle exit could not drive reduction of mdm2 in these cells .",pmc4480747,1,100,40,1,140
146,cdk4,protein,,,,p11802,,,p-rb,protein,,,uniprot,p06400,,,negative,i,none,,cellosaurus:cvcl_1547,,,,nan,nan,we confirmed that cdk4 sirna efficiently abolished p-rb as well as cdk4 mrna and protein expression ( xref_fig ) .,pmc3742489,1,100,40,1,140
147,cdk4,protein,,,,p11802,,,p21,protein,,,uniprot,p38936,,,positive,d,phosphorylation,,cellosaurus:cvcl_0291,,,,nan,nan,"we observed that cdk4 and cdk6 , associated with cyclin d3 and cyclin d1 , also phosphorylated p21 complexed with d-type cyclins and cdk4 in vitro ( xref_fig ; xref_supplementary ) .",pmc3667761,1,100,40,1,140
148,cdk4,protein,,,,p11802,,,p21,protein,,,uniprot,p38936,,,positive,d,phosphorylation,,,,,,nan,nan,"all together , experiments on transfected cho cells further established the correlation between t172 phosphorylation of cdk4 and s130 phosphorylation of p21 .",pmc3667761,1,100,40,1,140
149,cdk4,protein,,,,p11802,,,p21,protein,,,uniprot,p38936,,,positive,i,none,,,,,,nan,nan,our data indicate that p21 inhibitory activity can be deactivated inside the inhibited cyclin d and cdk4 complex by other active cdk4 complexes .,pmc3667761,1,100,40,1,140
142,cdk4,protein,,,,p11802,,,il-6,protein,,,uniprot,p05231,,,positive,i,none,,,cl:cl:0000451,,,nan,nan,"despite comparable in vitro differentiation and activation , as determined by cd11c and cd86 expression respectively ( xref_supplementary ) , cdk4 -/- bmdcs produced significantly less il-6 and il-12 compared to wt bmdcs from littermate controls .",pmc3084876,1,100,40,1,140
140,cdk4,protein,,,,p11802,,,e2f1,protein,,,uniprot,q01094,,,positive,i,none,,,,,,nan,nan,"moreover , the e2f1 luciferase activity was decreased by the depletion of galectin-3 , cyclin d1 , or cdk4 ( xref_fig ) .",pmc4211374,1,100,40,1,140
139,cdk4,protein,,,,p11802,,,e2f1,protein,,,uniprot,q01094,,,negative,i,none,,,,,,nan,nan,increased e2f1 luciferase activity by galectin-3 overexpression was reversed by cyclin d1 or cdk4 ( xref_fig ) .,pmc4211374,1,100,40,1,140
138,cdk2,protein,,,,p24941,,,rb,protein,,,uniprot,p06400,,,positive,d,phosphorylation,,,,,,nan,nan,rb is at least partly phosphorylated by cdk2 . ++++ rb is at least partly phosphorylated by cdk2 .,pmc3730417,1,100,40,1,140
152,cdk4,protein,,,,p11802,,,prb,protein,,,uniprot,p06400,,,positive,d,phosphorylation,,,,,,nan,nan,"the oncoprotein gankyrin [ xref_bibr ] is a seven-ankyrin-repeat protein that interacts with prb , increases phosphorylation of prb by cdk4 , and also increases the binding of p53 to mdm2 [ xref_bibr ] .",pmc1647274,1,100,40,1,140
153,cdk4,protein,,,,p11802,,,rb,protein,,,uniprot,p06400,,,negative,i,none,,,cl:cl:0000037,,,nan,nan,"cdk4 inhibition can induce rb positive cells to exit the cell cycle into a non proliferative state , however , this can take the form of either quiescence , which is readily reversible , or senescence , which is more stable .",pmc4480747,1,100,40,1,140
143,cdk4,protein,,,,p11802,,,mdm2,protein,,,uniprot,q00987,,,positive,i,amount,,,,,,nan,nan,"furthermore , in responder cells , but not the non responder cells , the level of mdm2 was reduced by cdk4 knockdown .",pmc4480747,1,100,40,1,140
155,cdk4,protein,,,,p11802,,,rb,protein,,,uniprot,p06400,,,positive,i,phosphorylation,,,,,,nan,nan,"immunoblots for total rb showed accumulation of the slower migrating hyperphosphorylated forms of rb after the switch to 11 mm glucose , and cdk4 knockdown clearly inhibited the hyperphosphorylation of rb . ++++ thus , these data using insulinoma cells demonstrate that cdk4 depletion inhibits site specific rb phosphorylation and cell cycle stimulation in this cell type , whereas cdk2 depletion has minimal effect on these molecular processes .",pmc4135037,1,100,40,1,140
137,cdk2,protein,,,,p24941,,,p21,protein,,,uniprot,p38936,,,positive,i,phosphorylation,,cellosaurus:cvcl_0291,,,,nan,nan,"as for cdk2 dependent phosphorylation of p21 on s130 in vitro xref_bibr , deletion of the c-terminal cy2 cyclin binding site much reduced p21 phosphorylation in hct116 cells ( xref_supplementary ) , suggesting that in cyclin d/cdk4 bound p21 the interaction with other active cyclin-cdk complexes to phosphorylate s130 is mediated by the cy2 site . ++++ previous reports have indicated that s130 phosphorylation of p21 can be catalyzed by cdk2 to form a phosphodegron recognized by the scf and skp2 ubiquitin ligase complex and to signal the proteasomal degradation of cyclin and cdk bound p21 , which is required for s-phase entry xref_bibr - xref_bibr .",pmc3667761,1,100,40,1,140
