Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
pten,protein,,pten,uniprot,p60484,,,pkcθ,other,,,text,pkcθ,,,negative,i,inhibition,,,,,,0.86,indra,"thus, although these checkpoint inhibitors accelerate the growth of t cells with oncogenically sensitized tcr pathways, their pharmacological effects are only transient in contrast to the effect of t cell intrinsic pdcd1 gene deletion.we demonstrated above that the ligation of pd-1 enhances pten levels and attenuates pi3k/akt and pkcθ function after itk-syk signalling (see fig. 3f).",pmc5821214,['nan'],['nan'],1,1,40,1,41
pten,protein,,pten,uniprot,p60484,,,tcr,other,,,fplx,tcr,,,negative,i,inhibition,,,,,,0.65,indra,"however, altered myc and pten expression are likely not to be the only mechanisms by which itk deficiency and decreased tcr signaling influence t reg cell development.",pmc3949578,['nan'],['nan'],1,1,40,1,41
pten,protein,,pten,uniprot,p60484,,,timm8a,protein,,timm8a,uniprot,o60220,,,positive,i,activation,,,,,,0.65,indra,"when treated with different doses of cisplatin (ddp) (0.03125-8mug/ml), overexpression of pten contributed to chemotherapy sensitivity to ddp after treatment for 24hours compared with control group (p <.01).",pmc5521878,['nan'],['nan'],1,1,40,1,41
pten,protein,,pten,uniprot,p60484,,,tp53,protein,,tp53,uniprot,p04637,,,negative,i,inhibition,,,,,,0.65,indra,"previously, others have shown that pten loss activates the pi3k and akt pathway and aberrant ikaros dominant negative isoforms are expressed in p53 mouse t-all cells.",pmc5986278,['nan'],['nan'],1,1,40,1,41
pten,protein,,pten,uniprot,p60484,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,1,40,1,41
tsc1,protein,,tsc1,uniprot,q92574,,,cell quiescence,bioprocess,,,go,go:0044838,,,positive,i,activation,,,,,,0.65,indra,"for instance, loss of the tumor suppressor tsc1 aberrantly upregulates mtorc1 activity and disrupts t cell quiescence, homeostasis and functions 26.",pmc4297581,['nan'],['nan'],1,1,40,1,41
tsc1,protein,,tsc1,uniprot,q92574,,,mtorc1,bioprocess,,,go,go:0031931,,,negative,i,inhibition,,,,,,0.65,indra,"for instance, loss of the tumor suppressor tsc1 aberrantly upregulates mtorc1 activity and disrupts t cell quiescence, homeostasis and functions 26.",pmc4297581,['nan'],['nan'],1,1,40,1,41
cd28,protein,,cd28,uniprot,p10747,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"moreover, the tcr and the co-stimulatory molecule cd28 signal through pi3k and akt to promote survival, proliferation and cytokine production in activated t-cells [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,1,40,1,41
cd28,protein,,cd28,uniprot,p10747,,,cytokine production,bioprocess,,,go,go:0001816,,,positive,i,activation,,,,,,0.65,indra,"moreover, the tcr and the co-stimulatory molecule cd28 signal through pi3k and akt to promote survival, proliferation and cytokine production in activated t-cells [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,1,40,1,41
cd28,protein,,cd28,uniprot,p10747,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,"pi3k is activated by tcr and cd28 signaling and is involved in cell cycle progression, cell survival, proliferation, and regulation of cell trafficking, in part through the activation of pi (3,4,5) p 3 -binding pleckstrin homology (ph) domain containing proteins.",pmc3949578,['nan'],['nan'],1,1,40,1,41
mir181a,other,,,text,mir181a,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,"0.65,0.65","indra,indra","in vitro, ectopic expression of mir181a in hek-293t cells significantly enhanced cell proliferation, activated akt, and conferred cell resistance to doxorubicin.,our results showed that ectopic expression of mir181a leads to akt phosphorylation, enhancing cell proliferation and inducing cell resistance to chemotherapy in t-cell leukemia/lymphoma.","pmc4575996,pmc4575996","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
mtorc2,other,,,fplx,mtorc2,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,"0.65,0.86","indra,indra","nan,nan","pmc5765289,pmc5765289","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
tal1,protein,,tal1,uniprot,p17542,,,lactate,simplechemical,,,chebi,chebi:24996,,,positive,i,increaseamount,,,,,,"0.65,0.65","indra,indra","tal1 expression drives metabolic reprogramming of pro t cells to increase expression of lactate transporters.,cells (xref_fig) suggesting that tal1 + cells might increase expression of lactate transporters to circumvent intracellular accumulation of potential cytotoxic lactate.","pmc5886055,pmc5886055","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
mir181a,other,,,text,mir181a,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,"0.86,0.65","indra,indra","nan,nan","pmc4575996,pmc4575996","['nan', 'nan']","['nan', 'nan']",2,0.1,39,1,39.2
mir181,other,,,text,mir181,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,negative,i,inhibition,,,,,,0.65,indra,this was consistent with previous reports in b-cell lymphoma that high expression of mir181 could lead to decreasing proapoptotic protein bim and increasing resistance to chemotherapy [xref_bibr].,pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
mtorc2,other,,,fplx,mtorc2,,,sgk1,other,,sgk1,up,o00141,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
nedd4,other,,nedd4,up,p46934,,,pten,other,,pten,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
notch,family,,,pfam,pf00066,,,notch1,protein,,notch1,uniprot,p46531,,,negative,i,inhibition,,,,,,0.65,indra,"in addition, 8-30% of t-alls harbor mutations in f-box and beta-transducin (wd) repeat domain containing 7 (fbxw7), a protein that normally promotes notch1 proteasomal degradation, and lead to increased notch1 protein stability [xref_bibr, xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
tcr pathways,other,,,text_norm,tcr pathways,,,survival programmes,other,,,text_norm,survival programmes,,,positive,i,activation,,,,,,0.65,indra,"although these oncogenic alterations are thought to drive tcr pathways to induce chronic proliferation and survival programmes , it remains unclear whether t cells harbour tumour suppressors that can counteract these events .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr pathways,other,,,text_norm,tcr pathways,,,chronic,other,,,text_norm,chronic,,,positive,i,activation,,,,,,0.65,indra,"although these oncogenic alterations are thought to drive tcr pathways to induce chronic proliferation and survival programmes , it remains unclear whether t cells harbour tumour suppressors that can counteract these events .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
notch,family,,,pfam,pf00066,,,ras,family,,,pfam,pf00071,,,positive,i,activation,,,,,,0.65,indra,"indeed, neurofibromin 1 (nf1), a tumor suppressor protein enhancing ras hydrolyzing activity, was reported to be mutated in t-all patients [xref_bibr], as well as to have a leukemogenic potential in vivo when deleted in combination with p120-ras gap in t-cells [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
notch1,protein,,notch1,uniprot,p46531,,,gatd3b,protein,,,uniprot,p30042,,,positive,i,activation,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
notch1,protein,,notch1,uniprot,p46531,,,igf1r,protein,,igf1r,uniprot,p08069,,,positive,i,increaseamount,,,,,,0.65,indra,igf1r expression can be directly regulated by notch1 and is important for t-all proliferation and leukemia initiating activity in vivo [xref_bibr].,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
notch1,protein,,notch1,uniprot,p46531,,,ikk_complex,bioprocess,,,mesh,d051550,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, notch1 target hes1 was reported to repress cylindromatosis (cyld), a deubiquitinase negatively regulating ikk complex, both in primary t-all samples and cell lines [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,"transcription, dna-templated",bioprocess,,,go,go:0006351,,,positive,i,activation,,,,,,0.65,indra,"tcr plus cd28 co-stimulation engagement stimulates a variety of downstream signaling molecules and transcription factors; one prominent pathway is the activation of pi3k, which has been implicated upstream of both akt and mtor pathways.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,stat5,other,,,fplx,stat5,,,negative,i,dephosphorylation,,,,,,0.86,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
oncogenic,other,,,text_norm,oncogenic,,,tcr pathways,other,,,text_norm,tcr pathways,,,positive,i,activation,,,,,,0.65,indra,"although these oncogenic alterations are thought to drive tcr pathways to induce chronic proliferation and survival programmes , it remains unclear whether t cells harbour tumour suppressors that can counteract these events .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mir181a,other,,,text,mir181a,,,cell growth,bioprocess,,,go,go:0016049,,,positive,i,activation,,,,,,0.65,indra,"ectopic expression of mir181a remarkably accelerated cell growth, as compared to the control cells (pezx-ct).",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,rps6,other,,rps6,up,p62753,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
oncogenic t cell signalling,other,,,text_norm,oncogenic t cell signalling,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,"thus , oncogenic t cell signalling upregulates pd-1 expression and pd-1 functions to suppress oncogenic effector pathways .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,pten,other,,pten,up,p60484,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,plcg,bioprocess,,,mesh,d051966,,,positive,i,activation,,,,,,0.65,indra,"itk is a tec family tyrosine kinase that is activated upon tcr signaling and is required for full tcr induced activation of plc-gamma, ca 2+ mobilization, and erk activation.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
oncogenic t cell signals,other,,,text_norm,oncogenic t cell signals,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,activation,,,,,,0.65,indra,"to investigate whether oncogenic t cell signals can also induce pd-1 expression , we introduced itk-syk variants into jurkat t cells8 .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
onset lymphomas was correlated initial itk-syk-expressing t cells,other,,,text_norm,onset lymphomas was correlated initial itk-syk-expressing t cells,,,tumour-enabling secondary events,other,,,text_norm,tumour-enabling secondary events,,,positive,i,activation,,,,,,0.65,indra,"because the onset of these lymphomas was correlated with the initial frequency of the itk-syk-expressing t cells ( fig. 1c ; p =0 .005 ) , these tumour-enabling secondary events are presumably stochastic in nature .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.86,indra,"pi3k is activated by tcr and cd28 signaling and is involved in cell cycle progression, cell survival, proliferation, and regulation of cell trafficking, in part through the activation of pi (3,4,5) p 3 -binding pleckstrin homology (ph) domain containing proteins.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
mir181,other,,,text,mir181,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"more recently, it has been reported that mir181 overexpression promotes cell proliferation and activates pi3k and akt signaling transduction pathway [xref_bibr, xref_bibr].",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
pd-1 functions,other,,,text_norm,pd-1 functions,,,oncogenic effector pathways,other,,,text_norm,oncogenic effector pathways,,,negative,i,inhibition,,,,,,0.65,indra,"thus , oncogenic t cell signalling upregulates pd-1 expression and pd-1 functions to suppress oncogenic effector pathways .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pd-1 pd-l1 interaction antibodies,other,,,text_norm,pd-1 pd-l1 interaction antibodies,,,t cell immunity,other,,,text_norm,t cell immunity,,,negative,i,inhibition,,,,,,0.65,indra,the inhibition of the pd-1 / pd-l1 interaction with antibodies against pd-1 or pd-l1 is heavily exploited in the clinic to activate t cell immunity against multiple cancer cell types25 .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pd-1 peripheral t cells,other,,,text_norm,pd-1 peripheral t cells,,,oncogenic signal cancer,other,,,text_norm,oncogenic signal cancer,,,negative,i,inhibition,,,,,,0.65,indra,"thus , the absence of pd-1 in peripheral t cells enables an appropriate oncogenic signal to directly create an aggressive cancer .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pd-1 signalling pd-1-transduced human lymphoma cell line,other,,,text_norm,pd-1 signalling pd-1-transduced human lymphoma cell line,,,pi3k akt,other,,,text_norm,pi3k akt,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k / akt and pkctheta ( extended data fig. 9a , b , c ) .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
oncogenic t cell signalling,other,,,text_norm,oncogenic t cell signalling,,,pd-1 functions,other,,,text_norm,pd-1 functions,,,positive,i,activation,,,,,,0.65,indra,"thus , oncogenic t cell signalling upregulates pd-1 expression and pd-1 functions to suppress oncogenic effector pathways .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mtorc2,bioprocess,,,mesh,d000076225,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"second generation mtor inhibitors have recently been developed and these dual mtor inhibitors target the atp binding site of mtor, resulting in the inhibition of both mtorc1 and mtorc2 activity.22 these inhibitors have been shown to inhibit mtorc2 mediated akt ser 473 phosphorylation and akt signaling, and used as anticancer agents for hematological malignancies including atl and other cancers.22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32 we herein show that the pi3k/akt/mtor signaling pathway is crucial for the proliferation of atl cells and that the mtor inhibitors are cytotoxic to atl-cell lines and primary atl samples.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
th17,other,,,text,th17,,,inflammatory response,bioprocess,,,go,go:0006954,,,positive,i,activation,,,,,,0.65,indra,"as that loss of itk does not appear to impair t reg cell function, our results raise the possibility of itk as a therapeutic candidate for the treatment of diseases involving th17 mediated inflammation.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1 inhibitors,other,,,text,mtorc1 inhibitors,,,mtorc1,bioprocess,,,go,go:0031931,,,positive,i,activation,,,,,,0.65,indra,"in the atl-cell lines and in the primary atl samples, both dual inhibitors inhibited phosphorylation of akt at serine 473, a target of mtorc2, as well as that of s6k, whereas the mtorc1 inhibitors only inhibited mtorc1.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mir181a,other,,,text,mir181a,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"the relative resistance to chemotherapeutic agents was along with increased mir181a expression and subsequent akt activation, further confirming that mir181a induced akt activation and contributed to chemoresistance in t-cell leukemia/lymphoma.",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
mir181,other,,,text,mir181,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,"more recently, it has been reported that mir181 overexpression promotes cell proliferation and activates pi3k and akt signaling transduction pathway [xref_bibr, xref_bibr].",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
mir26b,other,,,text,mir26b,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,exogenous expression of mir26b significantly reduced the proliferation of t-all cells (p < 0.05) with the most significant inhibition in molt4 cells (xref_fig).,pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
mki67,protein,,mki67,uniprot,p46013,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,the increase of ki-67 may promote tumor cell proliferation.,pmc5521878,['nan'],['nan'],1,0.1,39,1,39.1
mono-allelic deletions are pdcd1 human t-nhl,other,,,text_norm,mono-allelic deletions are pdcd1 human t-nhl,,,treated heterozygous itk-sykcd4-creert2,other,,,text_norm,treated heterozygous itk-sykcd4-creert2,,,positive,i,activation,,,,,,0.65,indra,"because mono-allelic deletions are the most common type of pdcd1 alteration in human t-nhl ( see fig. 2d , extended data table 1 and extended data fig. 3b ) , we also treated heterozygous itk-sykcd4-creert2 ; pd-1 + / - mice with tamoxifen .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mtor,other,,mtor,up,p42345,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
mir181,other,,,text,mir181,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"more recently, it has been reported that mir181 overexpression promotes cell proliferation and activates pi3k and akt signaling transduction pathway [xref_bibr, xref_bibr].",pmc4575996,['nan'],['nan'],1,0.1,39,1,39.1
torkinib,simplechemical,,,chebi,chebi:90679,,,pi3k/akt/mtor,other,,,text,pi3k/akt/mtor,,,negative,i,inhibition,,,,,,0.65,indra,3.4 pp242 and azd8055 block the feedback activation of pi3k/akt/mtor signaling.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
torkinib,simplechemical,,,chebi,chebi:90679,,,g0/g1,other,,,text,g0/g1,,,positive,i,activation,,,,,,0.86,indra,3.3 pp242 induced g0/g1 cell-cycle arrest and apoptosis in atl and htlv-1-infected cells.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
torkinib,simplechemical,,,chebi,chebi:90679,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"by contrast, ly294002 and pp242 effectively and uniformly suppressed the proliferation of all cell lines according to dose.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
torkinib,simplechemical,,,chebi,chebi:90679,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,"it is widely believed that rapamycin inhibits the translation of key mrnas required for progression from the g1 to the s phase, inducing cell-cycle arrest at g0/g1.42 although both rapamycin and pp242 induced g0/g1 arrest in ed-40515 (-) cells effectively, only pp242 induced apoptosis compared to the control and the mtorc1 inhibitors in ed-40515 (-), mt-2, and atl-43t cells.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtor inhibitor,other,,,chebi,chebi:68481,,,rps6kb1,other,,rps6kb1,up,p23443,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtor inhibitor,simplechemical,,,chebi,chebi:68481,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,we examined the phosphorylation of akt at ser 473 in primary atl cells treated with mtor inhibitors.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtor inhibitor,simplechemical,,,chebi,chebi:68481,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"dual mtor inhibitors such as pp242 and azd8055, in particular, block the phosphorylation of akt at ser 473, strongly induce apoptosis, and inhibit the growth of atl-cell xenografts in mice.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc inhibitors,other,,,text,mtorc inhibitors,,,akt,other,,,fplx,akt,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc inhibitors,other,,,text,mtorc inhibitors,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,mtorc1,bioprocess,,,go,go:0031931,,,negative,i,inhibition,,,,,,0.65,indra,"in the atl-cell lines and in the primary atl samples, both dual inhibitors inhibited phosphorylation of akt at serine-473, a target of mtorc2, as well as that of s6k, whereas the mtorc1 inhibitors only inhibited mtorc1.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,immune response,bioprocess,,,go,go:0006955,,,negative,i,inhibition,,,,,,0.65,indra,"intriguingly, all heterozygous itk-syk  ;pd-1   mice succumbed to invasive transplantable lymphomas after tamoxifen injection (fig. 4c and extended data fig. 7a, b, c, d, e, f, g, h, i, j), establishing pd-1 as a haploinsufficient tumour suppressor.the inhibition of the pd-1/pd-l1 interaction with antibodies against pd-1 or pd-l1 is heavily exploited in the clinic to activate t cell immunity against multiple cancer cell types25.",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,mtorc2,bioprocess,,,mesh,d000076225,,,negative,i,inhibition,,,,,,0.65,indra,"both rapamycin and rapalogs also suppresses the negative-feedback loop of molecules downstream from mtorc1, including s6k and grb10.45, 46 this results in the activation of akt and paradoxically promotes cell growth.47 moreover, as mtorc1 also negatively regulates mtorc2, rapamycin and the rapalogs lower inhibition against mtorc2, resulting in compensatory akt activation by mtorc2.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,sirolimus,simplechemical,,,chebi,chebi:9168,,,negative,i,inhibition,,,,,,0.65,indra,"both rapamycin and rapalogs also suppresses the negative-feedback loop of molecules downstream from mtorc1, including s6k and grb10.45, 46 this results in the activation of akt and paradoxically promotes cell growth.47 moreover, as mtorc1 also negatively regulates mtorc2, rapamycin and the rapalogs lower inhibition against mtorc2, resulting in compensatory akt activation by mtorc2.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,other,,,fplx,mtorc1,,,regulator,other,,,text,regulator,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,other,,,fplx,mtorc1,,,ribosomal protein s6 kinase,other,,,ip,ipr016238,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1 inhibitors,other,,,text,mtorc1 inhibitors,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.86,indra,we herein demonstrate that the mtorc1 inhibitors induce cell-cycle arrest but not apoptosis in atl cells.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.8775000000000001,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k/akt activity, and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours.",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
tcr,other,,,fplx,tcr,,,map2k1,protein,,map2k1,uniprot,q02750,,,positive,i,activation,,,,,,0.8775000000000001,indra,"prior to mek1 activation by tcr ( xref ), pten is inactive, allowing the transient induction of akt, even at low dose, which may be necessary for t cell activation and proliferation regardless of differentiation outcome.",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
pdcd1,protein,,pdcd1,uniprot,q15116,,,oncogenic effector pathways,other,,,text_norm,oncogenic effector pathways,,,negative,i,inhibition,,,,,,0.65,indra,"thus , oncogenic t cell signalling upregulates pd-1 expression and pd-1 functions to suppress oncogenic effector pathways .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
spi1,protein,,spi1,uniprot,p17947,,,dn1,other,,,text,dn1,,,positive,i,activation,,,,,,0.65,indra,"spi1 has previously been reported to drive the dn1 transcriptional program during t-cell development and silenced upon further differentiation, 14 and therefore in part reconciles with their potential repression within the dn2 stage of pro t cells.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,lmo1,protein,,lmo1,uniprot,p25800,,,positive,i,increaseamount,,,,,,0.65,indra,"/ tal1 + -induced reprogramming also increased lmo1, lmo2 and spi1 expression, and therefore reconciles in part with ' self-renewal reprogramming ' found in transgenic mice 24 (xref_fig).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
"pik3cd
inhibitor",other,,,text,"pik3cd
inhibitor",,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"shrna for pik3cd and cal-101, a pik3cd inhibitor, reduced the growth and increased apoptosis of t-all cells.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
pik3cd inhibitor,other,,,text,pik3cd inhibitor,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"shrna for pik3cd and cal-101, a pik3cd inhibitor, reduced the growth and increased apoptosis of t-all cells.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"39 biologically, the ectopic acquisition of tal1 expression is known to block cellular differentiation by preventing progression from dn2 to cd4+ cd8+ dp stage and thereby remaining in the thymic microenvironment until the acquisition of secondary mutations.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
pkcθ,other,,,text,pkcθ,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
pten,other,,pten,up,p60484,,,phosphatidylinositol trisphosphate,other,,,mesh,c060974,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
tal1,protein,,tal1,uniprot,p17542,,,c-kit,other,,,text,c-kit,,,negative,i,inhibition,,,,,,0.65,indra,/ tal1 + patients would benefit from inhibition of c-kit.,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
tacrolimus (anhydrous),simplechemical,,,chebi,chebi:61049,,,cn,protein,,,uniprot,a1z746,,,negative,i,inhibition,,,,,,0.65,indra,inhibition of cn by csa and fk506 could induce significant anti-leukemic effects leading to rapid disease remission and improved survival.,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
pten,other,,pten,up,p60484,,,phosphatidylinositol trisphosphate,other,,,mesh,c060974,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,translation,bioprocess,,,go,go:0006412,,,negative,i,inhibition,,,,,,0.65,indra,"binding of mir-26b to the 3 '-utr of pik3cd mrna inhibited protein translation of the pi3k p110delta in ccrf-cem, koptk1 and molt4 t-all cells (xref_fig).",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
stat5,other,,,fplx,stat5,,,cry1,other,,cry1,up,q16526,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
stat5,other,,,fplx,stat5,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"in contrast, although il-2 promotes expression of foxp3 via activation of stat5, il-2 and stat5 activation inhibit th17 cell differentiation.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
