Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
ksr,protein,,,uniprot,q8ivt5,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
ksr,protein,,,uniprot,q8ivt5,,,mapk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
ksr,protein,,,uniprot,q8ivt5,,,mek,family,,,be,mek,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
vemurafenib,simplechemical,,,pubchem,42611257,,,braf,protein,,,uniprot,p15056,,,positive,i,,,,,,,nan,nan,nan,pmc4695180,1,100,40,1,140
ksr,protein,,,uniprot,q8ivt5,,,raf,family,,,be,raf,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
vemurafenib,simplechemical,,,pubchem,42611257,,,raf,family,,,be,raf,,,negative,i,,,,,,,nan,nan,nan,pmc6472057,1,100,40,1,140
ksr,protein,,,uniprot,q8ivt5,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
ksr1,protein,,,uniprot,q8ivt5,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
rgs19,protein,,,uniprot,p49795,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc4020307,1,100,40,1,140
lamp1,protein,,,uniprot,p11279,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
sp600125,simplechemical,,,pubchem,8515,,,p38mapk,family,,,be,p38,,,positive,i,,,,,,,nan,nan,nan,pmc5372348,1,100,40,1,140
mir-382-5p,protein,,,uaz,uaz12803,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc5410235,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,ampk,protein,,,be,ampk,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
tgf- β,protein,,,uaz,uaz00333,,,akt,family,,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
transcription,bioprocess,,,go,go:0006351,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4846800,1,100,40,1,140
camp,protein,,,uniprot,p49913,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4846800,1,100,40,1,140
daraf gene,protein,,,uaz,uaz12760,,,da-raf1,protein,,,uniprot,p10398,,,negative,i,,,,,,,nan,nan,nan,pmc2064279,1,100,40,1,140
pam,protein,,,uniprot,o75592,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc5069826,1,100,40,1,140
ptp,protein,,,uniprot,p05451,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,100,40,1,140
butyrate,simplechemical,,,pubchem,264,,,ki-ras,protein,,,uniprot,p01116,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
dabrafenib,simplechemical,,,pubchem,44462760,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc6472057,1,100,40,1,140
dabrafenib,simplechemical,,,pubchem,44462760,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6472057,1,100,40,1,140
braf inhibitors,simplechemical,,,uaz,uaz00044,,,raf,family,,,be,raf,,,positive,i,,,,,,,nan,nan,nan,pmc6472057,1,100,40,1,140
egfr-ras-erk,protein,,,uaz,uaz12631,,,kras,protein,,,uniprot,p01116,,,negative,i,,,,,,,nan,nan,nan,pmc5127645,1,100,40,1,140
ptpn1,protein,,,uniprot,p18031,,,jnk,family,,,be,jnk,,,negative,i,,,,,,,nan,nan,nan,pmc5636874,1,100,40,1,140
ppar,protein,,,uniprot,q07869,,,p38 mapk,family,,,be,p38,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
emt,protein,,,uniprot,o75751,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
tf,protein,,,uniprot,p02787,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc5312311,1,100,40,1,140
bet,protein,,,uniprot,q8nft8,,,mek,family,,,be,mek,,,negative,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
differentiation,bioprocess,,,go,go:0030154,,,jun,protein,,,uniprot,p05412,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,100,40,1,140
e3 ubiquitin ligase,family,,,pfam,pf12483,,,smad,family,,,be,smad,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
ppar,protein,,,uniprot,q07869,,,p38,family,,,be,p38,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
dc,protein,,,uaz,uaz01319,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc3809567,1,100,40,1,140
dusp6,protein,,,uniprot,q16828,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,100,40,1,140
dusp5,protein,,,uniprot,q16690,,,braf,protein,,,uniprot,p15056,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
tgf-β,family,,,uaz,uaz00333,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
bet,protein,,,uniprot,q8nft8,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
dexamethasone,simplechemical,,,pubchem,5743,,,bcl-2,family,,,uniprot,p10415,,,positive,i,,,,,,,nan,nan,nan,pmc4067595,1,100,40,1,140
dep-1,protein,,,uniprot,q12913,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,100,40,1,140
tgf-β1,protein,,,uaz,uaz02902,,,akt,family,,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
dusp5,protein,,,uniprot,q16690,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,100,40,1,140
tgf- β,protein,,,uaz,uaz00333,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
tgf- β,protein,,,uaz,uaz00333,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
dusp6,protein,,,uniprot,q16828,,,braf,protein,,,uniprot,p15056,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,100,40,1,140
pbx3,protein,,,uniprot,p40426,,,raf-1,protein,,,uniprot,p04049,,,negative,i,,,,,,,nan,nan,nan,pmc5609034,1,100,40,1,140
pbx3,protein,,,uniprot,p40426,,,ert,protein,,,uniprot,p78545,,,negative,i,,,,,,,nan,nan,nan,pmc5609034,1,100,40,1,140
tgf- β,protein,,,uaz,uaz00333,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
u0126,simplechemical,,,pubchem,3006531,,,becn1,protein,,,uniprot,q14457,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,mek,family,,,be,mek,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
tgf-β1,protein,,,uaz,uaz02902,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
braf inhibitors,simplechemical,,,uaz,uaz00044,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,100,40,1,140
da-raf1,protein,,,uaz,uaz12725,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
da-raf,protein,,,uaz,uaz12716,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
tpy,simplechemical,,,pubchem,71728353,,,jnk,family,,,be,jnk,,,negative,i,,,,,,,nan,nan,nan,pmc5636874,1,100,40,1,140
cdk4,protein,,,uniprot,p11802,,,akt,family,,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,100,40,1,140
cdk4,protein,,,uniprot,p11802,,,pi3k,protein,,,be,pi3k,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
cell death,bioprocess,,,go,go:0008219,,,p38 mapk,family,,,be,p38,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,100,40,1,140
bet,protein,,,uniprot,q8nft8,,,mek,family,,,be,mek,,,positive,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
tlr4,protein,,,uniprot,o00206,,,p38 mapk,family,,,be,p38,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
tlr4,protein,,,uniprot,o00206,,,mapk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
pd,simplechemical,,,pubchem,7079450,,,jun,protein,,,uniprot,p05412,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,100,40,1,140
tlr4,protein,,,uniprot,o00206,,,jnk,family,,,be,jnk,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
ppar,protein,,,uniprot,q07869,,,p38 mapk,family,,,be,p38,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
tlr4,protein,,,uniprot,o00206,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,100,40,1,140
pd0325901,simplechemical,,,pubchem,9826528,,,stat3,protein,,,uniprot,p40763,,,positive,i,,,,,,,nan,nan,nan,pmc3843736,1,100,40,1,140
ptpn11,protein,,,uniprot,q06124,,,ras,family,,,pfam,pf00071,,,negative,i,,,,,,,nan,nan,nan,pmc5886052,1,100,40,1,140
pd,simplechemical,,,pubchem,7079450,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,100,40,1,140
trametinib,simplechemical,,,pubchem,11707110,,,mek,family,,,be,mek,,,negative,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
tcf7l2,protein,,,uniprot,q9nqb0,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc5755028,1,100,40,1,140
ptprj,protein,,,uniprot,q12913,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,100,40,1,140
pd,simplechemical,,,pubchem,7079450,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5824365,1,100,40,1,140
trametinib,simplechemical,,,pubchem,11707110,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5908790,1,100,40,1,140
tgf-β,family,,,uaz,uaz00333,,,erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
da-raf1,protein,,,uaz,uaz12725,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,100,40,1,140
stearic acid,simplechemical,,,pubchem,5281,,,p38 mapk,family,,,be,p38,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,100,40,1,140
tgn-020,protein,,,uaz,uaz13145,,,erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6113736,1,100,40,1,140
mek,family,,,be,mek,,,stat3,protein,,,uniprot,p40763,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc5537703,pmc5537703,pmc5537703,pmc5537703",4,10,38,1,78
ras,family,,,pfam,pf00071,,,erk,family,,,be,erk,,,negative,i,,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","pmc4254013,pmc2064279,pmc5432316,pmc5746140,pmc5908790",5,10,19,1,69
p38 mapk,family,,,be,p38,,,erk,family,,,be,erk,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4783893,pmc4783893,pmc4783893",3,10,38,1,68
mapk,family,,,be,erk,,,stat3,protein,,,uniprot,p40763,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5537703,pmc5537703",2,10,38,1,58
da-raf1,protein,,,uniprot,p10398,,,erk,family,,,be,erk,,,positive,i,,,,,,,"nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","nan,nan,nan,nan,nan","pmc2064279,pmc2064279,pmc2064279,pmc2064279,pmc2064279",5,10,5,1,55
da-raf1,protein,,,uniprot,p10398,,,ras,family,,,pfam,pf00071,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc2064279,pmc2064279,pmc2064279,pmc2064279",4,10,11,1,51
mapk,family,,,be,erk,,,erk,family,,,be,erk,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5467491,pmc5467491,pmc5190119",3,10,19,1,49
ras,family,,,pfam,pf00071,,,smad,family,,,be,smad,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4440819,pmc4440819,pmc4440819",3,10,19,1,49
er,protein,,,uniprot,p03372,,,sasp,protein,,,uniprot,p10599,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,10,38,1,48
p38 mapk,family,,,be,p38,,,c-raf,protein,,,uniprot,p04049,,,positive,i,,,,,,,nan,nan,nan,pmc4783893,1,10,38,1,48
stat3,protein,,,uniprot,p40763,,,lactate,simplechemical,,,hmdb,hmdb00190,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,10,38,1,48
ras,family,,,pfam,pf00071,,,tgf-β1,protein,,,uaz,uaz02902,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan","pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819",8,1,40,1,48
erk,family,,,be,erk,,,lactate,simplechemical,,,hmdb,hmdb00190,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,10,38,1,48
erk,family,,,be,erk,,,rb,protein,,,uniprot,p06400,,,negative,i,,,,,,,nan,nan,nan,pmc2064279,1,10,38,1,48
mek,family,,,be,mek,,,lactate,simplechemical,,,hmdb,hmdb00190,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,10,38,1,48
erk,family,,,be,erk,,,differentiation,bioprocess,,,go,go:0030154,,,positive,i,,,,,,,"nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan","pmc2064279,pmc5824365,pmc5824365,pmc5824365,pmc5824365,pmc5824365",6,1,40,1,46
mapk,family,,,be,erk,,,cisplatin,simplechemical,,,pubchem,441203,,,negative,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc5537703,pmc5537703,pmc5537703,pmc5537703",4,1,40,1,44
ras,family,,,pfam,pf00071,,,ksr,protein,,,uniprot,q8ivt5,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4020307,pmc4020307,pmc4020307,pmc4020307",4,1,40,1,44
erk,family,,,be,erk,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan,nan,nan","nan,nan,nan,nan","nan,nan,nan,nan","pmc4440819,pmc4440819,pmc4440819,pmc4440819",4,1,40,1,44
ras,family,,,pfam,pf00071,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4440819,pmc5017527,pmc5017527",3,1,40,1,43
mek,family,,,be,mek,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5723691,pmc5723691,pmc5723691",3,1,40,1,43
erk,family,,,be,erk,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc5723691,pmc5723691,pmc5723691",3,1,40,1,43
erk,family,,,be,erk,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan,nan","nan,nan,nan","nan,nan,nan","pmc4846800,pmc5190119,pmc5190119",3,1,40,1,43
p38,family,,,be,p38,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5190119,pmc5190119",2,1,40,1,42
mapk,family,,,be,erk,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5833015,pmc5190119",2,1,40,1,42
jnk,family,,,be,jnk,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5190119,pmc5190119",2,1,40,1,42
mapk,family,,,be,erk,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5729429,pmc5190119",2,1,40,1,42
erk2,protein,,,uniprot,p28482,,,map4k4,protein,,,uniprot,o95819,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,1,40,1,42
da-raf1,protein,,,uniprot,p10398,,,differentiation,bioprocess,,,go,go:0030154,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc2064279,pmc2064279",2,1,40,1,42
mek1,protein,,,uniprot,q02750,,,α,simplechemical,,,uaz,uaz00180,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4440819,pmc4440819",2,1,40,1,42
mek1,protein,,,uniprot,q02750,,,fig,protein,,,uniprot,q9hd26,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4440819,pmc4440819",2,1,40,1,42
p38 mapk,family,,,be,p38,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4783893,pmc4783893",2,1,40,1,42
ras,family,,,pfam,pf00071,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc4440819,pmc4440819",2,1,40,1,42
map,protein,,,uniprot,p12872,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5537703,pmc5537703",2,1,40,1,42
mek,family,,,be,mek,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5723691,pmc5723691",2,1,40,1,42
emt,protein,,,uniprot,o75751,,,tgf-β1,protein,,,uaz,uaz02902,,,negative,i,,,,,,,"nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan","pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819,pmc4440819",27,0.1,39,1,41.7
ampk,protein,,,be,ampk,,,fig,protein,,,uniprot,q9hd26,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mtorc1,protein,,,be,mtorc1,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
akt,family,,,be,akt,,,selumetinib,simplechemical,,,pubchem,10127622,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,1,40,1,41
ras,family,,,pfam,pf00071,,,gdp,simplechemical,,,pubchem,8977,,,negative,i,,,,,,,nan,nan,nan,pmc5467702,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,mm,simplechemical,,,pubchem,6993082,,,negative,i,,,,,,,nan,nan,nan,pmc4695180,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,necrosis,bioprocess,,,mesh,d009336,,,positive,i,,,,,,,nan,nan,nan,pmc3809567,1,1,40,1,41
ras,family,,,pfam,pf00071,,,mek-erk,protein,,,uaz,uaz06367,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,1,40,1,41
mtorc1,protein,,,be,mtorc1,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
akt,family,,,be,akt,,,stress-activated protein kinases,protein,,,uaz,uaz08752,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,1,40,1,41
mammalian target of rapamycin,protein,,,uniprot,p42345,,,gnaq,protein,,,uniprot,p50148,,,positive,i,,,,,,,nan,nan,nan,pmc4179759,1,1,40,1,41
ras,family,,,pfam,pf00071,,,metastasis,bioprocess,,,mesh,d009362,,,negative,i,,,,,,,nan,nan,nan,pmc5049993,1,1,40,1,41
ampk,protein,,,be,ampk,,,eras,protein,,,uniprot,q7z444,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,dcs,simplechemical,,,pubchem,6234,,,negative,i,,,,,,,nan,nan,nan,pmc3809567,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc4846800,1,1,40,1,41
ras,family,,,pfam,pf00071,,,muv,protein,,,uaz,uaz12652,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,1,40,1,41
tp53,protein,,,uniprot,p04637,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc4494777,1,1,40,1,41
mapk,family,,,be,erk,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,1,40,1,41
ampk,protein,,,be,ampk,,,senescence,bioprocess,,,mesh,d000375,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mek,family,,,be,mek,,,differentiation,bioprocess,,,go,go:0030154,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,1,40,1,41
ras,family,,,pfam,pf00071,,,raf-mek-erk,protein,,,uaz,uaz00085,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,1,40,1,41
ras,family,,,pfam,pf00071,,,phosphoinositol-3-kinase,protein,,,uaz,uaz09993,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,1,40,1,41
ras,family,,,pfam,pf00071,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,nan,nan,nan,pmc3809567,1,1,40,1,41
mek,family,,,be,mek,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,1,40,1,41
mek,family,,,be,mek,,,cell viability,bioprocess,,,mesh,d002470,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mek,family,,,be,mek,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,1,40,1,41
mek,family,,,be,mek,,,fig,protein,,,uniprot,q9hd26,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mtor,protein,,,uniprot,p42345,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mek,family,,,be,mek,,,impact,protein,,,uniprot,q9p2x3,,,positive,i,,,,,,,nan,nan,nan,pmc5908790,1,1,40,1,41
mapk1,protein,,,uniprot,p28482,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5312311,1,1,40,1,41
ras,family,,,pfam,pf00071,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,,,,,,,nan,nan,nan,pmc5127645,1,1,40,1,41
mapk,family,,,be,erk,,,tumor microenvironment,bioprocess,,,mesh,d059016,,,positive,i,,,,,,,nan,nan,nan,pmc3809567,1,1,40,1,41
ras,family,,,pfam,pf00071,,,differentiation,bioprocess,,,go,go:0030154,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,1,40,1,41
mek,family,,,be,mek,,,tgf-β1,protein,,,uaz,uaz02902,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,1,40,1,41
mapk,family,,,be,erk,,,hipk1,protein,,,uniprot,q86z02,,,negative,i,,,,,,,nan,nan,nan,pmc6339303,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,braf inhibitors,simplechemical,,,uaz,uaz00044,,,negative,i,,,,,,,nan,nan,nan,pmc6395334,1,1,40,1,41
braf,protein,,,uniprot,p15056,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc6472057,1,1,40,1,41
mek1,protein,,,uniprot,q02750,,,meks,protein,,,uaz,uaz08530,,,negative,i,,,,,,,nan,nan,nan,pmc6472057,1,1,40,1,41
mtor,protein,,,uniprot,p42345,,,ps727,protein,,,uaz,uaz12592,,,positive,i,,,,,,,nan,nan,nan,pmc3843736,1,1,40,1,41
mapk,family,,,be,erk,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,1,40,1,41
ras,family,,,pfam,pf00071,,,ras/raf/mek/erk,protein,,,uaz,uaz00068,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
mapk,family,,,be,erk,,,pbx3,protein,,,uniprot,p40426,,,negative,i,,,,,,,nan,nan,nan,pmc5609034,1,1,40,1,41
ras,family,,,pfam,pf00071,,,ral,protein,,,uniprot,p11233,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,1,40,1,41
mek,family,,,be,mek,,,dusp5,protein,,,uniprot,q16690,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,1,40,1,41
mapk,family,,,be,erk,,,mm,simplechemical,,,pubchem,6993082,,,negative,i,,,,,,,nan,nan,nan,pmc4695180,1,1,40,1,41
mtorc1,protein,,,be,mtorc1,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,1,40,1,41
