,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
184,caspase-3,protein,p42574,nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,"['uniprot', 'uniprot']","['none', 'none']","['pmc4245943', 'pmc4245943']","['we found in etoposide treated dbc1 overexpressing cells a marked puma accumulation and cleavage of both parp-1 and caspase-3 in chk2-proficient cells , but not in chk2 deficient cells ( respectively , figure xref_fig and xref_fig , compare lanes 5 and 7 and lanes 7 and 8 ) .', 'curiously , we also found that chk2 silencing prevents puma induction and caspase-3 cleavage and that chk2 depletion alone can not affect etoposide induced apoptosis .']",2,10.0,1.0,1.0,{21.0}
113,bcl2,protein,p10415,nan,nan,nan,cl:cl:0000034,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['transcription'],['pmc3675137'],"['accordingly , akt mediated phosphorylation is crucial for the capability of satb1 to repress nanog expression and to activate transcription of bcl2 and nestin genes .']",1,10.0,1.0,1.0,{11.0}
93,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pp2a,protein,p67775,nan,nan,i,['uniprot'],['none'],['pmc2954851'],"['although pp2a was also found to negatively regulate atm , the effect on chk2 phosphorylation was atm independent [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
70,ampk,protein family|protein complex,ampk,nan,nan,nan,nan,nan,lkb1,protein,q15831,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3291999'],['ampk is activated by lkb1 ( liver kinase b1 ) that directly phosphorylates the activation loop and increases ampk kinase activity [ xref_bibr ] . ++++ ampk is activated by lkb1 ( liver kinase b1 ) that directly phosphorylates the activation loop and increases ampk kinase activity [ xref_bibr ] .'],1,10.0,1.0,1.0,{11.0}
49,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,"['be', 'be', 'be']","['none', 'none', 'phosphorylation']","['pmc149420', 'pmc2637922', 'pmc4258317']","['subsequently , pi3k activates akt and pkb [ xref_bibr ] that interferes with the apoptotic machinery .', 'growth factor stimulation of pi3k causes activation of akt by phosphorylation at two key sites : the activation loop ( t308 ) and the c-terminal hydrophobic motif ( s473 ) .', 'these molecules inhibit mtorc1 , mtorc2 , and pi3k , thus inhibiting the phosphorylation of akt , s6k1 , and 4e-bp1 , and are therefore attractive drugs for targeting cancers driven by pi3k activation [ xref_bibr ] .']",3,10.0,1.0,1.0,{31.0}
42,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,kras,protein,p01116,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3181262'],"['the pi3k and akt and mapk pathways can be activated by kras xref_bibr , xref_bibr , xref_bibr .']",1,10.0,1.0,1.0,{11.0}
39,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,atm,protein,q13315.t,nan,nan,nan,nan,nan,nan,nan,i,['be'],['phosphorylation'],['pmc3317191'],['overexpression of exogenous atm and akt in cos cells promotes akt ser473 phosphorylation by insulin or ir and the phosphorylation depends on the pi3k like catalytic domain of atm .'],1,10.0,1.0,1.0,{11.0}
38,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3317191'],"['conversely , akt is activated by dna double-strand breaks ( dsbs ) in a dna-pk- or atm and atr dependent manner and in some circumstances can contribute to radioresistance by stimulating dna repair by nonhomologous end joining ( nhej ) .']",1,10.0,1.0,1.0,{11.0}
35,akt,protein family|protein complex,akt,nan,nan,nan,cl:cl:0000010,nan,p110gamma,protein,p48736,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2652403'],"['the p110delta isoform constitutively activated the akt signaling pathway , but p110gamma activated akt only in the presence of serum [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
34,akt,protein family|protein complex,akt,nan,nan,nan,cl:cl:0000010,nan,p110delta,protein,o00329,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2652403'],"['the p110delta isoform constitutively activated the akt signaling pathway , but p110gamma activated akt only in the presence of serum [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
33,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_e508,nan,nan,nan,nan,nan,nan,nan,pp2a,protein,p67775,nan,nan,i,['be'],['none'],['pmc3837323'],"['protein phosphatase 2a ( pp2a ) downregulates akt activity directly , by dephosphorylating thr 308 and accumulating evidence indicates that pp2a acts as a tumor suppressor [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
29,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_0480,nan,nan,nan,nan,nan,nan,nan,pten,protein,p60484.t,nan,nan,i,['be'],['phosphorylation'],['pmc2915986'],['sfn induces pten expression and inhibits akt phosphorylation in pancreatic cancer panc-1 cells .'],1,10.0,1.0,1.0,{11.0}
28,akt,protein family|protein complex,akt,nan,nan,cellosaurus:cvcl_0045,nan,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc4624070'],"['in addition , beta-arrestin has been shown to recruit src to some gpcrs and the association of ep4 , beta , arrestin1 , and src complex has been shown to induce the activation of egfr and akt .']",1,10.0,1.0,1.0,{11.0}
256,chk2,protein,o96017,nucleus,go:0005634,cellosaurus:cvcl_0031,nan,nan,nan,nan,nan,nan,nan,pp2a,protein,p67775,nucleus,go:0005634,i,['uniprot'],['phosphorylation'],['pmc2954851'],['pp2a negatively regulates chk2 phosphorylation at multiple sites including t68 as well as its kinase activity [ xref_bibr ] . ++++ inhibition of pp2a using okadaic acid increased the phosphorylation of chk2 .'],1,10.0,1.0,1.0,{11.0}
297,egfr,protein,p00533,nan,nan,cellosaurus:cvcl_0045,nan,nan,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4624070'],"['in addition , beta-arrestin has been shown to recruit src to some gpcrs and the association of ep4 , beta , arrestin1 , and src complex has been shown to induce the activation of egfr and akt .']",1,10.0,1.0,1.0,{11.0}
299,egfr,protein,p00533,nan,nan,cellosaurus:cvcl_7707,nan,uberon:uberon:0000105,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3709701'],"['in some cases of nsclc expressing mutant egfr , gefitinib does not inhibit cell proliferation , but pp2 does , collectively suggesting that gefitinib resistance of the mutant egfr is due to the src dependent modulation of egfr activity .']",1,10.0,1.0,1.0,{11.0}
473,mapk,protein family|protein complex,erk,nan,nan,nan,nan,nan,kras,protein,p01116,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3181262'],"['the pi3k and akt and mapk pathways can be activated by kras xref_bibr , xref_bibr , xref_bibr .']",1,10.0,1.0,1.0,{11.0}
524,mtor,protein,p42345,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3660063'],"['however , upon akt mediated activation of mtor , these latter mrnas are highly and disproportionately translated . ++++ since the loss of pten results in activation of akt , that in turn up-regulates mtor activity , cancer cells deficient in pten are thought to be major targets of mtor inhibitors .']",1,10.0,1.0,1.0,{11.0}
520,mtor,protein,p42345,nan,nan,cellosaurus:cvcl_0031,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4381605'],"['mtor is induced by etoposide in an atm and atr dependent , and p53 independent manner .']",1,10.0,1.0,1.0,{11.0}
505,mek,protein family|protein complex,mek,nan,nan,cellosaurus:cvcl_0045,nan,nan,pdk1,protein,q15118,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2683723'],"['an alternative pathway of pip 3 -dependent erk activation involves phosphoinositide dependent kinase-1 ( pdk1 ) , a target of pi3k , which can activate mek directly and erk indirectly through the activation of certain pkc isoforms , although it has been reported that pkcs are not involved in egf induced erk activation .']",1,10.0,1.0,1.0,{11.0}
498,mdm2,protein,q00987,nucleus,go:0005634,nan,nan,nan,akt,protein family|protein complex,akt,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3317191'],"['dominant negative akt inhibits nuclear entry of mdm2 , thus increasing the cellular level of p53 and transcriptional activity [ xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
496,mdm2,protein,q00987,nucleus,go:0005634,cellosaurus:cvcl_0022,nan,nan,nan,nan,nan,nan,nan,pten,protein,p60484,nucleus,go:0005634,i,['uniprot'],['none'],['pmc2652403'],['the ability of pten to inhibit the nuclear entry of mdm2 increases the cellular content and transactivation of the p53 tumor suppressor protein .'],1,10.0,1.0,1.0,{11.0}
492,mdm2,protein,q00987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,p14 arf,protein,q8n726,nan,nan,i,['uniprot'],['none'],['pmc2817464'],"['further , e2f-1 upregulates p14 arf , which negatively regulates mdm2 .']",1,10.0,1.0,1.0,{11.0}
489,mdm2,protein,q00987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,i,['uniprot'],['none'],['pmc2954851'],"['atm and atr also directly inhibit mdm2 by phosphorylating it on s395 and s407 , respectively [ xref_bibr , xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
488,mdm2,protein,q00987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,arf,protein,q8n726,nan,nan,i,['uniprot'],['none'],['pmc4211374'],"['20 arf is also induced by oncogenic stress and inhibits mdm2 , thereby activating p53 and p21 waf1 and cip1 .']",1,10.0,1.0,1.0,{11.0}
450,jnk,protein family|protein complex,jnk,nan,nan,nan,nan,nan,tnf-alpha,protein,p01375,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2801705'],"['beta-arrestin specifically links the activation of seven transmembrane receptor to jnk3 activation ; crkii mediates the activation of rac1 in cells exposed to egf ; filamin mediates the activation of jnk by tnf-alpha receptor signaling ; and the jnk interacting proteins ( jip 1-3 ) , which are able to associate with all the components of the sapk module and additional signaling proteins and potentiate jnk activity .']",1,10.0,1.0,1.0,{11.0}
300,egfr,protein,p00533,nan,nan,nan,cl:cl:0000235,uberon:uberon:0000479,egf,protein,p01133,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc3135566'],"['unlike igf-1r , egfr can be stimulated by numerous egf like factors , which macrophages produce in a tissue and disease specific manner [ xref_bibr , xref_bibr , xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
448,irs-1,protein,p35568,nan,nan,uaz:cvcl_9115,nan,nan,nan,nan,nan,nan,nan,s6k2,protein,q9ubs0,nan,nan,i,['uniprot'],['none'],['pmc2172316'],['suppression of either s6k1 or s6k2 mimics the effect of rapamycin treatment and restores irs-1 mrna to a level approaching that of tsc2 +/+ mefs ( xref_fig ) .'],1,10.0,1.0,1.0,{11.0}
447,irs-1,protein,p35568,nan,nan,uaz:cvcl_9115,nan,nan,nan,nan,nan,nan,nan,s6k1,protein,p23443,nan,nan,i,['uniprot'],['none'],['pmc2172316'],"['this restoration of irs-1 mrna abundance by sustained rapamycin treatment is reversed by actinomycin d ( xref_fig ) , indicating that mtor and s6k1 signaling likely reduces irs-1 mrna abundance primarily at the level of gene transcription . ++++ suppression of either s6k1 or s6k2 mimics the effect of rapamycin treatment and restores irs-1 mrna to a level approaching that of tsc2 +/+ mefs ( xref_fig ) .']",1,10.0,1.0,1.0,{11.0}
445,irs-1,protein,p35568,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,i,['uniprot'],['amount'],['pmc3039802'],"['as expected , mek and mtor inhibitors induced increased levels of pakt and irs-1 , an outcome that limits their clinical anticancer efficacy ; importantly , co-treatment with alpha-tea was able to block this counterproductive increase in these potent prosurvival mediators ( xref_fig ) .']",1,10.0,1.0,1.0,{11.0}
417,hif,protein family|protein complex,hif,nan,nan,cellosaurus:cvcl_4431,nan,nan,mtor,protein,p42345,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc3291999'],"['mtor inhibition seems to downregulate hif , which is frequently overexpressed in rcc , due to loss of function of vhl ( von hippel-lindau ) gene [ xref_bibr , xref_bibr ] .']",1,10.0,1.0,1.0,{11.0}
323,erk,protein family|protein complex,erk,nucleus,go:0005634,nan,cl:cl:0000066,nan,mek,protein family|protein complex,mek,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2169466'],"['however , in our system it is unlikely that dephosphorylation of erk is upregulated in suspended cells , as erk activation mediated by active versions of either raf or mek was unaltered in suspension versus adherent conditions .']",1,10.0,1.0,1.0,{11.0}
322,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2683723'],"['likewise , in the absence of evidence for a distributed mechanism of erk kinase ( mek ) activation by raf , we use a simplified , one-step description , whereas a distributed mechanism of erk activation by mek and deactivation by mkp3 is described as a two-step process .']",1,10.0,1.0,1.0,{11.0}
318,erk,protein family|protein complex,erk,nan,nan,cellosaurus:cvcl_0045,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,i,['be'],['none'],['pmc2683723'],['pi3k inhibition suppresses insulin-egf synergy in ras and erk responses .'],1,10.0,1.0,1.0,{11.0}
302,egfr,protein,p00533:[substitutionmutant],nan,nan,cellosaurus:cvcl_0542,nan,nan,egf,protein,p01133,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc2653860'],"['notably , upon long exposure of western blots ( xref_fig ) egf modestly activated of rsk and erk1/2 in b82l cells expressing the y5f egfr .']",1,10.0,1.0,1.0,{11.0}
980,vegf,protein,p15692,nan,nan,nan,nan,nan,egf,protein,p01133,nan,nan,nan,nan,nan,nan,nan,i,['uniprot'],['none'],['pmc4624070'],"['consistent with our finding , src has been suggested to be involved in p38 activation during egf induced vegf production in pancreatic cancer cells and in lysophosphatidic acid mediated p38 activation .']",1,10.0,1.0,1.0,{11.0}
