,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Database Name,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
12,4ebp1,protein,q13541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk-3beta,protein,p49841,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc4936323', 'pmc4936323', 'pmc4936323', 'pmc4936323']","['consistent with previous reports [ xref_bibr , xref_bibr ] , in the present study , we demonstrate that gsk-3beta directly phosphorylates 4ebp1 independent of rapamycin sensitivity to mtorc1 and continuously activates 4ebp1 and s6k , the mtorc1 downstream substrates to drive cell proliferation in rcc cell lines . ++++ according to shin et al. [ xref_bibr ] , gsk-3beta directly phosphorylates 4ebp1 at thr37/46 and inactivates 4ebp1 activity in breast cancer and normal cell lines , thereby increasing eif4e dependent protein synthesis and regulating cell proliferation . ++++ gsk-3beta could directly phosphorylate 4ebp1 and activate the mtorc1 downstream signaling cascades to enhance protein biosynthesis and cell proliferation in rcc cell lines independent of rapamycin sensitivity . ++++ according to shin et al. [ xref_bibr ] , gsk-3beta directly phosphorylates 4ebp1 at thr37/46 and inactivates 4ebp1 activity in breast cancer and normal cell lines , thereby increasing eif4e dependent protein synthesis and regulating cell proliferation . ++++ consistent with previous reports [ xref_bibr , xref_bibr ] , in the present study , we demonstrate that gsk-3beta directly phosphorylates 4ebp1 independent of rapamycin sensitivity to mtorc1 and continuously activates 4ebp1 and s6k , the mtorc1 downstream substrates to drive cell proliferation in rcc cell lines . ++++ gsk-3beta could directly phosphorylate 4ebp1 . ++++ gsk-3beta could directly phosphorylate 4ebp1 and activate the mtorc1 downstream signaling cascades to enhance protein biosynthesis and cell proliferation in rcc cell lines independent of rapamycin sensitivity .', 'these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] . ++++ therefore , we here provide the evidence that gsk-3beta can directly phosphorylate 4ebp1 at thr37/46 , thr70 , and ser65 , possibly in sequential order .', 'these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] . ++++ therefore , we here provide the evidence that gsk-3beta can directly phosphorylate 4ebp1 at thr37/46 , thr70 , and ser65 , possibly in sequential order .', 'these results suggest that gsk-3beta could participate in the direct phosphorylation of 4ebp1 at thr70 , thr37/46 , and ser65 , as reported for s6k [ xref_bibr ] .']",4,10.0,40.0,1.0,80.0
13,4ebp1,protein,q13541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['none', 'phosphorylation', 'dephosphorylation', 'phosphorylation']","['pmc1289294', 'pmc2637922', 'pmc3291999', 'pmc4700468']","['the mtor kinase responds to both nutrient and growth factor signals to activate p70s6k and 4ebp1 to increase protein translation as part of a cell growth response [ xref_bibr ] .', ""the phosphorylation of 4ebp1 by mtor in response to growth factor and nutrient status causes it to dissociate from eif4e allowing eif4g and associated factors to bind to the 5 ' cap , recruit the 40s subunit of the ribosome , and scan the mrna for the start codon to initiate translation . ++++ by contrast , ly294002 , a direct inhibitor of many pi3k family members including mtor , was equally effective at inhibiting the phosphorylation of s6k and 4ebp1 by mtor in vitro [ xref_bibr ] and in cells [ xref_bibr ] , although this finding is complicated by ly294002 's inhibition of multiple lipid and protein kinases [ xref_bibr ] including pim , a kinase potentially upstream of 4ebp1 phosphorylation [ xref_bibr , xref_bibr ] . ++++ the phosphorylation of 4ebp1 by mtor is complicated in that it occurs at multiple sites , and not all sites are equally effective at causing dissociation of 4ebp1 from eif4e [ xref_bibr ] ."", 'the inhibition of mtor by rapamycin also causes 4ebp1 dephosphorylation , which prevents protein translation [ xref_bibr ] .', 'thus , phosphorylation of 4ebp1 by mtor leads to its association with eif4e and hence , eif4f complex formation , whereas inhibition of mtor results in repression of cap dependent translation .']",4,10.0,40.0,1.0,80.0
332,gsk3beta,protein,p49841,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['none', 'transcription', 'none', 'phosphorylation']","['pmc1403772', 'pmc1403772', 'pmc3355968', 'pmc4260754']","['therefore , given that akt phoshorylates and inactivates gsk3beta [ xref_bibr ] , we hypothesised that akt dependent inactivation of gsk3beta might be responsible for notch potentiation .', 'in contrast , expression of wild-type gsk3beta , which is inhibited by akt activity , failed to significantly reduce reporter activity .', 'akt has been shown to directly phosphorylate gsk3beta and inhibits it , and therefore , akt seems to indirectly inhibit beta-catenin degradation and inactivation through inhibition of gsk3beta . ++++ because akt inhibits gsk3beta as described above , akt increases mcl-1 stability , at least in part , by inhibiting gsk3beta . ++++ because akt inhibits gsk3beta as described above , akt increases mcl-1 stability , at least in part , by inhibiting gsk3beta .', 'consistently , stable transfection of another dominant mutant form of akt , t308 and s473a , into p27-/-( delta51 ) cells ( xref_fig ) was not able to decrease s6 phosphorylation ( xref_fig ) , but it could partially reduce phosphorylation of gsk3beta at s9 , a well-known downstream target of akt ( xref_fig ) .']",4,10.0,40.0,1.0,80.0
414,mdm2,protein,q00987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['none', 'phosphorylation', 'phosphorylation', 'phosphorylation', 'none', 'phosphorylation']","['pmc3317191', 'pmc3317191', 'pmc3317191', 'pmc3317191', 'pmc3325598', 'pmc3325598']","['dominant negative akt inhibits nuclear entry of mdm2 , thus increasing the cellular level of p53 and transcriptional activity [ xref_bibr ] .', 'akt phosphorylation of mdm2 is also necessary for the translocation of mdm2 from the cytoplasm to the nucleus .', 'in response to growth factor stimulation , active akt binds to and phosphorylates mdm2 at ser166 and ser186 to enhance protein stability and facilitate the function of mdm2 to promote p53 ubiquitination [ xref_bibr , xref_bibr ] .', 'in response to growth factor stimulation , active akt binds to and phosphorylates mdm2 at ser166 and ser186 to enhance protein stability and facilitate the function of mdm2 to promote p53 ubiquitination [ xref_bibr , xref_bibr ] .', 'these results are intriguing given that previous reports demonstrate that akt promotes the activity of the e3 ubiquitin ligase mdm2 , the important negative regulator of p53 . ++++ the migration of phospho-ser166-mdm2 was altered , suggesting that akt may promote alternative post-translational modifications of mdm2 . ++++ this was unexpected given that akt has been reported to promote the activity of the e3 ubiquitin ligase mdm2 , the important negative regulator of p53 . ++++ taken together , these results indicate that akt induces dna damage independent p53 stabilisation via arf- and pml independent nucleolar sequestration of mdm2 .', 'our results are in contrast to previous reports that akt phosphorylation of mdm2 promotes its nuclear localisation and enhances mdm2 ubiquitin ligase activity , resulting in p53 destabilisation .']",6,10.0,10.0,1.0,70.0
201,chk1,protein,o14757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,"['nan', 'nan', 'nan']","['none', 'amount', 'phosphorylation']","['pmc4381605', 'pmc4381605', 'pmc4381605']","['mtor inhibition with pp242 following dna damage did not further increase chk1 turnover , therefore it is unlikely that the decrease in chk1 caused by mtor inhibition is due to an increase in chk1 degradation . ++++ nevertheless , total chk1 is still reduced by mtor inhibition following etoposide induced dna damage . ++++ however , in the presence of cycloheximide chk1 level is efficiently suppressed before and after dna damage , more importantly pp242 did not cause a further reduction in chk1 implying that chk1 reduction caused by mtor inhibition is mediated by preventing its synthesis at translation level .', 'since mtor inhibition in hek293 cells significantly reduced the total chk1 level following etoposide treatment , we explored how mtor regulates chk1 protein in these cells . ++++ the reduction in chk1 level caused by mtor inhibition could be due to faster degradation of chk1 or inhibition of its production at transcriptional or translational level .', 'pharmacological inhibition of mtor with pp242 inhibited early etoposide- and uv induced chk1 phosphorylation in mcf7 cells , but not chk2 phosphorylation .']",3,10.0,40.0,1.0,70.0
705,s6,protein family,ipr000529,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,s6k1,protein,p23443,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc3291999', 'pmc3388235']","[""activated mtorc1 phosphorylates s6k1 , which phosphorylates s6 ( 40s ribosomal protein s6 ) , enhancing the translation of mrnas with a 5 '-terminal oligopolypyrimidine ( 5 '-top ) ."", ""activated mtorc1 phosphorylates s6k1 , which phosphorylates s6 ( 40s ribosomal protein s6 ) , enhancing the translation of mrnas with a 5 '-terminal oligopolypyrimidine ( 5 '-top ) ."", ""xref_bibr , xref_bibr , xref_bibr s6k1 phosphorylates s6 , which regulates the translation of 5 ' terminal oligopyrimidine mrnas that encode ribosomal proteins and translation factors .""]",3,10.0,40.0,1.0,70.0
249,egfr,protein,p00533,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,i,"['nan', 'nan', 'nan']","['none', 'phosphorylation', 'none']","['pmc3709701', 'pmc3709701', 'pmc4624070']","['in some cases of nsclc expressing mutant egfr , gefitinib does not inhibit cell proliferation , but pp2 does , collectively suggesting that gefitinib resistance of the mutant egfr is due to the src dependent modulation of egfr activity .', 'in 1995 , we reported that the human epidermoid carcinoma cells , a431 , contain a small fraction of src and egfr in which these two kinase were in physical association with each other , and that src phosphorylates egfr on tyrosine 845 ( y845 ) in the src and egfr complex .', 'in addition , beta-arrestin has been shown to recruit src to some gpcrs and the association of ep4 , beta , arrestin1 , and src complex has been shown to induce the activation of egfr and akt .']",3,10.0,40.0,1.0,70.0
524,p27 kip1,protein,p46527,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3317191', 'pmc3317191', 'pmc3317191']","['akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .', 'akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .', 'akt directly binds to and phosphorylates p27 kip1 at three residues , ser10 , thr187 , and thr198 [ xref_bibr - xref_bibr ] .']",3,10.0,40.0,1.0,70.0
10,4e-bp1,protein,q13541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,"['nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc3660063', 'pmc3837323', 'pmc4720880']","['4e-bp1 phosphorylation by mtorc1 results in the release of the eif4e , which then associates with eif4g to stimulate translation initiation [ xref_bibr - xref_bibr , xref_bibr - xref_bibr ] . ++++ in contrast , 4e-bp1 phosphorylation by mtorc1 on several amino acidic residues ( s37 ; t46 ; s65 ; t70 ) results in the release of the eif4e [ xref_bibr ] .', '4e-bp1 phosphorylation by mtorc1 results in the release of the eukaryotic initiation factor 4e ( eif4e ) , which then associates with eukaryotic initiation factor 4g ( eif4g ) to stimulate translation initiation .', 'mtorc1 phosphorylates two main substrates , ribosomal protein s6 kinase 1 ( s6k1 ) and eukaryotic initiation factor 4e binding protein 1 ( 4e-bp1 ) .']",3,10.0,40.0,1.0,70.0
551,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,gsk3,protein family|protein complex,gsk3,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc3481126', 'pmc3481126']","['we therefore sought to determine whether inhibition of gsk3 blocked transcriptional activation of p53 target genes following pi 3-kinase inhibition ( xref_fig ) . ++++ gsk3 mediates activation of p53 in response to pi-3 kinase inhibition . ++++ 30 as inhibition of pi 3-kinase leads to activation of gsk3 , we sought to determine whether gsk3 was responsible for activation of p53 by this mechanism .', 'however , the induction of some genes that were dependent on p53 ( flcn , hoxc5 , loc688916 and txnip ) ( xref_fig ) was not significantly reduced by inhibition of gsk3 , consistent with the induction of these genes by other transcription factors or with the possibility that inhibition of pi-3 kinase can also activate p53 independently of gsk3 activity .']",2,10.0,40.0,1.0,60.0
322,gsk-3beta,protein,p49841,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,p38mapk,protein family|protein complex,p38,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4102778', 'pmc4102778']","['p38mapk phosphorylates gsk-3beta at s389 and t390 [ xref_bibr ] .', 'p38mapk phosphorylates gsk-3beta at s389 and t390 [ xref_bibr ] .']",2,10.0,40.0,1.0,60.0
221,craf,protein,p04049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3135566', 'pmc3135566']","['akt phosphorylates craf at s259 , which creates a binding domain for 14-3-3 protein family members [ xref_bibr , xref_bibr ] . ++++ cytosolic raf functionally links the erk and akt pathways ; activated akt can phosphorylate craf at s259 , placing erk regulation downstream of akt activation [ xref_bibr , xref_bibr ] .', 'thus , active akt could phosphorylate and inactivate craf , leading to decreased erk1/2 signaling , but cells with mutant kras can bypass this regulatory mechanism and maintain high craf activity [ xref_bibr , xref_bibr ] .']",2,10.0,40.0,1.0,60.0
14,4ebp1,protein,q13541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3291999', 'pmc4216640']","['mtorc1 phosphorylates 4ebp1 at multiple sites to promote the dissociation of eif4e from 4ebp1 , relieving the inhibitory effect of 4ebp1 on eif4e dependent translation initiation [ xref_bibr ] .', 'once activated , mtorc1 phosphorylates p70 s6k and 4ebp1 to promote cap dependent translation and cell growth .']",2,10.0,40.0,1.0,60.0
604,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'dephosphorylation']","['pmc1325242', 'pmc1403772']","['in addition , loss of the tumor suppressor phosphatase and tensin homologue ( pten ) , a lipid phosphatase that inhibits pi3k activity , is found in a subset of lung tumors [ xref_bibr - xref_bibr ] .', ""the lipid phosphatase pten dephosphorylates the 3 ' phosphoinositide products of pi3k catalysis and prevents downstream pi3k signaling [ xref_bibr ] .""]",2,10.0,40.0,1.0,60.0
641,rac1,protein,p63000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc4729484', 'pmc4729484']","['we have shown previously that the phosphorylation of rac1 by erk enhanced its nuclear translocation [ xref_bibr ] . ++++ the effects of erk induced rhoa phosphorylation on rhoa activity is also opposite to the effects of erk induced rac1 phosphorylation on rac1 activity .', 'egf induced nuclear translocation of rac1 is dependent on erk induced rac1 t108 phosphorylation , as we have reportedly previously [ xref_bibr ] .']",2,10.0,40.0,1.0,60.0
39,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,pten,protein,p60484,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'dephosphorylation']","['pmc4102778', 'pmc4211374']","['pten negatively regulates akt activity by de-phosphorylating phosphatidylinositol ( 3,4,5 )-trisphosphate ( pip3 ) which akt requires for membrane localization .', '21 in case of the activation of a tumor suppressor , pten dephosphorylates akt and consequently stabilizes p27 kip1 .']",2,10.0,40.0,1.0,60.0
509,p21,protein,p38936,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,i,"['nan', 'nan']","['phosphorylation', 'phosphorylation']","['pmc3667761', 'pmc3667761']","['all together , experiments on transfected cho cells further established the correlation between t172 phosphorylation of cdk4 and s130 phosphorylation of p21 .', 'we observed that cdk4 and cdk6 , associated with cyclin d3 and cyclin d1 , also phosphorylated p21 complexed with d-type cyclins and cdk4 in vitro ( xref_fig ; xref_supplementary ) .']",2,10.0,40.0,1.0,60.0
203,chk1,protein,o14757,nan,nan,nan,nan,nan,pp2a,protein,p67775,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation', 'dephosphorylation']","['pmc2954851', 'pmc2954851', 'pmc2954851', 'pmc2954851']","['in x. laevis egg extracts , the addition of pp2a c reversed chk1 phosphorylation at s344 ( human s345 ) after activation by dsb [ xref_bibr ] .', 'in human cells , the inhibition of pp2a induced chk1 phosphorylation in the absence of dna damage and also prevented chk1 dephosphorylation after hydroxyurea removal [ xref_bibr ] .', 'the knockdown of pp2a increased chk1 phosphorylation on s317 and s345 and in vitro , pp2a was able to directly dephosphorylate chk1 [ xref_bibr ] .', 'in human cells , the inhibition of pp2a induced chk1 phosphorylation in the absence of dna damage and also prevented chk1 dephosphorylation after hydroxyurea removal [ xref_bibr ] . ++++ the knockdown of pp2a increased chk1 phosphorylation on s317 and s345 and in vitro , pp2a was able to directly dephosphorylate chk1 [ xref_bibr ] .']",4,10.0,20.0,1.0,60.0
601,pi3k,protein family|protein complex,pi3k,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ras,protein family,pf00071,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc2652403', 'pmc4525067']","['these findings were supported by studies showing that ras activation of pi3k suppresses c-myc-induced apoptosis through the activation of akt but not p70 ( s6k ) [ xref_bibr ] . ++++ it was shown that the ras activated pi3k pathway is required to induce rapid tumor growth and enhanced proliferation of eph4 cells in collagen gels , but fails to cause emt in vitro and in vivo [ xref_bibr ] . ++++ it was demonstrated that ras induces the sequential activation of pi3k , rho , and rock , leading to activation of myc through phosphorylation [ xref_bibr ] . ++++ this blockage was released by tyr kinase stimulation , showing that the classical mechanism of class i a pi3k stimulation mediated by tyr kinases also regulates ras induced pi3k activation [ xref_bibr ] . ++++ the ability of activated ras to stimulate pi3k in addition to raf was important in ras transformation of mammalian cells and essential in ras induced cytoskeletal reorganization [ xref_bibr ] .', 'oncogenic ras constitutively stimulates the raf , pi3k , and ral gds signaling pathways , leading to cellular transformation . ++++ ras can activate three major pathways , the raf , ralgds , and pi3k pathways , all of which contribute to the fully transformed phenotype of cancer cells .']",2,10.0,40.0,1.0,60.0
60,arf,protein,q8n726,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'amount']","['pmc4171619', 'pmc4171619']","['since inhibition of akt promotes arf localization to the nucleolus and enhanced mdm2 activity , we wished to address what effect increased mdm2 activity has on endogenous p53 . ++++ this in turn promotes arf mediated inhibition of mdm2 in the nucleoplasm . ++++ therefore , we can conclude that elevated akt activity restricts arf accumulation at the nucleolus .', 'the increased arf levels following inhibition of akt are not due to increased transcription as arf mrna levels are unchanged following inhibitor treatment ( xref_supplementary ) .']",2,10.0,40.0,1.0,60.0
545,p53,protein,p04637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,chk1,protein,o14757,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation', 'phosphorylation', 'none']","['pmc2817464', 'pmc2817464', 'pmc2817464', 'pmc2954851', 'pmc4331747']","['the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'the chk1 and chk2 kinases phosphorylate p53 at s366 , s378 and t387 .', 'atm , atr , and dna-pk phosphorylate p53 on s15 , while chk1 and chk2 phosphorylate p53 on s20 which stabilize p53 by preventing binding to mdm2 [ xref_bibr - xref_bibr ] .', 'both chk1 and chk2 can activate p53 upon dna damage and are important for cell cycle checkpoints , however , while chk1 is crucial for intra-s and g2/s transition , chk2 is more important for g1/s checkpoint .']",5,10.0,10.0,1.0,60.0
625,pras40,protein,q96b36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,i,"['nan', 'nan', 'nan', 'nan', 'nan']","['phosphorylation', 'phosphorylation', 'phosphorylation', 'phosphorylation', 'phosphorylation']","['pmc2075366', 'pmc3660063', 'pmc4102778', 'pmc4216640', 'pmc4258317']","[""the above results suggested that pras40 is phosphorylated by mtorc1 . ++++ we also observed that pras40 associated less well with a kinase dead version of mtor ( xref_fig ) , suggesting that mtorc1 mediated phosphorylation of pras40 ( see below ) may affect the pras40- mtorc1 interaction . ++++ pras40 was phosphorylated weakly by both mtorc1 and mtorc2 . ++++ it remains to be determined whether mtorc1 mediated phosphorylation of pras40 plays a role in pras40 's ability to bind and inhibit mtorc1 . ++++ importantly , we also found that pras40 inhibited mtorc1 autophosphorylation but not mtorc2 autophosphorylation ( xref_fig ) , suggesting that the weak phosphorylation of pras40 by mtorc1 might be due to pras40 mediated inhibition of mtorc1 ."", 'moreover , pras40 is a substrate of mtorc1 itself , and mtorc1 mediated phosphorylation of pras40 prevents inhibition of additional mtorc1 signaling [ xref_bibr - xref_bibr , xref_bibr ] .', 'to complicate matters , pras40 is a substrate of mtorc1 itself , and mtorc1 mediated phosphorylation of pras40 prevents inhibition of additional mtorc1 signaling .', 'interestingly , both akt- and mtorc1 mediated phosphorylation of pras40 are required for 14-3-3 binding in response to growth factors . ++++ our findings indicate that dual phosphorylation of pras40 by akt and mtorc1 promotes formation of a nuclear specific pras40- and rpl11 containing complex distinct from mtorc1 that inhibits the rpl11-hdm2-p53 pathway and thereby suppresses induction of senescence .', 'however , later studies showed that pras40 inhibits mtorc1 activity and is phosphorylated by mtorc1 on s183 when associated with mtorc1 via raptor and this binding is abolished by mutation of the s183 to aspartate [ xref_bibr , xref_bibr ] .']",5,10.0,10.0,1.0,60.0
660,rb,protein,p06400,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,i,"['nan', 'nan']","['none', 'phosphorylation']","['pmc4480747', 'pmc4480747']","['cdk4 inhibition can induce rb positive cells to exit the cell cycle into a non proliferative state , however , this can take the form of either quiescence , which is readily reversible , or senescence , which is more stable .', 'cdk4 deficiency in mice can limit tumor cell proliferation either directly by affecting rb phosphorylation in the tumor cell , or indirectly by preventing the elaboration of a growth permissive tumor microenvironment [ xref_bibr - xref_bibr ] .']",2,10.0,40.0,1.0,60.0
747,src,protein family|protein complex,src,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,egfr,protein,p00533,nan,nan,i,"['nan', 'nan']","['none', 'none']","['pmc2683723', 'pmc2683723']","['in the model , these kinases are linked to src activity , which is differently stimulated by egfr or ir . ++++ importantly in the model , src is strongly activated by egfr and more weakly by ir .', 'considering a substantial src contribution to gab1 phosphorylation under various conditions , the model explains this observation by the fact that src is preferably activated by egfr and not by ir .']",2,10.0,40.0,1.0,60.0
341,ha,protein,p69208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,i,['nan'],['none'],['pmc2652403'],"['a pharmacological inhibitor of pi3k inhibited the production of ha , and conversely , an activated , plasma membrane targeted form of pi3k was sufficient to enhance ha production [ xref_bibr ] .']",1,10.0,40.0,1.0,50.0
270,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,raf,protein family|protein complex,raf,nan,nan,i,['nan'],['none'],['pmc2169466'],"['in vitro kinase assays demonstrated that erk activation by 22w raf was not inhibited by treatment with ccd ( xref_fig b ) . ++++ however , in our system it is unlikely that dephosphorylation of erk is upregulated in suspended cells , as erk activation mediated by active versions of either raf or mek was unaltered in suspension versus adherent conditions .']",1,10.0,40.0,1.0,50.0
810,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kras,protein,p01116,nan,nan,i,['nan'],['none'],['pmc4687460'],"['64 accordingly , horst et al. 65 showed that forced expression of the kras oncogene in the caco-2 crc cell line leads to nuclear accumulation of beta-catenin and increases wnt activity , whereas blocking the tyrosine kinase receptor egfr , an activator of mapk signaling , has the converse effect . ++++ oncogenic kras signalling promotes the wnt and beta-catenin pathway through lrp6 in colorectal cancer .']",1,10.0,40.0,1.0,50.0
11,4ebp1,protein,q13541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,erk,protein family|protein complex,erk,nan,nan,i,['nan'],['phosphorylation'],['pmc1289294'],['this result showed that mek and erk activities contribute to phosphorylation of p70s6k and 4ebp1 .'],1,10.0,40.0,1.0,50.0
375,jnk,protein family|protein complex,jnk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tnf-alpha,protein,p01375,nan,nan,i,['nan'],['none'],['pmc2801705'],"['beta-arrestin specifically links the activation of seven transmembrane receptor to jnk3 activation ; crkii mediates the activation of rac1 in cells exposed to egf ; filamin mediates the activation of jnk by tnf-alpha receptor signaling ; and the jnk interacting proteins ( jip 1-3 ) , which are able to associate with all the components of the sapk module and additional signaling proteins and potentiate jnk activity .']",1,10.0,40.0,1.0,50.0
240,e2f1,protein,q01094,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc4211374'],['increased e2f1 luciferase activity by galectin-3 overexpression was reversed by cyclin d1 or cdk4 ( xref_fig ) .'],1,10.0,40.0,1.0,50.0
267,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,integrin,protein,p08648,nan,nan,i,['nan'],['none'],['pmc2169466'],"['these data show that integrin mediated organization of the actin cytoskeleton regulates localization of activated erk , and in turn the ability of erk to efficiently phosphorylate nuclear substrates . ++++ these data show that integrin mediated organization of the actin cytoskeleton regulates localization of activated erk , and in turn the ability of erk to efficiently phosphorylate nuclear substrates .']",1,10.0,40.0,1.0,50.0
242,e2f1,protein,q01094,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,i,['nan'],['none'],['pmc4211374'],"['moreover , the e2f1 luciferase activity was decreased by the depletion of galectin-3 , cyclin d1 , or cdk4 ( xref_fig ) .']",1,10.0,40.0,1.0,50.0
269,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pi3k,protein family|protein complex,pi3k,nan,nan,i,['nan'],['none'],['pmc2683723'],['pi3k inhibition suppresses insulin-egf synergy in ras and erk responses .'],1,10.0,40.0,1.0,50.0
329,gsk3,protein family|protein complex,gsk3,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,nan,nan,nan,nan,nan,nan,nan,i,['nan'],['none'],['pmc4568445'],"['since gsk3 activity is inhibited by wnt signaling , key residues in r2 and b that drive apc : axin interaction dynamics would no longer be phosphorylated .']",1,10.0,40.0,1.0,50.0
24,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,kras,protein,p01116,nan,nan,i,['nan'],['none'],['pmc3181262'],"['the pi3k and akt and mapk pathways can be activated by kras xref_bibr , xref_bibr , xref_bibr .']",1,10.0,40.0,1.0,50.0
357,igf-1r,protein,p08069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['nan'],['transcription'],['pmc3660063'],"['active src can also activate akt , and both src and akt up-regulate igf-1r expression in this cancer .']",1,10.0,40.0,1.0,50.0
358,igf-1r,protein,p08069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,src,protein family|protein complex,src,nan,nan,i,['nan'],['transcription'],['pmc3660063'],"['active src can also activate akt , and both src and akt up-regulate igf-1r expression in this cancer .']",1,10.0,40.0,1.0,50.0
